N	2gram	Tiupa_Lite_3	Myshleni
1	мышления и	1	40
2	точки зрения	7	26
3	в том	12	24
4	и в	16	23
5	том что	8	21
6	в целом	5	20
7	с точки	3	18
8	в этом	14	17
9	того чтобы	2	17
10	то что	12	17
11	не только	14	16
12	так же	2	16
13	того что	9	15
14	для того	2	15
15	как и	5	14
16	может быть	12	14
17	но и	14	14
18	в его	6	14
19	что в	2	14
20	не может	8	12
21	представляет собой	2	11
22	сказать что	1	11
23	как бы	8	11
24	в отношении	1	10
25	с другой	6	10
26	в психологии	1	10
27	прежде всего	3	10
28	и с	2	9
29	между тем	3	9
30	в качестве	5	9
31	одной стороны	4	9
32	другой стороны	2	9
33	вместе с	5	9
34	и не	22	9
35	то же	9	8
36	в ходе	1	8
37	нас к	2	8
38	в процессе	1	8
39	в основе	5	8
40	и на	2	8
41	с одной	4	8
42	вопрос о	2	7
43	по отношению	4	7
44	в самом	3	7
45	в этой	8	7
46	в другом	6	7
47	с тем	1	7
48	в то	9	7
49	и ее	2	7
50	так как	1	7
51	что он	5	7
52	отношению к	4	7
53	все это	1	6
54	столь же	1	6
55	независимо от	1	6
56	с этим	1	6
57	могли бы	2	6
58	в себе	6	6
59	в силу	1	6
60	лишь в	5	6
61	и тем	3	6
62	с этой	2	6
63	мысли и	1	6
64	и его	6	6
65	другом месте	1	6
66	о том	6	6
67	все время	3	6
68	только в	7	6
69	тем что	2	6
70	именно в	5	6
71	потому что	3	6
72	из того	2	5
73	бы в	1	5
74	перед нами	1	5
75	и как	3	5
76	но в	3	5
77	на то	2	5
78	он не	1	5
79	и более	1	5
80	а затем	3	5
81	если бы	2	5
82	тем самым	7	5
83	для этого	1	5
84	по себе	2	5
85	тому что	1	5
86	мысли в	1	5
87	по своей	3	5
88	целом и	2	5
89	как мы	2	5
90	и т.д	1	5
91	можно сказать	2	5
92	так и	9	5
93	что для	1	5
94	слова и	1	5
95	и все	1	5
96	из этого	1	5
97	в своих	2	5
98	в котором	1	4
99	исследования в	1	4
100	в чем	1	4
101	с его	6	4
102	но не	4	4
103	как в	5	4
104	все остальные	1	4
105	и к	3	4
106	при этом	15	4
107	было бы	2	4
108	со всей	2	4
109	в своей	7	4
110	не столько	1	4
111	не в	10	4
112	о природе	2	4
113	этом отношении	5	4
114	к тому	6	4
115	для себя	2	4
116	по мере	1	4
117	во всей	2	4
118	в свете	1	4
119	для всех	1	4
120	в одном	4	4
121	как раз	2	4
122	с действительностью	1	4
123	а с	1	4
124	по существу	4	4
125	хотя бы	1	4
126	в свою	2	4
127	к этому	2	4
128	как на	3	4
129	отношения к	3	3
130	и то	1	3
131	самом деле	3	3
132	как известно	1	3
133	с таким	1	3
134	приходит к	1	3
135	полагает что	1	3
136	я не	2	3
137	мы и	2	3
138	в их	1	3
139	в общем	1	3
140	друг от	1	3
141	что они	1	3
142	в своем	1	3
143	все же	2	3
144	еще на	2	3
145	он в	2	3
146	как он	1	3
147	друг другу	1	3
148	и если	4	3
149	в первую	1	3
150	том чтобы	2	3
151	его не	1	3
152	на все	1	3
153	она не	1	3
154	тогда когда	1	3
155	и остается	1	3
156	в самых	1	3
157	во всем	1	3
158	в области	3	3
159	же самое	2	3
160	говоря словами	3	3
161	от друга	1	3
162	свою очередь	1	3
163	не могу	2	3
164	одного из	2	3
165	и который	1	3
166	между и	1	3
167	который в	1	3
168	связи с	2	3
169	уже в	1	3
170	то и	1	3
171	и других	1	3
172	обратиться к	1	3
173	вовсе не	1	3
174	на этот	1	3
175	в эгоцентрической	1	3
176	в природе	4	3
177	во всех	2	3
178	превращается в	1	3
179	а не	12	3
180	все более	2	3
181	ко всем	1	3
182	речь не	1	3
183	только для	3	3
184	если не	2	3
185	и от	1	3
186	сознания и	2	3
187	первую очередь	1	3
188	значение в	1	3
189	и наиболее	1	2
190	тех же	1	2
191	идет о	1	2
192	между двумя	1	2
193	и до	1	2
194	что эти	1	2
195	едва ли	3	2
196	той же	3	2
197	есть не	1	2
198	само слово	1	2
199	ответа на	1	2
200	в ее	5	2
201	со всеми	2	2
202	себе и	1	2
203	за пределы	1	2
204	к сожалению	1	2
205	и я	1	2
206	хотя и	4	2
207	когда он	2	2
208	сознания в	1	2
209	и наконец	3	2
210	в противоположность	2	2
211	в первом	2	2
212	за собой	1	2
213	бы и	3	2
214	другого как	1	2
215	в нашем	1	2
216	в общении	1	2
217	ключ к	1	2
218	свою собственную	1	2
219	не к	1	2
220	и вот	2	2
221	психологическое исследование	1	2
222	значительной степени	1	2
223	с другими	1	2
224	который по	1	2
225	в них	1	2
226	несмотря на	2	2
227	должно быть	4	2
228	был бы	1	2
229	на первый	1	2
230	в этих	1	2
231	и при	2	2
232	одном из	2	2
233	и эти	1	2
234	даже в	4	2
235	не имеет	1	2
236	говорить о	1	2
237	никогда не	4	2
238	слова как	1	2
239	же время	7	2
240	начиная с	1	2
241	на вопрос	1	2
242	в конце	2	2
243	данном случае	4	2
244	что у	2	2
245	с собой	1	2
246	на нее	1	2
247	не с	2	2
248	все прочие	1	2
249	в значительной	1	2
250	ко всей	1	2
251	вслед за	3	2
252	наконец в	3	2
253	в ту	2	2
254	если это	2	2
255	в жизнь	4	2
256	один из	2	2
257	в двух	1	2
258	выше и	2	2
259	нуждается в	1	2
260	с двумя	1	2
261	уже не	3	2
262	речь в	1	2
263	или даже	1	2
264	ту или	1	2
265	одно из	4	2
266	для него	2	2
267	и даже	2	2
268	на ее	1	2
269	а эти	1	2
270	чем он	1	2
271	те кто	3	2
272	связано с	1	2
273	в стороне	1	2
274	в слове	3	2
275	в частности	11	2
276	и потому	2	2
277	как это	3	2
278	о чем	3	2
279	в данном	4	2
280	целом ряде	1	2
281	в словах	3	2
282	там где	3	2
283	действительность в	1	2
284	точно и	1	2
285	о котором	1	2
286	которая в	1	2
287	а в	5	2
288	с ней	2	2
289	к его	1	2
290	жизни и	3	2
291	ее в	2	2
292	и т	1	1
293	одним из	4	1
294	например в	3	1
295	но кто	1	1
296	на самом	1	1
297	из трех	1	1
298	по которым	1	1
299	по его	1	1
300	мы уже	1	1
301	от своего	1	1
302	и новые	1	1
303	в свободном	1	1
304	совпадает с	1	1
305	принадлежит к	1	1
306	не вполне	2	1
307	жизни как	2	1
308	к началу	1	1
