1	в то же время	3	5
2	и не может быть	4	5
3	в том числе и	2	3
4	в большей или меньшей	1	2
5	нет и не может	2	2
6	но в то же	2	2
7	и в большинстве случаев	1	2
8	до сих пор не	1	2
9	не может до конца	1	1
10	мы не будем останавливаться	1	1
11	с другой стороны и	1	1
12	и он сам и	1	1
13	одну и ту же	1	1
14	с точки зрения этого	1	1
15	и тем же языком	1	1
16	слово в то же	1	1
17	провести отчетливую границу между	1	1
18	в той форме в	1	1
19	на самом же деле	2	1
20	и до настоящего времени	1	1
21	одним и тем же	1	1
22	друг за другом и	1	1
23	можно сказать что вся	1	1
