1	в том что	4	7
2	до тех пор	4	6
3	по крайней мере	6	5
4	в этом случае	7	5
5	само по себе	2	5
6	не может быть	3	5
7	до такой степени	1	5
8	о том что	14	5
9	и то что	7	4
10	тем не менее	12	4
11	и в этом	3	4
12	до сих пор	4	4
13	для того чтобы	2	4
14	то же самое	5	4
15	только тогда когда	3	4
16	можно сказать что	3	4
17	на то что	4	4
18	от того что	1	3
19	когда мы говорим	2	3
20	и т д	6	3
21	вместе с тем	1	3
22	во всяком случае	10	3
23	в языке и	4	3
24	не то что	1	3
25	внимание на то	1	3
26	в то же	4	3
27	слова то есть	2	3
28	на самом деле	2	3
29	не только не	2	3
30	в том случае	2	3
31	мы не можем	1	3
32	не есть только	4	3
33	можно было говорить	2	2
34	мы могли бы	1	2
35	только в том	4	2
36	то что в	1	2
37	бы не было	3	2
38	все более и	1	2
39	что иное как	3	2
40	хотя бы и	3	2
41	то что она	2	2
42	не что иное	3	2
43	но тем не	1	2
44	сами по себе	2	2
45	что в языке	1	2
46	один и тот	2	2
47	и тот же	2	2
48	если бы не	3	2
49	так или иначе	6	2
50	есть то что	2	2
51	потому что мы	1	2
52	а в том	1	2
53	то есть в	2	2
54	вопрос о том	2	2
55	в таком случае	10	2
56	более и более	1	2
57	в данном случае	5	2
58	что мы его	1	2
59	в этих случаях	1	2
60	подобно тому как	2	2
61	между тем как	1	2
62	только потому что	1	2
63	сказать несколько слов	1	2
64	то и другое	1	2
65	таким образом что	1	2
66	и тем более	1	1
67	на первый взгляд	1	1
68	что все это	1	1
69	и тем же	1	1
70	но мы и	1	1
71	но и в	3	1
72	нечто такое что	1	1
73	для нас в	1	1
74	и есть то	2	1
75	и не может	1	1
76	к тому и	1	1
77	будет сказать несколько	1	1
78	значение есть в	1	1
79	и находится в	1	1
80	слово может выражать	1	1
81	и в отношении	1	1
82	но и не	2	1
83	тот конечно не	1	1
84	относится и к	1	1
85	один из моментов	2	1
86	только указывает на	1	1
87	даже и в	3	1
88	в таких например	1	1
89	как один из	1	1
90	он может быть	1	1
91	и другое имеет	1	1
92	что речь идет	1	1
93	и значение слов	1	1
94	может быть и	2	1
95	друг от друга	2	1
96	в связи с	5	1
97	мы говорим в	1	1
98	той или другой	4	1
99	это последнее может	1	1
100	друг к другу	2	1
101	то оно не	1	1
102	тому и другому	1	1
103	если бы в	1	1
104	только о том	1	1
105	да и не	1	1
106	тот же предмет	1	1
107	тем самым мы	2	1
108	и во многих	1	1
109	вещь существует то	1	1
110	что же мы	1	1
111	тем самым и	1	1
112	и не только	1	1
113	тем более для	1	1
114	в свое время	1	1
115	и многие другие	2	1
116	этом заметим что	1	1
117	то что язык	1	1
118	ничего общего с	2	1
119	в этом отношении	1	1
120	последнее может быть	1	1
121	есть математическое уравнение	1	1
122	том случае если	1	1
123	сказать что все	2	1
124	одной и той	2	1
125	том числе и	2	1
126	в латинском языке	1	1
127	то есть не	3	1
128	а может быть	2	1
129	в данное время	2	1
130	можно говорить о	2	1
131	в живой речи	1	1
132	не менее в	1	1
133	не может считаться	1	1
134	точно так же	3	1
135	можем ли мы	1	1
136	есть не что	3	1
137	уже в силу	1	1
138	того что мы	1	1
139	это было бы	1	1
140	и той же	2	1
141	внимание на одну	1	1
142	с самого начала	2	1
143	о том как	1	1
144	и здесь мы	2	1
145	с одной стороны	5	1
146	о котором мы	1	1
147	представим себе что	2	1
148	она и есть	1	1
149	которого оно не	1	1
150	по тому что	1	1
151	том случае когда	1	1
152	что мы можем	1	1
153	в том числе	2	1
154	как же это	3	1
155	значения слова значение	1	1
156	мы в то	1	1
157	так что в	2	1
158	вовсе не то	1	1
159	мы не знаем	1	1
160	в себе в	2	1
161	иметь в виду	1	1
162	с другой стороны	5	1
163	но это их	1	1
164	что может быть	1	1
165	заключается в том	2	1
166	при этом заметим	1	1
167	сказать что представление	1	1
168	потому что не	1	1
169	не будет иметь	1	1
170	может быть только	2	1
171	то тем самым	1	1
172	видно что в	1	1
173	что мы должны	1	1
174	области гуманитарных наук	1	1
175	что в нем	1	1
176	того что он	1	1
177	в то время	1	1
178	только в этом	1	1
179	в настоящее время	16	1
180	не имеет никакого	2	1
181	к тому чтобы	1	1
182	здесь мы имеем	1	1
183	одним и тем	1	1
184	предмет и что	1	1
