N	2gram	Losev_Prob_3	DiskursI
1	в себе	8	19
2	при этом	4	17
3	в этом	17	16
4	как и	10	16
5	и в	44	16
6	в качестве	3	16
7	может быть	28	16
8	и не	35	15
9	а не	18	14
10	отличие от	3	12
11	то есть	34	12
12	в отличие	2	12
13	в частности	2	12
14	но в	12	11
15	но и	10	11
16	не только	14	10
17	том что	12	10
18	своего рода	1	10
19	так и	10	9
20	не может	7	9
21	такого рода	6	9
22	как в	5	8
23	в том	21	8
24	а также	4	8
25	но не	3	7
26	в данном	9	7
27	в нем	9	7
28	ни в	8	7
29	не менее	10	7
30	прежде всего	3	7
31	то же	13	6
32	еще не	5	6
33	данном случае	7	6
34	себя в	2	6
35	отнюдь не	10	6
36	все же	6	6
37	в своей	5	6
38	тем самым	5	6
39	в своих	1	6
40	и на	1	5
41	в своем	5	5
42	в то	9	5
43	с другой	7	5
44	что в	8	5
45	для него	3	5
46	то что	23	5
47	а с	2	5
48	ни к	3	5
49	героя в	2	5
50	и то	14	4
51	в этой	3	4
52	в основе	2	4
53	потому что	25	4
54	о том	6	4
55	в пределах	1	4
56	известного рода	1	4
57	с одной	2	4
58	в одном	1	4
59	одной стороны	1	4
60	как бы	9	4
61	ни для	2	4
62	не является	11	4
63	точки зрения	5	4
64	к этому	1	4
65	можно назвать	1	4
66	также и	16	3
67	например в	1	3
68	чего не	1	3
69	и ее	3	3
70	перед нами	8	3
71	и как	3	3
72	все эти	7	3
73	из этих	1	3
74	он не	8	3
75	в басне	11	3
76	и может	2	3
77	в другом	2	3
78	его в	3	3
79	это не	9	3
80	жизни но	2	3
81	одного и	1	3
82	в этих	2	3
83	в котором	2	3
84	не столько	2	3
85	для данного	1	3
86	не в	13	3
87	могут быть	2	3
88	той или	12	3
89	в его	9	3
90	только в	19	3
91	и его	5	3
92	уже не	7	3
93	из них	2	3
94	в них	1	3
95	или иной	8	3
96	здесь в	3	3
97	не было	5	3
98	как будто	3	3
99	в контексте	2	3
100	можно сказать	6	3
101	но это	8	3
102	и того	1	3
103	и все	3	3
104	жизни а	3	3
105	жизни и	6	3
106	как на	2	3
107	же как	3	2
108	того же	2	2
109	и это	9	2
110	идет о	1	2
111	той же	1	2
112	говорить о	3	2
113	в ней	5	2
114	к своему	1	2
115	мы имеем	2	2
116	не нужно	1	2
117	не требует	1	2
118	значении этого	1	2
119	уже как	3	2
120	тут же	4	2
121	первый взгляд	2	2
122	оказывается не	1	2
123	в футляре	1	2
124	в целом	6	2
125	рассказ о	1	2
126	должна быть	1	2
127	в первую	3	2
128	не к	1	2
129	у пушкина	6	2
130	подобно тому	1	2
131	что ни	1	2
132	является не	2	2
133	одно и	3	2
134	содержит в	3	2
135	же касается	4	2
136	и с	9	2
137	входит в	1	2
138	но уже	3	2
139	все это	5	2
140	на первый	4	2
141	этом случае	5	2
142	с точки	2	2
143	пока еще	2	2
144	речи в	1	2
145	некоторого рода	10	2
146	дело в	4	2
147	чем не	3	2
148	никогда не	6	2
149	того и	1	2
150	и другого	1	2
151	со своим	2	2
152	не столь	1	2
153	что на	1	2
154	указать на	1	2
155	с их	2	2
156	для себя	2	2
157	с ее	2	2
158	но при	1	2
159	здесь не	8	2
160	говорит об	1	2
161	по сути	1	2
162	не с	1	2
163	в результате	2	2
164	произведения как	1	2
165	там же	1	2
166	первую очередь	3	2
167	в языке	1	2
168	что и	9	2
169	к их	2	2
170	есть в	3	2
171	к своим	1	2
172	этом в	1	2
173	момент в	1	2
174	именно в	2	2
175	с той	5	2
176	далеко не	1	2
177	что будет	1	2
178	стремится к	1	2
179	не на	1	2
180	человеческой жизни	2	2
181	может иметь	3	2
182	вместе с	2	2
183	или по	4	2
184	о чем	2	2
185	в той	3	2
186	или иного	3	2
187	что же	8	2
188	а потом	1	2
189	и творит	1	2
190	и для	2	2
191	а к	2	2
192	а в	5	2
193	с ней	5	2
194	другой стороны	5	2
195	что он	9	2
196	значение не	1	2
197	и состоит	2	2
198	это в	2	2
199	как нечто	9	1
200	речь идет	1	1
201	одним из	1	1
202	художественного произведения	14	1
203	слова поскольку	1	1
204	самом деле	3	1
205	это и	7	1
206	изображения и	1	1
207	и есть	5	1
208	в первом	1	1
209	похожее на	1	1
210	но если	6	1
211	жизни здесь	1	1
212	и могут	2	1
213	есть не	5	1
214	и само	1	1
215	мы не	7	1
216	м шолохова	1	1
217	его под	1	1
218	вопрос о	1	1
219	нужно рассуждать	1	1
220	а для	1	1
221	греческое слово	1	1
222	но даже	4	1
223	в некотором	2	1
224	этого термина	2	1
225	нечто более	2	1
226	это стало	2	1
227	собой в	1	1
228	он сам	4	1
229	бы то	4	1
230	предполагать что	1	1
231	я на	1	1
232	в чем	4	1
233	истории в	1	1
234	во всех	2	1
235	там и	3	1
236	иван иваныч	1	1
237	в ее	4	1
238	чем это	1	1
239	точка зрения	1	1
240	не то	2	1
241	в сторону	1	1
242	ответ на	1	1
243	есть по	1	1
244	произведение не	1	1
245	не просто	23	1
246	друг от	2	1
247	друга и	2	1
248	за пределы	5	1
249	однако от	1	1
250	в истории	1	1
251	мере в	1	1
252	такова же	1	1
253	однако не	1	1
254	просто как	2	1
255	хотя и	5	1
256	это область	1	1
257	себе не	2	1
258	они сыграли	1	1
259	в этот	1	1
260	то в	3	1
261	в самом	3	1
262	только то	2	1
263	открывает перспективу	1	1
264	еще на	2	1
265	себе как	3	1
266	в которой	2	1
267	в нашем	5	1
268	бы не	1	1
269	поэтому и	2	1
270	значение так	1	1
271	говорят о	3	1
272	но на	1	1
273	к выводу	1	1
274	не имеют	4	1
275	но именно	2	1
276	и только	6	1
277	о которой	1	1
278	и именно	2	1
279	пушкина и	3	1
280	к одному	1	1
281	не как	1	1
282	нашего времени	1	1
283	одной и	1	1
284	его от	1	1
285	образа и	4	1
286	с этой	3	1
287	обнаруживает себя	1	1
288	именно это	1	1
289	таким образом	9	1
290	что является	2	1
291	то ни	6	1
292	мы его	1	1
293	то чтобы	1	1
294	различие между	1	1
295	об этом	3	1
296	лишь в	1	1
297	к художественной	1	1
298	того или	6	1
299	время и	2	1
300	сейчас и	1	1
301	главного героя	1	1
302	сам этот	1	1
303	своей основе	1	1
304	самым он	1	1
305	в жизни	1	1
306	модель художественного	2	1
307	несмотря на	1	1
308	или попросту	1	1
309	духовной жизни	1	1
310	со всей	1	1
311	которую он	1	1
312	как известного	1	1
313	в такой	1	1
314	древних греков	1	1
315	в которых	3	1
316	бы мы	2	1
317	которая может	1	1
318	к художественности	1	1
319	как другие	1	1
320	и той	1	1
321	втором случае	1	1
322	исследовать их	1	1
323	тем не	10	1
324	по крайней	5	1
325	и более	2	1
326	произведения в	2	1
327	не должно	1	1
328	необходимо чтобы	1	1
329	для нее	2	1
330	случае мы	1	1
331	же самого	1	1
332	вплоть до	1	1
333	но они	1	1
334	в таких	3	1
335	она не	3	1
336	из нас	1	1
337	с теми	2	1
338	как о	5	1
339	мысли в	1	1
340	дело не	2	1
341	на него	1	1
342	в процессе	2	1
343	близок к	1	1
344	которого он	1	1
345	всей их	1	1
346	мы все	1	1
347	и имеет	1	1
348	о них	1	1
349	та или	3	1
350	например не	2	1
351	и всегда	2	1
352	не имели	2	1
353	ничего не	3	1
354	благодаря тому	1	1
355	не вполне	1	1
356	нечто большее	1	1
357	или иная	3	1
358	к ней	1	1
359	и до	2	1
360	целое в	1	1
361	такая же	1	1
362	во всем	1	1
363	из той	1	1
364	однако это	2	1
365	выхожу один	1	1
366	или не	1	1
367	от их	1	1
368	ни о	3	1
369	только от	1	1
370	начиная с	1	1
371	не могут	1	1
372	но все	3	1
373	было у	1	1
374	отличается от	4	1
375	только еще	3	1
376	слова можно	1	1
377	к тому	3	1
378	но также	2	1
379	указывает на	7	1
380	не есть	35	1
