N	4gram	Vygotskiy__4	Psycholo
1	в то время как	1	5
2	с этой точки зрения	4	4
3	одной и той же	4	3
4	заключается в том чтобы	1	3
5	заключается в том что	13	3
6	в собственном смысле слова	1	2
7	что в настоящее время	1	1
8	того чтобы подойти к	1	1
9	с одной стороны и	2	1
10	на один и тот	3	1
11	одного и того же	5	1
12	в этом смысле думается	1	1
13	для того чтобы подойти	1	1
14	если принять во внимание	1	1
15	в том числе и	2	1
16	в такой же мере	1	1
17	совершенно ясно что с	1	1
18	в самом деле для	1	1
19	одни и те же	3	1
20	один и тот же	7	1
21	если мы обратимся к	4	1
22	одно и то же	6	1
23	и тот же предмет	5	1
24	когда он говорит что	1	1
25	не что иное как	1	1
26	в том что мы	1	1
27	само по себе не	1	1
28	так же и в	1	1
29	заключается только в том	1	1
30	в том случае если	1	1
31	станет совершенно ясно что	1	1
32	что с точки зрения	1	1
33	на вопрос о том	1	1
34	но вместе с тем	2	1
35	состоит в том что	3	1
36	к одному и тому	4	1
37	все больше и больше	1	1
38	одну и ту же	1	1
39	задача заключается в том	1	1
40	было бы сказать что	1	1
41	точно так же как	1	1
42	но для того чтобы	1	1
43	так же как и	4	1
44	во всяком случае они	1	1
45	одном и том же	1	1
46	одному и тому же	4	1
47	не заключает в себе	1	1
48	при этом не только	1	1
49	по тому же самому	1	1
50	тех или иных элементов	1	1
51	ни в какой степени	1	1
52	одним и тем же	3	1
53	приходит к выводу что	1	1
54	в том что на	1	1
