N	2gram	Trubetskoy_1	Myshleni
1	в том	17	42
2	том что	9	35
3	таким образом	11	25
4	в этом	17	24
5	точки зрения	11	24
6	в качестве	3	21
7	и в	14	20
8	что в	4	19
9	заключается в	1	18
10	в основе	1	17
11	то же	11	16
12	не только	9	15
13	то что	13	15
14	что они	3	14
15	как мы	1	13
16	в их	4	12
17	при этом	5	12
18	может быть	9	12
19	с другой	1	12
20	потому что	5	12
21	с точки	9	11
22	в его	4	11
23	так же	2	11
24	этого слова	1	11
25	мы должны	7	11
26	и то	4	10
27	в истории	1	10
28	в себе	9	10
29	того что	3	10
30	только в	5	10
31	если мы	1	10
32	так как	4	10
33	того же	1	9
34	и как	3	9
35	как и	4	9
36	между тем	5	9
37	что и	3	9
38	как это	1	9
39	но и	10	9
40	и тем	2	8
41	было бы	5	8
42	тогда когда	4	8
43	и что	2	8
44	вместе с	4	8
45	и не	19	8
46	в результате	2	8
47	самом деле	7	7
48	и тот	2	7
49	в своей	5	7
50	и более	2	7
51	тем самым	2	7
52	с другом	14	7
53	могут быть	1	7
54	же самое	1	7
55	того чтобы	8	7
56	в собственном	1	7
57	тем что	3	7
58	этом отношении	1	7
59	а не	2	7
60	смысле этого	1	7
61	как бы	4	7
62	друг с	14	7
63	же как	1	6
64	в самом	3	6
65	и на	5	6
66	тому же	1	6
67	те же	1	6
68	с тем	6	6
69	одного и	1	6
70	к одному	1	6
71	по своей	1	6
72	к тому	7	6
73	можно было	4	6
74	в силу	2	6
75	его в	4	6
76	что он	6	6
77	не может	22	6
78	речь идет	2	5
79	мы уже	2	5
80	между собой	5	5
81	с этим	2	5
82	все же	4	5
83	перед нами	1	5
84	целый ряд	2	5
85	и к	6	5
86	все эти	2	5
87	на то	5	5
88	это не	1	5
89	это положение	1	5
90	и того	1	5
91	только не	1	5
92	не является	1	5
93	никогда не	5	5
94	так и	1	5
95	если бы	6	5
96	о том	7	5
97	обе эти	1	5
98	мы можем	2	5
99	для того	6	5
100	в частности	2	5
101	что такое	2	5
102	тем же	1	4
103	в сущности	1	4
104	в своем	6	4
105	и те	2	4
106	состоит в	2	4
107	и с	7	4
108	с этой	1	4
109	на первый	1	4
110	и при	6	4
111	по сравнению	1	4
112	признание того	1	4
113	не в	4	4
114	тому что	2	4
115	что с	2	4
116	что оно	3	4
117	роль в	1	4
118	на том	3	4
119	и только	5	4
