N	2gram	Medvedev_V_1	Istorich
1	и в	2	24
2	в этом	1	12
3	том что	2	10
4	потому что	1	9
5	то же	1	8
6	так как	1	8
7	все это	1	8
8	в том	2	7
9	только в	1	6
10	в их	1	4
11	по существу	1	4
12	совершенно ясно	1	4
13	так в	1	4
14	и не	1	4
15	в конце	2	3
16	и его	1	3
17	по своим	1	3
18	но это	1	3
19	в самом	1	2
20	к этому	1	2
21	имеется в	1	2
22	все дело	1	2
23	тем более	1	2
24	этом и	1	2
25	самом деле	1	1
26	чего не	1	1
27	я не	1	1
28	один пример	1	1
29	в которых	1	1
30	ничуть не	1	1
31	же с	1	1
32	роли не	1	1
33	в другом	1	1
34	стоит на	1	1
35	далеко не	1	1
36	и то	1	1
37	здесь достаточно	1	1
38	дело в	1	1
39	сводится к	1	1
40	на заре	1	1
41	ясно что	1	1
42	другом месте	1	1
43	и только	1	1
44	именно в	1	1
45	а только	1	1
46	то чего	1	1
47	уже известно	1	1
48	под влиянием	1	1
49	в книге	3	1
50	хотя бы	1	1
51	не играет	1	1
52	в частности	1	1
