N	2gram	Medvedev_F_2	Psycholo
1	то что	6	32
2	и в	38	31
3	в том	11	30
4	и т	14	26
5	что в	7	23
6	может быть	23	22
7	таким образом	20	20
8	при помощи	2	20
9	при этом	9	19
10	ясно что	1	19
11	так как	4	18
12	художественного произведения	6	17
13	не может	14	17
14	как и	9	16
15	том что	2	16
16	т п	9	16
17	и не	20	16
18	точки зрения	8	15
19	только в	6	14
20	не только	9	13
21	что и	8	13
22	а не	6	13
23	мы не	3	12
24	если мы	5	12
25	так же	1	12
26	в этом	27	12
27	в самом	16	11
28	не в	15	11
29	что искусство	2	11
30	в области	3	11
31	могут быть	6	11
32	в сущности	4	10
33	на то	1	10
34	того что	3	10
35	художественное произведение	2	10
36	потому что	2	10
37	самом деле	8	9
38	по себе	7	9
39	искусство как	3	9
40	ни в	2	9
41	как в	4	9
42	показать что	1	8
43	т д	5	8
44	произведение искусства	2	8
45	никогда не	2	8
46	вместе с	6	8
47	все это	3	8
48	во всяком	5	8
49	только тогда	1	7
50	том чтобы	1	7
51	сказать что	2	7
52	того чтобы	3	7
53	и его	21	7
54	о том	1	7
55	что он	5	7
56	что это	3	6
57	зависимости от	3	6
58	внутренняя форма	1	6
59	очевидно что	2	6
60	отнюдь не	8	6
61	целый ряд	1	6
62	из этих	3	6
63	для того	3	6
64	было бы	6	6
65	если бы	5	6
66	в его	10	6
67	всяком случае	5	6
68	вовсе не	11	6
69	и даже	4	6
70	одной стороны	1	6
71	до конца	2	6
72	а в	6	6
73	и есть	1	5
74	в зависимости	3	5
75	то же	6	5
76	в ее	2	5
77	с одной	1	5
78	в целом	3	5
79	по самому	1	5
80	и совершенно	2	5
81	несмотря на	1	5
82	она не	2	5
83	в то	5	5
84	в процессе	9	5
85	как будто	1	5
86	не является	3	5
87	для нас	1	5
88	с другой	3	5
89	в какой	3	5
90	так что	1	5
91	был бы	1	5
92	совершенно не	4	5
93	эта теория	1	5
94	как бы	4	5
95	все же	8	5
96	и для	5	5
97	формы и	2	5
98	и все	3	5
99	другой стороны	4	5
100	же как	3	4
101	в котором	2	4
102	мы имеем	1	4
103	в которой	2	4
104	совпадает с	2	4
105	в виду	2	4
106	столь же	2	4
107	точка зрения	1	4
108	отличие от	2	4
109	в себе	1	4
110	по существу	7	4
111	тому что	2	4
112	только из	1	4
113	у нас	1	4
114	к тому	4	4
115	те же	1	4
116	со стороны	2	4
117	прежде всего	15	4
118	между тем	2	4
119	искусства с	1	4
120	все время	6	4
121	один из	2	4
122	мы увидим	1	4
123	для всех	1	4
124	там где	4	4
125	и так	1	4
126	как это	2	4
127	этого слова	1	4
128	и о	2	4
129	в результате	6	4
130	чтобы понять	1	4
131	в этих	2	4
132	в искусстве	2	4
133	и другие	2	4
134	в своих	1	4
135	к этому	4	4
136	художественном произведении	1	3
137	например в	3	3
138	это и	5	3
139	на деле	1	3
140	тем же	3	3
141	должна быть	5	3
142	собственном смысле	1	3
143	той же	1	3
144	самое же	1	3
145	вопрос о	1	3
146	себе а	2	3
147	именно эти	1	3
148	совсем не	2	3
149	но не	2	3
150	с этим	5	3
151	в художественном	2	3
152	в своем	1	3
153	хотя и	3	3
154	и к	4	3
155	но в	4	3
156	в произведении	1	3
157	та же	2	3
158	уже в	2	3
159	в этой	6	3
160	им в	1	3
161	состоит в	2	3
162	и по	2	3
163	тому чтобы	2	3
164	в каждом	1	3
165	не будет	2	3
166	разница между	2	3
167	с тем	11	3
168	в слове	5	3
169	мы знаем	3	3
170	в своей	7	3
171	представление о	2	3
172	в отличие	2	3
173	задачи и	3	3
174	случае в	1	3
175	что эта	2	3
176	художественным произведением	1	3
177	во всем	1	3
178	что на	2	3
179	не могут	7	3
180	и другой	1	3
181	чтобы показать	3	3
182	что оно	4	3
183	не есть	3	3
184	и это	2	3
185	только при	1	3
186	в собственном	1	3
187	нет никакой	1	3
188	роль в	3	3
189	так и	8	3
190	каждого из	1	3
191	исследования и	1	3
192	он не	6	3
193	не можем	1	3
194	только на	3	3
195	и других	2	3
196	мышления и	1	3
197	слова в	3	3
198	в конце	2	3
199	и только	5	3
200	точек зрения	1	3
201	до сих	1	3
202	не было	6	3
203	какой мере	2	3
204	совершенно очевидно	1	3
205	под влиянием	1	3
206	в одной	2	3
207	из его	1	3
208	сих пор	1	3
209	но это	2	3
210	должны быть	1	3
211	конце концов	2	3
212	это все	1	3
213	от всех	2	3
214	т е	26	3
215	жизни и	3	3
216	как на	1	3
217	в таком	2	3
218	то на	1	2
219	таком случае	1	2
220	того же	1	2
221	и то	2	2
222	и без	1	2
223	на самом	3	2
224	идет о	2	2
225	оно было	1	2
226	поэзии и	1	2
227	есть не	1	2
228	как мы	7	2
229	на место	1	2
230	этом не	1	2
231	на эти	1	2
232	творчества с	1	2
233	но даже	1	2
234	в чем	2	2
235	только то	1	2
236	но как	2	2
237	а только	2	2
238	не то	3	2
239	отношение к	2	2
240	художественная форма	1	2
241	или иное	1	2
242	что они	4	2
243	сама по	1	2
244	стал бы	2	2
245	на искусство	1	2
246	если она	1	2
247	независимо от	4	2
248	как к	3	2
249	предмета с	1	2
250	более или	1	2
251	увидим что	1	2
252	как таковое	4	2
253	то я	1	2
254	и тот	1	2
255	как он	1	2
256	в нем	13	2
257	главным образом	3	2
258	понятий и	3	2
259	из виду	1	2
260	же самая	1	2
261	поскольку она	1	2
262	как они	4	2
263	произведения с	1	2
264	и с	9	2
265	не дает	1	2
266	его в	3	2
267	но совершенно	2	2
268	на почве	9	2
269	этом смысле	2	2
270	и тем	2	2
271	произведение как	2	2
272	в них	1	2
273	тенденция к	1	2
274	далеко не	1	2
275	то чтобы	1	2
276	нигде не	2	2
277	такой же	3	2
278	или менее	1	2
279	к чему-то	1	2
280	именно и	1	2
281	в такой	2	2
282	с точки	7	2
283	и понятия	1	2
284	каждое из	1	2
285	тем не	1	2
286	их в	2	2
