N	4gram	Vygotskiy__3	Psycholo
1	в то время как	4	5
2	с этой точки зрения	2	4
3	указывает на то что	1	3
4	одной и той же	2	3
5	заключается в том чтобы	1	3
6	заключается в том что	6	3
7	во всяком случае в	1	2
8	в собственном смысле слова	2	2
9	в силу того что	2	2
10	в том что она	1	2
11	того чтобы подойти к	1	1
12	совершенно так же как	1	1
13	одного и того же	4	1
14	для того чтобы подойти	1	1
15	если принять во внимание	1	1
16	отношении друг к другу	1	1
17	в том числе и	1	1
18	же как и в	1	1
19	то мы увидим что	1	1
20	в этой области как	1	1
21	не что иное как	1	1
22	свидетельствовать о том что	1	1
23	в том чтобы понять	1	1
24	если мы скажем что	1	1
25	заключается только в том	1	1
26	состоит в том что	3	1
27	к одному и тому	1	1
28	так же как и	4	1
29	одном и том же	1	1
30	одному и тому же	1	1
31	ни в какой степени	1	1
32	одним и тем же	1	1
