N	2gram	Berdyaev_V_1	Dialekti
1	не есть	6	40
2	и не	20	30
3	и т	2	21
4	т д	2	19
5	и в	16	18
6	ничего не	1	17
7	может быть	1	17
8	и есть	4	16
9	в нем	4	16
10	ни в	3	15
11	не имеет	3	15
12	потому что	4	14
13	а не	7	14
14	не только	2	13
15	то что	9	13
16	что в	3	13
17	в этом	4	12
18	и что	3	12
19	что это	1	11
20	что он	4	11
21	так как	9	11
22	как бы	5	11
23	это значит	1	11
24	все это	5	11
25	то же	1	10
26	наука не	1	10
27	прежде всего	2	10
28	и то	2	9
29	так и	4	9
30	это не	2	9
31	том что	2	9
32	никогда не	3	9
33	в том	3	9
34	но это	3	8
35	к нему	1	8
36	что не	4	7
37	как она	1	7
38	не существует	1	7
39	вовсе не	1	7
40	не просто	1	7
41	но и	5	7
42	его не	2	6
43	хотя бы	3	6
44	в чем	3	6
45	но в	3	6
46	с другой	1	6
47	и вот	1	6
48	не в	3	6
49	она не	1	6
50	думают что	1	6
51	с ним	2	6
52	не было	3	6
53	да и	2	6
54	говорить о	4	5
55	я не	1	5
56	отношение к	1	5
57	в своем	1	5
58	все же	1	5
59	в противоположность	1	5
60	и с	1	5
61	что оно	1	5
62	и мы	3	5
63	а потом	1	5
64	в этих	3	5
65	в виду	1	5
66	можно было	2	5
67	не с	2	5
68	говорит о	1	5
69	есть и	1	5
70	а в	2	5
71	то это	3	4
72	образ и	1	4
73	тут не	1	4
74	а есть	2	4
75	по крайней	1	4
76	это мы	2	4
77	к тому	3	4
78	как мы	1	4
79	быть может	1	4
80	и вообще	1	4
81	от него	2	4
82	крайней мере	1	4
83	мы видим	1	4
84	но не	2	4
85	в котором	4	4
86	в конце	3	4
87	как это	1	4
88	хотя и	5	4
89	так же	1	4
90	может и	1	4
91	другой стороны	1	4
92	во всяком	2	4
93	нем нет	2	3
94	должна быть	3	3
95	есть не	1	3
96	и тут	1	3
97	но она	1	3
98	в ней	4	3
99	к богу	8	3
100	если в	1	3
101	все равно	2	3
102	что они	7	3
103	говорит что	1	3
104	конечно не	2	3
105	от этого	3	3
106	в самом	1	3
107	от бога	8	3
108	но все	1	3
109	в них	3	3
110	должно быть	3	3
111	в их	1	3
112	что я	3	3
113	тому что	3	3
114	в разных	1	3
115	в сознании	1	3
116	уже и	1	3
117	могут быть	2	3
118	и всех	1	3
119	его с	1	3
120	что и	3	3
121	один из	2	3
122	но с	1	3
123	только в	2	3
124	и внешнее	1	3
125	но что	1	3
126	еще и	1	3
127	ничем не	1	3
128	и потому	7	3
129	нет еще	2	3
130	в его	4	3
131	и все	4	3
132	у них	1	3
133	бы в	1	3
134	конце концов	1	3
135	но вот	1	3
136	религии и	1	3
137	жизни и	3	3
138	он всегда	1	2
139	от всякой	1	2
140	что уже	1	2
141	вопрос о	1	2
142	мы и	2	2
143	но как	1	2
144	себе и	1	2
145	бы и	3	2
146	не был	1	2
147	все эти	3	2
148	тоже не	1	2
149	опять-таки не	1	2
150	в виде	1	2
151	на земле	7	2
152	на этом	1	2
153	в мире	5	2
154	эпоха не	1	2
155	с этой	1	2
156	как и	4	2
157	для чего	1	2
158	между собою	1	2
159	и тогда	2	2
160	в своей	3	2
161	во всем	1	2
162	в которых	1	2
163	для всякого	1	2
164	и от	1	2
165	раз и	1	2
166	как можно	1	2
167	и другое	1	2
168	может разрушить	1	2
169	к ним	1	2
170	что их	2	2
171	истинного и	1	2
172	бы все	1	2
173	и эта	1	2
174	и это	2	2
175	как не	3	2
176	по сравнению	1	2
177	но к	1	2
178	для того	1	2
179	вслед за	2	2
180	того что	5	2
181	д и	1	2
182	и быть	1	2
183	с ними	1	2
184	мы увидим	1	2
185	и так	1	2
186	образа в	1	2
187	же и	1	2
188	уже не	2	2
189	то и	1	2
190	для него	2	2
191	ее на	1	2
192	что человек	1	2
193	тот кто	2	2
194	а с	2	2
195	есть метафизическое	1	2
196	о чем	1	2
197	стороны в	1	2
198	как в	1	2
199	сравнению с	1	2
200	еще не	8	2
201	и для	3	2
202	лишь как	1	2
203	и стало	1	2
204	я в	1	2
205	о своем	1	2
206	к этому	1	2
207	а между	2	1
208	лишь из	2	1
209	речь идет	1	1
210	ним или	1	1
211	и позитивизм	1	1
212	и до	1	1
213	небытия и	2	1
214	и могут	1	1
215	а существует	1	1
216	говорим мы	1	1
217	мы не	2	1
218	от любви	1	1
219	почему мы	1	1
220	на себя	5	1
221	же что	1	1
222	кто же	1	1
223	думаю что	1	1
224	пусть не	1	1
225	во всех	3	1
226	в ее	1	1
227	мы будем	1	1
228	нет и	2	1
229	и чем	1	1
230	себя за	1	1
231	его на	1	1
232	что нет	1	1
233	могли бы	1	1
234	на нас	2	1
235	его к	2	1
236	позитивизма и	1	1
237	и свою	1	1
238	и говорит	1	1
239	к чему	3	1
240	ней и	1	1
241	в которой	1	1
242	это тот	1	1
243	и если	1	1
244	его если	1	1
245	раз навсегда	2	1
246	они только	1	1
247	в понимании	1	1
248	не к	2	1
249	существует и	1	1
250	и вечно	2	1
251	и по	1	1
252	людей и	2	1
253	не будет	2	1
254	что все	4	1
255	в состоянии	1	1
256	это случилось	1	1
257	удовлетворение и	1	1
258	ними как	1	1
259	по смыслу	1	1
260	то есть	1	1
261	теми которые	1	1
262	им что	2	1
263	ли он	1	1
264	весь мир	1	1
265	и тем	1	1
266	в жизни	3	1
267	люди не	2	1
268	она и	1	1
269	в этой	1	1
270	эта попытка	1	1
271	не всегда	1	1
272	очень важное	1	1
273	жизни но	1	1
274	с такой	1	1
275	отвращение к	3	1
276	веры а	1	1
277	но я	1	1
278	еще недостаточно	1	1
279	добра и	4	1
280	и они	3	1
281	что сделал	1	1
282	эта не	1	1
283	мир и	2	1
284	над ними	2	1
285	абсолютная истина	1	1
286	не могли	2	1
287	так хорошо	1	1
288	и очень	1	1
289	будут считать	2	1
290	можно ли	1	1
291	равно не	1	1
292	есть прежде	1	1
293	в абсолютном	3	1
294	того как	1	1
295	и именно	1	1
296	его есть	1	1
297	того чтобы	2	1
298	в день	1	1
299	хочешь идти	1	1
300	бога как	2	1
301	жизни не	1	1
302	под этим	2	1
303	что тот	1	1
304	природы в	1	1
