N	3gram	Tiupa_Lite_1	Psycholo
1	в том что	11	12
2	о том что	2	10
3	в самом деле	1	7
4	на то что	1	6
5	на самом деле	1	5
6	с самого начала	1	5
7	с точки зрения	2	4
8	можно было бы	1	4
9	мы никогда не	1	3
10	том что он	1	3
11	к тому чтобы	1	3
12	и в этом	1	3
13	несет в себе	2	3
14	во всяком случае	2	3
15	до сих пор	1	3
16	с одной стороны	2	3
17	все тот же	1	2
18	тех пор пока	1	2
19	но может быть	1	2
20	и в частности	1	2
21	в это время	1	2
22	мы узнаем о	1	2
23	с другой стороны	1	2
24	именно в том	1	2
25	может быть это	3	2
26	до тех пор	1	2
27	к тому же	1	2
28	том что при	1	1
29	и казалось бы	1	1
30	в виду не	2	1
31	какой бы то	1	1
32	а не в	1	1
33	по отношению к	2	1
34	и как раз	1	1
35	подобно тому как	2	1
36	в своем составе	2	1
37	знает что он	1	1
38	никогда не можем	1	1
39	бы то ни	1	1
40	только то что	1	1
41	из того что	2	1
42	то же время	5	1
43	все той же	1	1
44	том что его	2	1
45	с этой точки	3	1
46	на эту тему	1	1
47	то ни было	1	1
48	на первый взгляд	1	1
49	а также и	1	1
50	а с другой	1	1
51	в свою очередь	1	1
52	дело в том	2	1
53	но только в	1	1
54	а не только	1	1
55	в целом ряде	1	1
56	тем что в	1	1
57	бы не было	1	1
58	не в одном	1	1
59	при этом как	3	1
60	не может быть	1	1
61	имел в виду	1	1
62	другой стороны он	1	1
63	ничего общего с	1	1
64	этой точки зрения	3	1
65	не только в	4	1
66	в конечном счете	4	1
67	в евгении онегине	1	1
68	в то же	5	1
69	в каком отношении	1	1
70	быть не может	1	1
71	том или ином	1	1
72	том что для	1	1
73	так или иначе	8	1
74	может быть он	1	1
75	на одном из	1	1
