N	4gram	Vinokur_St_2	Myshleni
1	заключается в том что	1	13
2	одно и то же	1	6
3	одному и тому же	1	4
4	одни и те же	1	3
5	одним и тем же	1	3
6	но вместе с тем	1	2
7	и что он не	1	1
8	внимание на то что	1	1
9	точно так же как	1	1
10	сомневаться в том что	2	1
11	свидетельствуют о том что	1	1
12	как мы видели выше	1	1
13	бы то ни было	2	1
14	в том что он	2	1
15	в том смысле что	1	1
16	на то что в	1	1
17	если принять во внимание	2	1
18	принять во внимание что	1	1
19	не говоря уже о	1	1
20	в том что в	2	1
