N	3gram	Vygotskiy__7	StatiiOP
1	в том что	13	11
2	не может быть	4	5
3	в этом смысле	1	4
4	с точки зрения	21	4
5	в этом отношении	3	4
6	то время как	2	4
7	во всяком случае	1	4
8	с другой стороны	1	4
9	о том что	4	4
10	в то время	2	4
11	состоит в том	3	3
12	прежде всего в	2	3
13	в конце концов	1	3
14	не только в	1	3
15	на то что	4	3
16	в то же	1	3
17	потому что он	2	2
18	до сих пор	3	2
19	что если бы	1	2
20	и в этих	1	2
21	в этой области	1	2
22	тем что он	1	2
23	с одной стороны	5	2
24	должна была бы	1	2
25	и в этом	1	2
26	во всех этих	1	2
27	нельзя сказать что	1	2
28	из которых складывается	1	2
29	заключается в том	4	2
30	с самого начала	7	2
31	по этому поводу	3	2
32	но все же	1	2
33	только тогда когда	1	2
34	к тому что	6	2
35	тем не менее	3	2
36	можно сказать что	3	1
37	и в конце	2	1
38	особенность заключается в	1	1
39	на основе внутренней	1	1
40	из этих двух	1	1
41	потому что в	1	1
42	знак равенства между	1	1
43	и той же	2	1
44	но то что	2	1
45	на самом деле	2	1
46	в самом деле	4	1
47	каждой из них	1	1
48	с которым мы	1	1
49	в одной из	1	1
50	в одной и	1	1
51	то же самое	5	1
52	и тогда он	1	1
53	для себя и	2	1
54	том что он	2	1
55	сам по себе	1	1
56	вместе с тем	4	1
57	и во всяком	1	1
58	на вопрос о	1	1
59	не может жить	1	1
60	объясняется и то	1	1
61	в собственном смысле	3	1
62	и в речи	2	1
63	находит свое выражение	3	1
64	можно было бы	1	1
65	ни в какой	2	1
66	отличается тем что	1	1
67	в лучшем случае	2	1
68	с этой точки	4	1
69	как раз в	2	1
70	в самом начале	3	1
71	того что он	1	1
72	в том же	1	1
73	несет на себе	1	1
74	в известном смысле	2	1
75	он говорит что	1	1
76	приводит к тому	2	1
77	в такой же	3	1
78	все что мы	3	1
79	в этом направлении	1	1
80	в этом и	2	1
81	на этом пути	1	1
82	сомнения в том	1	1
83	ни у одного	1	1
84	что несмотря на	1	1
85	этой точки зрения	4	1
86	собственном смысле этого	3	1
87	может быть не	1	1
88	таким образом в	2	1
89	в свою очередь	2	1
90	смотреть как на	1	1
91	так как в	1	1
92	что у него	1	1
93	не только не	9	1
94	той или иной	1	1
95	одной и той	2	1
96	для того чтобы	18	1
97	благодаря тому что	2	1
98	как мы видели	3	1
99	должно было бы	1	1
