N	3gram	Propp_Isto_7	Problemy
1	и т п	1	9
2	с точки зрения	1	8
3	в большинстве случаев	1	8
4	до сих пор	2	7
5	по отношению к	1	5
6	сама по себе	1	4
7	не может быть	3	4
8	в самом деле	1	4
9	и т д	16	4
10	более или менее	1	3
11	можно было бы	1	3
12	как мы увидим	1	3
13	с другой стороны	8	3
14	никак не может	1	3
15	как и в	2	3
16	хотя и не	1	2
17	нам кажется что	1	2
18	друг на друга	1	2
19	и та же	1	2
20	на этот вопрос	2	2
21	как если бы	1	2
22	то время как	2	2
23	одна и та	1	2
24	тем не менее	4	2
25	в то время	2	2
26	другой стороны и	2	2
27	но все же	2	2
28	в этих случаях	10	2
29	о том как	1	1
30	эти две стороны	1	1
31	герой ничего не	1	1
32	не знает что	1	1
33	важна не только	1	1
34	мере того как	1	1
35	здесь перед нами	1	1
36	мы увидим в	1	1
37	для наших целей	1	1
38	по мере того	1	1
39	он не только	1	1
40	то же самое	1	1
41	так что он	1	1
42	же как и	1	1
43	но для наших	1	1
44	в различных формах	1	1
45	и в других	2	1
46	что он не	1	1
47	бы то ни	1	1
48	но и в	2	1
49	т д но	1	1
50	правильнее будет сказать	1	1
51	героя и из	1	1
52	увидим дальше что	1	1
53	почти никогда не	1	1
54	вы говорите что	1	1
55	и не в	1	1
56	у него нет	1	1
57	этого он не	1	1
58	кроме того здесь	1	1
59	мы увидим дальше	1	1
60	не согласиться с	1	1
61	не меняет дела	1	1
62	т е в	2	1
63	не говорит о	1	1
64	не в его	1	1
65	то ни было	1	1
66	с одной стороны	4	1
67	вовсе не входит	1	1
68	в связи с	1	1
69	не входит в	1	1
70	т е если	1	1
71	дело конечно не	1	1
72	все же не	1	1
73	то что он	1	1
74	этому как будто	1	1
75	о том что	5	1
76	но тем не	2	1
77	так и в	2	1
78	но и на	1	1
79	этой точки зрения	3	1
80	приведем еще один	1	1
81	еще один пример	1	1
82	никогда не говорит	1	1
83	на которой он	1	1
84	сюда же относится	1	1
85	после того как	2	1
86	как мы уже	1	1
87	таким образом и	1	1
88	конечно не в	1	1
89	и что он	1	1
90	в том что	4	1
91	все это не	1	1
92	мы увидим что	2	1
93	и в каждом	1	1
