N	2gram	Trubetskoy_1	Myslijsy
1	то есть	1	34
2	потому что	5	33
3	то что	13	29
4	может быть	9	26
5	таким образом	11	24
6	в этом	17	23
7	в том	17	23
8	и в	14	23
9	и проч	1	18
10	и не	19	18
11	что в	4	17
12	при этом	5	15
13	только в	5	15
14	то же	11	14
15	в себе	9	14
16	как и	4	14
17	того что	3	14
18	так как	4	14
19	для нас	2	14
20	если бы	6	13
21	не было	3	12
22	а не	2	12
23	том что	9	12
24	не в	4	11
25	по себе	2	11
26	но и	10	11
27	не может	22	11
28	по отношению	2	10
29	не только	9	10
30	мы можем	2	10
31	тем что	3	10
32	и потому	3	10
33	между тем	5	9
34	не есть	3	9
35	мы не	1	8
36	то это	3	8
37	в своем	6	8
38	но в	2	8
39	заключает в	1	8
40	было бы	5	8
41	стало быть	1	8
42	тогда когда	4	8
43	о том	7	8
44	отношению к	1	8
45	и т	3	7
46	очевидно что	1	7
47	с этим	2	7
48	что это	3	7
49	на то	5	7
50	в нем	5	7
51	в силу	2	7
52	что такое	2	7
53	это не	1	7
54	и что	2	7
55	что и	3	7
56	вовсе не	1	7
57	с тем	6	7
58	могут быть	1	7
59	этого слова	1	7
60	и к	6	6
61	в которой	1	6
62	мысль о	1	6
63	так и	1	6
64	что не	1	6
65	для того	6	6
66	вместе с	4	6
67	и то	4	5
68	до такой	1	5
69	говорить о	3	5
70	как бы	4	5
71	и мы	1	5
72	должно быть	3	5
73	по крайней	1	5
74	не менее	1	5
75	с ним	2	5
76	образом в	1	5
77	есть только	1	5
78	к нему	2	5
79	крайней мере	1	5
80	так что	2	5
81	не можем	2	5
82	только тогда	1	5
83	в его	4	5
84	для него	6	5
85	что же	4	5
86	этом случае	3	5
87	все это	6	5
88	тем более	1	5
89	а в	5	5
90	таким же	3	5
91	во всяком	9	5
92	а между	5	4
93	есть не	1	4
94	и о	2	4
95	в истории	1	4
96	всех остальных	1	4
97	для человека	1	4
98	что все	3	4
99	и с	7	4
100	его в	4	4
101	с другими	1	4
102	и тем	2	4
103	точки зрения	11	4
104	в котором	2	4
105	сих пор	5	4
106	тем не	1	4
107	и более	2	4
108	в то	10	4
109	того чтобы	8	4
110	в сознании	3	4
111	же самое	1	4
112	если же	2	4
113	быть может	1	4
114	можно сказать	1	4
115	что он	6	4
116	хотя бы	5	4
117	то и	1	4
118	тогда как	2	4
119	от того	4	4
120	только на	2	4
121	до сих	5	4
122	как же	1	4
123	на основании	2	4
124	так же	2	4
125	в данном	7	4
126	да и	3	4
127	и все	1	4
128	есть то	1	4
129	тем самым	2	4
130	в таком	2	4
131	самом деле	7	3
132	на самом	6	3
133	и есть	2	3
134	что эти	1	3
135	мы уже	2	3
136	которое в	1	3
137	еще не	3	3
138	и на	5	3
139	или от	2	3
140	для создания	1	3
141	по которому	1	3
142	в самом	3	3
143	формы в	1	3
144	все эти	2	3
145	бы не	1	3
146	и тот	2	3
147	и если	7	3
148	на его	1	3
149	к одному	1	3
150	языком и	1	3
151	и по	3	3
152	не будет	7	3
153	том случае	4	3
154	лишь в	3	3
155	все равно	1	3
156	не всегда	1	3
157	с точки	9	3
158	но это	2	3
159	в которых	1	3
160	их в	2	3
161	возможно только	1	3
162	ее не	1	3
163	на себе	1	3
164	только не	1	3
165	никогда не	5	3
166	в разных	1	3
167	же время	10	3
168	связи с	3	3
169	только от	1	3
170	должны быть	1	3
171	к тому	7	3
172	быть назван	1	3
173	языка и	1	3
174	что у	1	3
175	те же	1	3
176	ту же	1	3
177	мы в	1	3
178	из одного	1	3
179	и только	5	3
180	с ними	1	3
181	этот вопрос	2	3
182	то в	3	3
183	с нею	3	3
184	уже не	2	3
185	и других	1	3
186	и их	1	3
187	всяком случае	6	3
188	даже и	2	3
189	со стороны	4	3
190	именно в	3	3
191	что хотя	1	3
192	душевной жизни	1	3
193	лишь тогда	1	3
194	ко всем	3	3
195	это есть	2	3
196	и таким	1	3
197	между прочим	1	3
198	известной степени	1	3
199	в этих	2	3
200	и состоит	2	3
201	и вместе	2	3
202	на деле	1	2
203	можно лишь	1	2
204	как мы	1	2
205	наша мысль	1	2
206	имеет свою	1	2
207	оно есть	1	2
208	но даже	2	2
209	в ней	2	2
210	проявляется в	2	2
211	и говорить	1	2
212	иное как	1	2
213	и многие	1	2
214	столь же	1	2
