N	2gram	Trubetskoy_1	Psycholo
1	и в	26	38
2	то что	7	35
3	в том	11	25
4	в самом	4	25
5	самом деле	1	21
6	что в	9	20
7	может быть	10	19
8	и что	4	18
9	на то	2	16
10	что она	1	16
11	точки зрения	13	16
12	в ней	1	15
13	то есть	4	15
14	том что	7	14
15	если бы	3	14
16	как бы	12	14
17	потому что	7	14
18	в этом	15	13
19	в этой	4	13
20	совершенно ясно	1	13
21	не только	10	12
22	таким образом	22	12
23	было бы	1	12
24	не в	2	12
25	мы видим	1	12
26	что он	4	11
27	то же	4	10
28	в сущности	1	10
29	что это	3	10
30	и не	8	10
31	же самое	2	10
32	и все	2	10
33	о которых	1	9
34	с точки	6	9
35	того чтобы	5	9
36	с этим	1	8
37	все же	6	8
38	и как	3	8
39	с тем	18	8
40	как и	1	8
41	в одном	3	8
42	видим что	1	8
43	и это	2	8
44	так что	3	8
45	как раз	1	8
46	для того	5	8
47	из этого	2	8
48	мы уже	1	7
49	с другой	8	7
50	заключается в	1	7
51	мы можем	2	7
52	не может	4	7
53	в ее	1	7
54	между тем	2	7
55	а не	5	7
56	а в	4	7
57	и на	2	6
58	в которых	4	6
59	к чему	1	6
60	и если	3	6
61	он не	4	6
62	мы видели	2	6
63	в котором	4	6
64	не имеет	5	6
65	самого начала	2	6
66	и его	1	6
67	к тому	6	6
68	указывает на	1	6
69	с самого	3	6
70	ясно что	3	6
71	и здесь	2	6
72	о том	6	6
73	один из	2	6
74	с одной	7	6
75	из них	7	6
76	так как	9	6
77	до сих	5	6
78	там где	1	6
79	мы не	1	5
80	в своем	3	5
81	могли бы	1	5
82	в которой	3	5
83	так сказать	1	5
84	на этом	1	5
85	к которым	2	5
86	несмотря на	6	5
87	в своей	1	5
88	казалось бы	1	5
89	в его	5	5
90	но и	9	5
91	одной стороны	7	5
92	вместе с	15	5
93	в той	1	5
94	сих пор	5	5
95	о котором	2	5
96	другой стороны	1	5
97	совершенно не	1	5
98	что эти	3	4
99	время как	1	4
100	два совершенно	1	4
101	во всех	2	4
102	что они	1	4
103	идет о	1	4
104	как в	1	4
105	когда он	3	4
106	все эти	6	4
107	в себе	6	4
108	если он	1	4
109	в нем	4	4
110	при этом	3	4
111	она была	1	4
112	но если	2	4
113	не могли	1	4
114	что с	1	4
115	из него	2	4
116	никогда не	5	4
117	больше чем	2	4
118	в самой	2	4
119	и совершенно	1	4
120	в виду	2	4
121	что и	6	4
122	у всех	2	4
123	только в	4	4
124	конечно не	2	4
125	не можем	1	4
126	при помощи	1	4
127	у него	1	4
128	и даже	3	4
129	из которых	4	4
130	по своему	2	4
131	в течение	4	4
132	того что	3	4
133	и для	5	4
134	речь идет	1	4
135	в свою	2	4
136	сказать что	2	4
137	в своих	1	4
138	того же	6	3
139	и этот	1	3
140	из всех	3	3
141	и заставляет	2	3
142	совсем не	1	3
143	на словах	1	3
144	и к	5	3
145	но в	7	3
146	та же	1	3
147	из этих	10	3
148	больше не	2	3
149	не к	2	3
