N	2gram	Propp_Isto_2	Analitik
1	не только	18	22
2	тогда как	1	20
3	и в	15	18
4	как и	2	14
5	так и	5	14
6	в этом	11	14
7	и его	3	13
8	но и	14	13
9	том что	7	12
10	в качестве	3	12
11	и не	11	12
12	в частности	1	12
13	при этом	4	11
14	а в	12	10
15	как бы	6	10
16	что в	12	9
17	может быть	17	9
18	со стороны	1	9
19	а не	5	9
20	в том	6	9
21	со своей	1	8
22	с его	1	8
23	своего рода	1	8
24	по отношению	3	7
25	в русской	5	7
26	в его	6	7
27	с другой	2	7
28	но не	2	7
29	отношению к	3	7
30	еще не	9	6
31	в этой	4	6
32	он не	8	6
33	в их	3	6
34	не в	7	6
35	к тому	5	6
36	о том	3	6
37	той же	2	5
38	мы имеем	15	5
39	как нам	1	5
40	в самом	1	5
41	а а	1	5
42	в сущности	2	5
43	что и	6	5
44	уже не	1	5
45	никогда не	15	5
46	в свою	1	5
47	прежде всего	5	5
48	в результате	1	5
49	другой стороны	2	5
50	представляет собой	5	5
51	принадлежит к	2	4
52	и на	4	4
53	что он	24	4
54	отнюдь не	1	4
55	и как	1	4
56	что по	1	4
57	по пути	1	4
58	и к	1	4
59	таким образом	7	4
60	приводит к	2	4
61	состоит в	2	4
62	по себе	1	4
63	тем самым	2	4
64	в одном	5	4
65	не менее	1	4
66	в пределах	1	4
67	далеко не	1	4
68	о чем	1	4
69	все же	9	4
70	перед нами	2	4
71	едва ли	1	3
72	по его	1	3
73	его не	2	3
74	который в	1	3
75	мы не	3	3
76	говорить о	1	3
77	в целом	1	3
78	уже в	2	3
79	здесь не	2	3
80	о смерти	1	3
81	но как	1	3
82	ответ на	1	3
83	что они	10	3
84	как говорит	1	3
85	как в	5	3
86	с этим	5	3
87	из этих	3	3
88	роль в	3	3
89	тому же	2	3
90	ключ к	2	3
91	подобно тому	3	3
92	то же	10	3
93	не будет	1	3
94	его в	10	3
95	не столько	2	3
96	все это	3	3
97	как смерть	1	3
98	в то	1	3
99	дело не	4	3
100	только не	1	3
101	ничего не	7	3
102	указывает на	1	3
103	с ее	2	3
104	так в	3	3
105	восходит к	1	3
106	путь к	1	3
107	именно в	2	3
108	было бы	5	3
109	во всем	1	3
110	в особенности	2	3
111	что не	1	3
112	не было	2	3
113	не всегда	1	3
114	он и	3	3
115	как это	3	3
116	к жизни	1	3
117	к этому	1	3
118	например в	2	2
119	самом деле	2	2
120	есть не	1	2
121	на себя	1	2
122	власть над	4	2
123	и он	1	2
124	в ней	4	2
125	во всех	2	2
126	отличие от	1	2
127	это и	1	2
128	не видно	1	2
129	как к	1	2
130	и той	1	2
131	нам кажется	1	2
132	когда он	3	2
133	но в	6	2
134	все эти	4	2
135	в тех	2	2
136	в себе	4	2
137	после чего	1	2
138	не могла	2	2
139	так сказать	2	2
140	на его	2	2
141	что она	5	2
142	в нем	7	2
143	о его	2	2
144	одной и	1	2
145	и по	2	2
146	согласуется с	1	2
147	могла бы	2	2
148	этом он	1	2
149	входит в	1	2
150	это не	2	2
151	в жизни	2	2
152	в них	1	2
153	с тем	9	2
154	несмотря на	1	2
155	не мог	3	2
156	в отличие	1	2
157	от его	1	2
158	тем не	1	2
159	доказывает что	1	2
160	но они	4	2
161	даже в	1	2
162	вплоть до	1	2
163	одна из	2	2
164	которого он	1	2
165	сводится к	1	2
166	могут быть	2	2
167	его за	1	2
168	в себя	3	2
169	в дальнейшем	1	2
170	приобщается к	1	2
171	об этом	11	2
172	и здесь	9	2
173	о своей	2	2
174	в глаза	2	2
175	один из	8	2
176	но с	2	2
177	только в	6	2
178	и ее	2	2
179	с одной	4	2
180	все они	1	2
181	для всех	1	2
182	нуждается в	1	2
183	мы можем	8	2
184	тем что	4	2
185	своей дочери	2	2
186	одной стороны	3	2
187	и прежде	1	2
188	одну из	1	2
189	там где	1	2
190	что мы	3	2
191	связь с	4	2
192	не может	5	2
193	вместе с	7	2
194	и потому	1	2
195	по своему	1	2
