N	3gram	Tiupa_Hudo_2	Myslijsy
1	по отношению к	7	13
2	в том что	11	13
3	не может быть	3	9
4	только в том	2	6
5	тем не менее	3	6
6	и в этом	2	6
7	с другой стороны	1	5
8	и т д	2	4
9	а между тем	3	3
10	подобно тому как	4	3
11	с точки зрения	2	3
12	с одной стороны	3	3
13	и в том	1	3
14	а в том	1	3
15	то же время	4	3
16	но тем не	2	3
17	с самого начала	1	3
18	что и в	1	3
19	не только в	2	3
20	в то же	4	3
21	все более и	1	2
22	дело в том	1	2
23	в таком случае	1	2
24	со стороны других	1	2
25	бы то ни	1	2
26	что не только	1	2
27	то и в	1	2
28	но и для	1	2
29	то и другое	1	2
30	но с другой	1	2
31	к тому что	4	2
32	и при этом	1	2
33	не только для	1	2
34	и необходимости в	1	2
35	для того чтобы	3	2
36	т с в	1	2
37	не только не	2	2
38	не нуждается в	1	2
39	более и более	1	2
40	и т п	2	2
41	если бы не	1	2
42	друг от друга	1	2
43	как и в	3	2
44	на том что	1	1
45	зрения на мир	1	1
46	в человеке и	1	1
47	вопроса а как	1	1
48	и в жизни	1	1
49	не следует что	1	1
50	а не в	2	1
51	это было бы	1	1
52	но то что	1	1
53	в себе самом	1	1
54	в ответ на	1	1
55	когда в душе	1	1
56	и то и	1	1
57	что человек есть	1	1
58	в этом отношении	1	1
59	жизни как бы	1	1
60	до сих пор	2	1
61	можно было бы	2	1
62	но и самого	1	1
63	только тем что	2	1
64	что если бы	1	1
65	но вслед за	1	1
66	не в состоянии	1	1
67	ни одна не	1	1
68	мысли и чувства	1	1
69	что бы то	1	1
70	внешним и внутренним	2	1
71	так а не	1	1
72	так же как	2	1
73	из виду что	1	1
74	заключается в том	1	1
75	может быть подвергнуто	1	1
76	для нас хотя	1	1
77	человеке и в	1	1
78	того на что	1	1
79	в голову что	1	1
80	но при этом	3	1
81	то ни стало	1	1
82	между тем в	1	1
83	во что бы	1	1
84	было бы так	1	1
85	это не более	1	1
86	между внешним и	2	1
87	и потому не	1	1
88	которого не могло	1	1
89	как одно из	1	1
90	между тем как	1	1
91	что несмотря на	1	1
92	давно уже известно	1	1
93	и все же	1	1
94	как и всякая	1	1
95	в то время	1	1
96	лишь в том	1	1
97	после того как	1	1
98	о том что	7	1
99	в одном из	1	1
100	но все же	1	1
101	только на себе	1	1
102	что все они	2	1
103	в первом случае	1	1
104	легко может быть	1	1
105	с нею в	1	1
106	точно так же	1	1
107	он не нуждается	1	1
108	что на деле	1	1
