N	2gram	Vygotskiy__4	Formalny
1	и в	33	24
2	художественного произведения	1	23
3	в его	10	23
4	прежде всего	2	22
5	и не	13	20
6	так и	3	18
7	точки зрения	6	16
8	не может	10	16
9	в этом	28	15
10	в нем	7	14
11	может быть	22	14
12	таким образом	13	13
13	с точки	4	13
14	и т	6	12
15	именно как	2	12
16	истории литературы	1	12
17	в своем	7	11
18	как и	5	11
19	в своей	4	11
20	в их	2	11
21	должно быть	3	11
22	в ней	6	10
23	то же	9	10
24	вовсе не	5	10
25	и ее	2	10
26	и его	5	10
27	и их	1	10
28	а не	6	10
29	в то	3	9
30	и потому	2	9
31	все это	13	9
32	и на	5	8
33	как в	3	8
34	т д	2	8
35	и с	2	8
36	не в	2	8
37	же время	2	8
38	в ее	2	8
39	произведения и	1	8
40	именно в	2	8
41	то что	44	8
42	в свою	1	8
43	на самом	6	7
44	с ее	3	7
45	не только	7	7
46	место в	2	7
47	жизни и	4	7
48	до конца	7	7
49	и от	2	7
50	но и	3	7
51	еще не	1	6
52	самом деле	12	6
53	в целом	5	6
54	все эти	6	6
55	в этой	9	6
56	как бы	25	6
57	она не	3	6
58	свою очередь	1	6
59	в пределах	3	6
60	и здесь	3	6
61	до сих	3	6
62	в том	21	6
63	было бы	12	6
64	как это	14	6
65	художественное произведение	1	6
66	сих пор	3	6
67	и все	12	6
68	а в	4	6
69	бы ни	1	5
70	хотя бы	2	5
71	во всех	2	5
72	но в	2	5
73	в самом	12	5
74	при этом	2	5
75	по себе	9	5
76	и до	3	5
77	у нас	4	5
78	должен быть	1	5
79	как мы	4	5
80	непосредственно в	1	5
81	того что	4	5
82	только на	1	5
83	со стороны	2	5
84	с другой	2	5
85	и др	1	5
86	формы и	1	5
87	в искусстве	2	5
88	литературная критика	1	4
89	с его	2	4
90	по отношению	1	4
91	в истории	1	4
92	независимо от	1	4
93	и к	2	4
94	в которой	4	4
95	главным образом	1	4
96	не из	1	4
97	в мире	3	4
98	искусства в	1	4
99	и может	5	4
100	задачи и	1	4
101	как на	6	4
102	исходить из	1	4
103	при таком	3	4
104	никогда не	5	4
105	если бы	10	4
106	для этого	8	4
107	мы увидим	2	4
108	всяком случае	3	4
109	с одной	3	4
110	конечно не	3	4
111	т п	3	4
112	одной стороны	3	4
113	в связи	1	4
114	в частности	4	4
115	отношению к	1	4
116	стороны и	1	4
117	с этой	4	4
118	что в	21	4
119	к этой	3	4
120	так же	13	4
121	во всяком	3	4
122	художественном произведении	1	3
123	это и	5	3
124	действительности и	1	3
125	мы не	5	3
126	бы то	2	3
127	но не	3	3
128	значение и	1	3
129	в общем	1	3
130	как к	1	3
131	все же	5	3
132	когда он	7	3
133	целый ряд	5	3
134	и как	5	3
135	и наконец	2	3
136	в себе	6	3
137	если он	2	3
138	так сказать	1	3
139	он не	11	3
140	всех этих	3	3
141	он должен	1	3
142	так например	4	3
143	то ни	1	3
144	на все	2	3
145	материала и	2	3
146	его в	3	3
147	подходит к	1	3
148	в жизни	4	3
149	в них	2	3
150	вскрыть и	1	3
151	со всей	2	3
152	в отношении	1	3
153	тем самым	3	3
154	но для	1	3
155	в основе	3	3
156	на язык	1	3
157	связи с	2	3
158	сводится к	2	3
159	не по	2	3
160	материала в	3	3
161	отличается от	1	3
162	к тому	12	3
163	ясно что	5	3
164	жизнь и	4	3
165	его художественной	1	3
166	бы в	1	3
167	как она	10	3
168	один из	2	3
169	и других	4	3
170	для него	1	3
171	не для	3	3
172	в особенности	1	3
173	со всем	1	3
174	и даже	1	3
175	и чем	1	3
176	не было	3	3
177	ни на	2	3
178	смысле этого	3	3
179	в художественном	2	3
180	ничем не	2	3
181	этого слова	3	3
182	но это	1	3
183	же в	1	3
184	что он	20	3
185	думать что	2	3
186	же как	3	2
187	и это	5	2
188	его не	2	2
189	а как	2	2
190	вопрос о	2	2
191	литературы и	2	2
192	в создании	1	2
193	и всякий	2	2
194	менее всего	1	2
195	за пределы	1	2
196	идет о	3	2
197	с этим	5	2
198	однако не	2	2
199	в действительности	2	2
200	материалом и	1	2
201	к отрицанию	1	2
202	от этого	3	2
203	от действительности	3	2
204	в нашем	1	2
205	и те	1	2
206	этот образ	1	2
207	не могла	1	2
208	и если	9	2
209	на его	1	2
210	и вот	6	2
