N	2gram	Ircho_Kome_1	RusskieA
1	и в	22	29
2	т е	13	24
3	том что	12	22
4	в том	11	22
5	что в	6	22
6	в поле	1	19
7	как бы	1	18
8	состоит в	1	15
9	в других	2	15
10	и другие	1	14
11	так как	4	13
12	может быть	9	13
13	во время	5	12
14	там же	3	12
15	п в	1	12
16	в этом	3	11
17	как и	9	11
18	одна из	2	11
19	в этот	1	10
20	не только	10	10
21	и с	3	10
22	е в	2	10
23	все это	5	10
24	о том	8	9
25	а в	6	9
26	его в	3	8
27	но и	11	8
28	ее в	2	8
29	как в	5	7
30	данном случае	1	7
31	мы видели	2	7
32	или в	2	7
33	мы не	3	6
34	еще не	2	6
35	и на	3	6
36	при этом	5	6
37	таким образом	8	6
38	того чтобы	1	6
39	для того	1	6
40	с тем	1	6
41	вместе с	2	6
42	в данном	1	6
43	же в	4	6
44	и т	9	5
45	должна была	2	5
46	но не	2	5
47	но в	4	5
48	т д	4	5
49	не может	2	5
50	представление о	1	5
51	потому что	5	5
52	для этого	2	5
53	и что	1	5
54	будто бы	2	5
55	к земле	1	5
56	земли и	1	5
57	к жизни	1	5
58	то что	2	5
59	с ней	1	5
60	к этому	4	5
61	же как	3	4
62	то же	6	4
63	вопрос о	3	4
64	не все	1	4
65	что по	2	4
66	на поле	1	4
67	том же	1	4
68	в них	3	4
69	далеко не	1	4
70	в которых	1	4
71	не в	6	4
72	земле и	1	4
73	у нас	3	4
74	что сила	1	4
75	а также	4	4
76	к нему	2	4
77	так что	1	4
78	то и	2	4
79	в виде	3	4
80	из них	10	4
81	именно в	4	4
82	о чем	1	4
83	так же	3	4
84	как это	3	4
85	предположить что	1	4
86	по существу	1	4
87	и все	3	4
88	в таком	1	4
89	в году	3	3
90	в и	2	3
91	и о	3	3
92	в народном	5	3
93	что это	1	3
94	в этой	7	3
95	что она	1	3
96	главным образом	3	3
97	подобно тому	1	3
98	и по	6	3
99	на этом	2	3
100	и других	7	3
101	этой силы	1	3
102	должен был	1	3
103	в эту	1	3
104	в этих	1	3
105	в котором	4	3
106	в отличие	1	3
107	но он	2	3
108	и под	1	3
109	на землю	3	3
110	и после	1	3
111	как мы	4	3
112	под именем	2	3
113	во всех	1	3
114	того что	1	3
115	между тем	5	3
116	в качестве	4	3
117	связь с	1	3
118	за ним	1	3
119	друг друга	1	3
120	отличие от	2	3
121	песни в	3	3
122	по домам	1	3
123	тем что	4	3
124	а наоборот	1	3
125	до конца	2	3
126	для этой	1	3
127	в честь	3	3
128	тому как	1	3
129	было бы	2	3
130	но если	1	3
131	также что	1	2
132	одним из	1	2
133	мы здесь	1	2
134	на самом	1	2
135	в стороне	1	2
136	и всем	1	2
137	что иное	1	2
138	на себя	2	2
139	это время	2	2
140	иное как	1	2
141	с одной	3	2
142	очевидно что	1	2
143	нам право	1	2
144	с этим	1	2
145	все же	3	2
146	а и	1	2
147	и как	3	2
148	к числу	2	2
149	этой цели	2	2
150	в которой	6	2
151	представляет собой	1	2
152	из этих	1	2
153	право на	2	2
154	после этого	1	2
155	не к	2	2
156	людей и	1	2
157	в образе	3	2
158	здесь мы	3	2
