N	3gram	Bakhtin_Fr_8	Hudozhes
1	по отношению к	1	10
2	в отличие от	1	7
3	то же время	10	6
4	в то же	10	6
5	более или менее	2	5
6	с другой стороны	2	5
7	той или иной	1	5
8	в том что	6	5
9	состоит в том	1	4
10	с точки зрения	2	3
11	можно сказать что	2	3
12	в этом смысле	1	3
13	в той или	1	2
14	и в то	5	2
15	но он не	1	2
16	во всей его	1	2
17	до известной степени	1	2
18	с одной стороны	2	2
19	времени и в	1	2
20	а с другой	1	2
21	в тарасе бульбе	4	2
22	для того чтобы	2	2
23	тем или иным	1	2
24	том числе и	2	2
25	в том числе	3	2
26	и прежде всего	1	2
27	таким образом что	1	1
28	бы ни был	1	1
29	мы видим в	1	1
30	между собой в	1	1
31	прежде всего в	1	1
32	подобно тому как	1	1
33	в настоящее время	3	1
34	войны и мира	1	1
35	он мог бы	1	1
36	в таких случаях	1	1
37	только в условиях	1	1
38	бы то ни	2	1
39	только то что	1	1
40	том или ином	1	1
41	и в пространстве	1	1
42	и др в	2	1
43	шире и глубже	1	1
44	что одна из	2	1
45	может быть и	1	1
46	в этих исключительных	1	1
47	в самом начале	1	1
48	в одном и	1	1
49	между вещами и	3	1
50	то ни было	1	1
51	таким образом и	3	1
52	и не быть	1	1
53	родного дома и	1	1
54	в известном смысле	1	1
55	все без исключения	1	1
56	и как бы	1	1
57	нового времени в	1	1
58	себя в своих	1	1
59	в том или	1	1
60	в связи с	3	1
61	и глубже чем	1	1
62	как впрочем и	1	1
63	как бы в	1	1
64	в свое время	1	1
65	здесь как бы	2	1
66	в то время	2	1
67	в частности в	1	1
68	что даже в	1	1
69	о том что	2	1
70	никогда не бывает	1	1
71	и в самом	1	1
72	картина мира где	1	1
73	включает в себя	1	1
74	и в слове	1	1
75	речь идет о	1	1
76	может и не	1	1
77	в реальной действительности	1	1
78	он не только	1	1
79	не может быть	2	1
80	как и в	4	1
81	к тому же	1	1
82	существенно связаны с	1	1
