N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	49
2	прежде всего	8	19
3	в его	5	18
4	и на	6	17
5	не только	20	17
6	и его	3	17
7	в этом	18	15
8	и не	16	15
9	в году	2	13
10	в них	4	13
11	в эпоху	1	13
12	только в	5	13
13	но и	7	13
14	как и	2	11
15	как бы	4	11
16	в этой	6	10
17	вовсе не	9	10
18	в нем	4	9
19	для него	1	9
20	и др	1	9
21	все это	5	9
22	в сущности	9	8
23	отношение к	1	8
24	то же	6	7
25	все же	7	7
26	все эти	12	7
27	таким образом	5	7
28	на протяжении	1	7
29	как мы	3	7
30	один из	5	7
31	не может	9	7
32	мы уже	1	6
33	именно в	3	6
34	так и	4	6
35	и с	7	6
36	рядом с	2	6
37	точки зрения	14	6
38	но он	1	6
39	xviii века	1	6
40	в то	4	6
41	же время	3	6
42	в себя	1	6
43	то что	9	6
44	так как	15	6
45	сказать что	4	6
46	с точки	8	5
47	с его	1	5
48	из этих	1	5
49	но не	6	5
50	в своем	2	5
51	выражение в	3	5
52	при этом	2	5
53	в своей	2	5
54	никогда не	2	5
55	роль в	2	5
56	тот же	5	5
57	уже в	3	5
58	может быть	15	5
59	в особенности	4	5
60	относится к	1	5
61	и потому	2	5
62	отношения к	2	4
63	и до	2	4
64	и к	1	4
65	но в	11	4
66	в себе	1	4
67	этот процесс	1	4
68	но все	4	4
69	лишь в	5	4
70	в этих	1	4
71	и более	2	4
72	одна из	1	4
73	в области	11	4
74	году в	1	4
75	характер и	2	4
76	с другой	8	4
77	мы находим	1	4
78	а в	3	4
79	тем что	3	4
80	в форме	3	4
81	до сих	1	4
82	не было	4	4
83	там где	5	4
84	и о	4	4
85	сих пор	1	4
86	том что	11	4
87	в свое	2	4
88	в своих	2	4
89	как на	1	4
90	также и	5	3
91	в самом	12	3
92	на первом	1	3
93	место в	1	3
94	жизни это	1	3
95	меньшей степени	3	3
96	не был	1	3
97	да и	6	3
98	всех этих	3	3
99	и вот	5	3
100	свое время	2	3
101	можно было	9	3
102	на все	2	3
103	было бы	15	3
104	ни в	4	3
105	далеко не	1	3
106	несмотря на	5	3
107	мы видели	2	3
108	во всем	1	3
109	нельзя было	2	3
110	в одном	1	3
111	их в	1	3
112	и под	1	3
113	даже в	1	3
114	в день	2	3
115	только с	1	3
116	и это	3	3
117	с ее	1	3
118	в ее	1	3
119	так в	3	3
120	связанных с	1	3
121	и вообще	2	3
122	но здесь	2	3
123	в виду	3	3
124	века на	1	3
125	о том	1	3
126	в значительной	1	3
127	к нему	2	3
128	же в	3	3
129	большей или	3	3
130	что он	5	3
131	с одной	2	3
132	этого процесса	1	3
133	этом отношении	3	3
134	связан с	1	3
135	или меньшей	3	3
136	что для	2	3
137	превращается в	2	3
138	связь с	1	3
139	одной стороны	1	3
140	в книге	1	3
141	и перед	1	3
142	но эти	1	3
143	и все	2	3
144	в большей	3	3
145	в том	19	3
146	другой стороны	7	3
147	на самом	2	2
148	тех же	2	2
149	по преимуществу	2	2
150	но даже	2	2
151	в ней	3	2
152	от всей	1	2
153	меньше чем	2	2
154	еще не	5	2
155	он был	1	2
156	себе и	1	2
157	это и	3	2
158	что они	2	2
159	и вовсе	2	2
160	дает нам	2	2
161	как к	1	2
162	целый ряд	5	2
163	что слово	3	2
164	только то	1	2
165	к необходимости	1	2
166	в нашем	7	2
167	на то	4	2
168	по словам	2	2
169	перестает быть	1	2
170	и еще	2	2
171	так например	1	2
172	значительной степени	1	2
173	связанные с	2	2
174	объяснить что	1	2
175	на этой	4	2
176	должен был	1	2
177	смысл и	3	2
178	по поводу	2	2
179	можно найти	1	2
180	в отношении	2	2
181	и без	1	2
182	что касается	2	2
183	в их	2	2
184	на фоне	3	2
185	точку зрения	1	2
186	мы должны	2	2
187	что в	10	2
188	в устах	2	2
189	того как	2	2
190	того чтобы	11	2
191	ничего не	4	2
192	что только	1	2
193	в самой	2	2
194	связи с	3	2
195	своей книге	1	2
196	могут быть	4	2
197	свое значение	1	2
198	в одну	2	2
199	здесь не	3	2
200	без всякого	1	2
201	на основе	1	2
202	в пределах	4	2
203	по сравнению	2	2
204	понятно что	1	2
205	в другом	2	2
206	одного из	2	2
207	можно сказать	4	2
208	они являются	1	2
209	нуждается в	2	2
210	всего что	2	2
211	и следовательно	2	2
212	одной из	1	2
213	традиции в	1	2
214	очень много	1	2
215	всяком случае	5	2
216	здесь с	1	2
217	именно на	1	2
218	в качестве	8	2
219	есть в	3	2
220	за счет	2	2
221	в конце	4	2
222	мы можем	1	2
223	у него	3	2
224	в первую	1	2
225	даже и	2	2
226	и даже	2	2
227	игры и	1	2
228	и прежде	1	2
229	в предисловии	1	2
230	смысла и	2	2
231	до конца	3	2
232	человек в	1	2
233	в связи	4	2
234	ученых и	1	2
235	вместе с	5	2
236	так же	4	2
237	в него	1	2
238	книге о	1	2
239	сравнению с	1	2
240	такого рода	1	2
241	по существу	5	2
242	но это	3	2
243	вряд ли	4	2
244	пор еще	1	2
245	и становится	1	2
246	на новый	1	2
247	вот его	1	2
248	сознания и	2	2
249	еще раз	1	2
250	хотя и	4	2
251	лишь как	1	2
252	и смысл	1	2
253	и другие	1	2
254	в целях	2	2
255	более широкое	1	2
256	совершенно не	3	2
257	это в	2	2
258	во всяком	5	2
259	литературы а	1	1
260	несколько десятков	1	1
261	к произведениям	1	1
262	я имею	1	1
263	и то	5	1
264	утверждение что	1	1
265	самом деле	9	1
266	он может	1	1
267	только потому	8	1
268	тем же	2	1
269	в котором	1	1
270	должна быть	5	1
271	с темой	1	1
272	этот и	1	1
273	той же	2	1
274	из всех	1	1
275	есть не	1	1
276	мы имеем	5	1
277	отношении они	1	1
278	еще можно	1	1
279	на эти	1	1
280	не считаться	1	1
281	почти исключительно	1	1
282	мы и	1	1
283	конечно и	2	1
284	того же	3	1
285	о роли	2	1
286	и он	1	1
287	вопросы о	1	1
288	уже полное	1	1
