N	3gram	Bakhtin_KF_1	Tvorches
1	в то же	2	13
2	то же время	2	12
3	в том что	2	6
4	но в то	1	4
5	в конечном счете	1	4
6	и все же	1	3
7	дело в том	1	3
8	в соответствии с	2	3
9	на самом деле	3	2
10	и в то	1	2
11	это уже не	1	2
12	и та же	1	2
13	на первом плане	2	2
14	тем не менее	2	2
15	но только не	1	1
16	людей и все	1	1
17	друг для друга	1	1
18	и в ее	1	1
19	форму и содержание	1	1
20	это-то и есть	1	1
21	бы то ни	2	1
22	образом и в	1	1
23	оно могло бы	1	1
24	может быть понята	1	1
25	что может быть	1	1
26	имеем в виду	2	1
27	в том же	1	1
28	пространства и времени	1	1
29	равно как и	1	1
30	но это не	1	1
31	других людей и	1	1
32	он живет и	1	1
33	то ни было	2	1
34	дело не в	1	1
35	к тому что	1	1
36	и того же	1	1
37	то же самое	1	1
38	я не могу	1	1
39	и как бы	1	1
40	в котором оно	1	1
41	по отношению к	22	1
42	в один момент	1	1
43	но все это	1	1
44	хотя бы и	1	1
45	в этот момент	1	1
46	в настоящее время	1	1
47	он не может	1	1
48	и тем не	1	1
49	не значит что	1	1
50	в себя как	1	1
51	в разные стороны	1	1
52	одного и того	1	1
53	в известном смысле	1	1
54	вместе с тем	1	1
55	действительной жизни и	1	1
56	по себе а	1	1
57	все это в	1	1
58	одна и та	1	1
59	отказаться от своей	2	1
60	бы он ни	2	1
61	ту или иную	1	1
62	прошлое и будущее	2	1
63	не может не	1	1
64	это не значит	1	1
65	бытие в котором	1	1
66	в свою очередь	1	1
67	мы никогда не	1	1
68	в действительной жизни	1	1
69	как и на	1	1
70	что в конечном	1	1
71	и вследствие этого	1	1
