N	2gram	Voloshinov_1	Myslijsy
1	потому что	1	46
2	в слове	10	32
3	в том	6	32
4	и в	19	30
5	может быть	26	28
6	то же	7	23
7	не только	8	21
8	только в	9	21
9	но и	8	19
10	того что	3	18
11	том что	3	18
12	то что	8	18
13	не есть	3	17
14	что в	4	17
15	в себе	2	16
16	по себе	4	16
17	внутренняя форма	1	15
18	и не	26	15
19	не в	5	15
20	в сознании	2	15
21	а не	7	15
22	таким образом	17	14
23	что и	2	13
24	так как	2	13
25	если бы	2	12
26	а в	4	12
27	так и	11	11
28	этого слова	2	11
29	как в	4	10
30	в этом	16	10
31	как и	12	10
32	в то	3	10
33	и что	1	10
34	мы не	6	9
35	из этих	2	9
36	в нем	10	9
37	было бы	4	9
38	тогда когда	1	9
39	между тем	3	9
40	для него	9	9
41	и то	1	8
42	в ней	4	8
43	в самом	10	8
44	от того	4	8
45	что не	2	8
46	что мы	1	8
47	что слово	4	7
48	с одной	1	7
49	но не	1	7
50	с тем	1	7
51	и без	1	7
52	тем самым	1	7
53	тем что	2	7
54	как мы	13	7
55	в сознание	1	7
56	так что	1	7
57	слова в	1	7
58	в языке	4	7
59	вовсе не	5	7
60	с другой	5	7
61	смысле этого	3	7
62	к тому	2	7
63	например в	1	6
64	с этим	4	6
65	между собою	1	6
66	не имеет	3	6
67	те же	5	6
68	что он	2	6
69	уже не	1	6
70	из них	3	6
71	а потому	1	6
72	зависит от	2	6
73	не может	24	6
74	образ и	2	6
75	имеет значение	2	6
76	еще не	4	5
77	по отношению	3	5
78	независимо от	2	5
79	в своем	2	5
80	и как	3	5
81	не следует	1	5
82	к одному	4	5
83	с другими	3	5
84	и тем	1	5
85	что содержание	1	5
86	что я	1	5
87	значение слова	1	5
88	же время	3	5
89	к ней	1	5
90	в каком	3	5
91	языка в	14	5
92	не могут	3	5
93	это содержание	1	5
94	не менее	4	5
95	слово может	2	5
96	словом и	2	5
97	уже в	1	5
98	слово как	4	5
99	тому как	1	5
100	отношению к	2	5
101	должно быть	2	5
102	слова и	3	5
103	говорит гумбольдт	1	5
104	сказать что	4	5
105	в действительности	2	5
106	тем же	1	4
107	или же	1	4
108	в каждой	1	4
109	столь же	1	4
110	не все	2	4
111	относится к	1	4
112	не было	3	4
113	что это	1	4
114	он не	3	4
115	перестает быть	1	4
116	одной и	2	4
117	и по	1	4
118	мы видели	1	4
119	в один	1	4
120	и при	3	4
