N	3gram	Losev_Dial_1	Formalny
1	не может быть	3	10
2	в связи с	1	10
3	и т п	2	9
4	с точки зрения	12	7
5	в этом отношении	2	7
6	в самом деле	1	5
7	и в этом	3	5
8	то же время	4	5
9	в то же	4	5
10	во всяком случае	2	5
11	и т д	19	5
12	на самом деле	2	3
13	бы она ни	1	3
14	как раз и	1	3
15	и в то	2	3
16	сам по себе	6	3
17	может быть и	3	3
18	не в том	1	3
19	с другой стороны	4	3
20	до известной степени	1	3
21	она ни была	1	3
22	связи с этим	1	3
23	хотя бы в	1	3
24	для того чтобы	1	3
25	в какой мере	1	2
26	в этом смысле	3	2
27	и то и	2	2
28	сами по себе	1	2
29	что в нем	3	2
30	то и другое	2	2
31	в конце концов	3	2
32	ни в чем	2	2
33	по себе а	2	2
34	в корне искажает	1	2
35	с самого начала	1	2
36	при известных условиях	1	2
37	но все же	1	2
38	к тому что	2	2
39	в том что	7	2
40	и не в	1	2
41	теперь мы должны	1	1
42	что иное как	1	1
43	как например в	1	1
44	что же касается	1	1
45	что в основе	1	1
46	чтобы можно было	1	1
47	иметь в виду	3	1
48	в виду что	1	1
49	эти явления и	1	1
50	более или менее	3	1
51	и в особенности	1	1
52	но даже и	1	1
53	она уже не	1	1
54	что он есть	1	1
55	оно имеет значение	1	1
56	с одной стороны	2	1
57	отличное от тех	1	1
58	другой стороны без	1	1
59	только в том	1	1
60	до сих пор	2	1
61	можно говорить о	1	1
62	что он не	2	1
63	как мы увидим	1	1
64	во всех этих	1	1
65	из того что	1	1
66	ничего не говорят	1	1
67	и даже просто	2	1
68	том или ином	1	1
69	что если бы	1	1
70	самого по себе	2	1
71	по крайней мере	4	1
72	то или иное	2	1
73	что не есть	2	1
74	отнюдь не в	1	1
75	в том чтобы	1	1
76	но в то	1	1
77	в их полном	1	1
78	именно так и	1	1
79	как один из	2	1
80	между тем в	1	1
81	с реальной жизнью	1	1
82	прежде всего необходимо	2	1
83	богов и т	1	1
84	так или иначе	1	1
85	и еще более	1	1
86	это и есть	2	1
87	то что он	1	1
88	что же это	1	1
89	то же и	1	1
90	не было бы	2	1
91	не имеет и	1	1
92	только то что	3	1
93	есть не что	1	1
94	той или другой	4	1
95	может быть заменено	1	1
96	мы говорим не	2	1
97	ничего общего с	3	1
98	же это за	1	1
99	ровно ничего не	3	1
100	точки зрения какого-нибудь	1	1
101	не что иное	1	1
102	сама по себе	8	1
103	и ни на	1	1
104	тем не менее	1	1
105	она не может	1	1
106	этим в корне	1	1
107	но и к	1	1
108	в чем не	1	1
