N	3gram	Propp_Isto_2	Myshleni
1	по отношению к	3	12
2	в том что	5	11
3	так же как	4	7
4	друг с другом	1	7
5	потому что он	2	5
6	с самого начала	2	5
7	в другом месте	2	4
8	не в состоянии	1	4
9	подобно тому как	3	4
10	о том что	2	4
11	это значит что	1	4
12	друг от друга	1	4
13	в этом случае	5	3
14	не то что	1	3
15	вместо того чтобы	2	3
16	до сих пор	6	3
17	можно было бы	3	3
18	с одной стороны	3	3
19	так как это	1	3
20	не может быть	2	3
21	на вопрос о	1	3
22	не только не	1	3
23	в тот момент	2	2
24	том что в	1	2
25	как показывает исследование	1	2
26	том что он	1	2
27	о том как	1	2
28	если верно что	1	2
29	в зависимости от	1	2
30	что он не	4	2
31	в отличие от	1	2
32	вместе с тем	5	2
33	в высшей степени	1	2
34	в сущности это	1	2
35	то что он	1	2
36	с другой стороны	2	2
37	того как он	1	2
38	но все же	4	2
39	тот момент когда	2	2
40	мы видим что	5	2
41	но если мы	1	2
42	и в другом	1	2
43	и может быть	2	1
44	что иное как	2	1
45	в обоих случаях	1	1
46	они попадают в	1	1
47	мы можем сделать	1	1
48	говорит об этом	1	1
49	принадлежит к тому	2	1
50	нее что он	1	1
51	мы имеем в	5	1
52	мы узнаем что	1	1
53	на самом деле	2	1
54	на нее что	1	1
55	того что происходит	1	1
56	совершенно то же	1	1
57	сам по себе	1	1
58	как мы увидим	1	1
59	но в сущности	1	1
60	что мы знаем	1	1
61	происходит потому что	1	1
62	и той же	1	1
63	самое что он	1	1
64	приводят нас к	1	1
65	основе представления о	1	1
66	не что иное	2	1
67	один из них	1	1
68	в этой связи	1	1
69	это происходит потому	1	1
70	смысле этого слова	1	1
71	в себя и	1	1
72	и то же	1	1
73	и ничего не	2	1
74	в связи с	4	1
75	но вместе с	1	1
76	мы можем установить	1	1
77	к нему в	1	1
78	и состоит в	1	1
79	связи с изучением	1	1
80	в рассмотрение этого	1	1
81	что он делает	1	1
82	тем не менее	1	1
83	образом мы видим	1	1
84	в тех случаях	1	1
85	эти представления о	1	1
86	есть не что	1	1
87	надо сказать что	1	1
88	такое же значение	1	1
89	тем самым и	1	1
90	что он был	1	1
91	тем что они	1	1
92	что происходит в	1	1
93	мы не можем	1	1
94	таким образом мы	1	1
95	и вместе с	2	1
96	а тем самым	1	1
97	мы знаем что	10	1
98	представляют собой не	1	1
99	тех случаях когда	1	1
100	в другом случае	1	1
101	одной и той	1	1
102	в более позднем	1	1
103	одной из важнейших	1	1
104	влечет за собой	1	1
