N	2gram	Vinokur_Vv_1	Vladivir
1	и в	27	40
2	то что	17	28
3	не только	21	25
4	и не	13	25
5	учение о	2	24
6	у него	1	24
7	том что	26	18
8	в том	31	18
9	но и	5	18
10	еще и	3	18
11	также и	16	17
12	что в	11	17
13	в этом	34	16
14	в его	10	14
15	так что	5	14
16	не может	13	14
17	в виде	4	13
18	точки зрения	7	13
19	вовсе не	6	13
20	только в	13	13
21	в конце	3	12
22	даже и	3	12
23	а именно	6	12
24	сказать что	5	12
25	никогда не	3	11
26	потому что	14	11
27	таким образом	19	11
28	о том	15	11
29	не просто	4	10
30	тем не	8	10
31	и его	5	10
32	то это	3	10
33	не есть	4	10
34	прежде всего	8	10
35	как раз	4	10
36	это есть	2	10
37	и то	5	9
38	уже не	5	9
39	что это	3	9
40	в себе	4	9
41	и с	2	9
42	в своей	4	9
43	не менее	8	9
44	есть только	2	9
45	философии и	2	9
46	что же	3	9
47	как мы	9	8
48	в своем	3	8
49	в этой	3	8
50	и что	4	8
51	а также	3	8
52	для него	1	8
53	может быть	24	8
54	а не	3	8
55	так же	3	8
56	а только	8	7
57	хотя и	3	7
58	и как	9	7
59	что все	1	7
60	с тем	6	7
61	как и	5	7
62	несмотря на	2	7
63	в то	5	7
64	что и	3	7
65	того что	12	7
66	так как	13	7
67	вместе с	6	7
68	к тому	4	7
69	а в	5	7
70	в своих	2	7
71	смысле слова	7	6
72	и на	3	6
73	кроме того	1	6
74	то в	1	6
75	не мог	2	6
76	с точки	2	6
77	по себе	9	6
78	иной раз	2	6
79	во всем	2	6
80	и это	6	6
81	и от	1	6
82	так и	1	6
83	об этом	5	6
84	значит что	1	6
85	и даже	5	6
86	если не	1	6
87	да и	4	6
88	это значит	1	6
89	но это	1	6
90	хотя бы	5	6
91	отношения к	1	5
92	мы уже	1	5
93	в ней	3	5
94	совсем не	3	5
95	в истории	9	5
96	все эти	3	5
97	тому же	1	5
98	можно было	7	5
99	же касается	2	5
100	можно считать	1	5
101	должно быть	2	5
102	но если	3	5
103	в отношении	2	5
104	дело в	3	5
105	тем что	6	5
106	ничего не	2	5
107	у нас	2	5
108	для себя	1	5
109	еще в	1	5
110	с другой	8	5
111	конце концов	2	5
112	что он	4	5
113	только на	3	5
114	в одном	4	5
115	не было	1	5
116	в данном	11	5
117	в самом	12	4
118	то же	8	4
119	что если	2	4
120	и о	1	4
121	вопрос о	8	4
122	еще не	4	4
123	но не	7	4
124	все же	8	4
125	но в	10	4
126	бы и	2	4
127	на то	1	4
128	было бы	5	4
129	чем в	3	4
130	в котором	4	4
131	тому что	2	4
132	не имеет	4	4
133	или как	3	4
134	в каком	1	4
135	только при	1	4
136	в дальнейшем	2	4
137	не с	2	4
138	мог бы	2	4
139	она была	2	4
140	никак не	1	4
141	при помощи	2	4
142	от того	3	4
143	здесь в	1	4
144	говорит о	3	4
145	до конца	3	4
146	однако и	1	4
147	и все	1	4
148	него в	2	4
149	как это	5	4
150	в течение	5	4
151	такого рода	2	4
152	по существу	2	4
153	в результате	3	4
154	возникает вопрос	2	4
155	мы должны	1	4
156	есть и	4	4
157	точно так	2	4
158	же как	3	3
159	на самом	1	3
160	мы имеем	3	3
161	которое в	2	3
162	и был	2	3
163	здесь не	2	3
164	бы то	1	3
165	в чем	4	3
166	отличие от	3	3
167	себе отчет	1	3
168	независимо от	3	3
169	и у	1	3
170	уже в	5	3
171	из этих	5	3
172	с их	5	3
173	в нем	13	3
174	при этом	3	3
175	в россии	1	3
176	но все	3	3
177	то ни	1	3
178	в качестве	7	3
179	это было	1	3
180	это не	8	3
181	этом смысле	11	3
182	этого не	2	3
183	не больше	1	3
184	нисколько не	3	3
185	разного рода	1	3
186	не столько	2	3
187	в отличие	3	3
188	не в	8	3
189	что этот	1	3
190	того чтобы	21	3
191	он мог	3	3
192	все то	1	3
193	в духе	1	3
194	отличается от	1	3
195	оно не	1	3
196	в виду	4	3
197	с каким	1	3
198	то как	1	3
199	жизнь и	1	3
200	если бы	2	3
201	и вообще	3	3
202	настоящее время	1	3
203	к нему	2	3
204	что здесь	2	3
205	как нечто	8	3
206	и тем	5	3
207	по этому	2	3
208	с одной	4	3
209	ни с	2	3
210	мы знаем	1	3
211	всяком случае	3	3
212	само по	3	3
213	само собой	2	3
214	человека и	1	3
215	именно в	8	3
216	а наоборот	1	3
217	в связи	2	3
218	как именно	1	3
219	мы видели	2	3
220	одной стороны	4	3
221	как бы	5	3
222	же самое	2	3
223	но для	1	3
224	и для	4	3
225	в настоящее	1	3
226	или не	1	3
227	же в	1	3
228	только о	2	3
229	ее в	1	3
230	и эта	1	3
231	как на	11	3
232	во всяком	3	3
233	в этот	2	2
234	сам по	1	2
235	свободен от	1	2
236	не иначе	2	2
237	должна быть	2	2
238	и за	1	2
239	по его	2	2
