N	2gram	Bakhtin_Fr_7	StatiiOP
1	и в	41	44
2	в том	11	36
3	что в	9	30
4	том что	4	29
5	в этом	15	21
6	вовсе не	7	19
7	не только	5	18
8	то что	8	18
9	было бы	4	17
10	о том	6	17
11	а в	5	17
12	а не	2	16
13	и не	7	16
14	может быть	4	15
15	в области	2	14
16	в данном	2	14
17	как в	5	13
18	можно было	3	13
19	не в	9	12
20	в первой	2	12
21	самом деле	1	11
22	в этой	13	11
23	у нас	1	11
24	точки зрения	5	11
25	но в	8	10
26	что он	3	10
27	только в	6	10
28	но и	9	10
29	также и	2	9
30	как и	14	9
31	в отношении	3	9
32	в то	10	9
33	так и	10	9
34	во второй	2	9
35	того что	2	9
36	в его	12	9
37	например в	3	8
38	во всех	3	8
39	все же	1	8
40	это не	6	8
41	из них	3	8
42	с точки	3	8
43	и его	9	8
44	не может	3	8
45	на эти	1	7
46	я не	3	7
47	что они	1	7
48	в самом	1	7
49	так например	1	7
50	таким образом	19	7
51	и об	1	7
52	этом отношении	2	7
53	прежде всего	11	7
54	сказать что	1	7
55	на самом	2	6
56	в своей	3	6
57	потому что	5	6
58	данном случае	1	6
59	что и	5	6
60	всяком случае	1	6
61	так что	1	6
62	для него	6	6
63	именно в	2	6
64	дело в	2	6
65	его эпохи	1	6
66	в той	3	6
67	но это	3	6
68	во всяком	2	6
69	вряд ли	1	5
70	и то	2	5
71	то же	13	5
72	той же	3	5
73	в обеих	1	5
74	все эти	13	5
75	в нем	7	5
76	и по	3	5
77	в слове	1	5
78	такой же	3	5
79	в котором	1	5
80	в которых	2	5
81	никогда не	2	5
82	так как	3	5
83	тем что	3	5
84	и даже	1	5
85	нужно сказать	2	5
86	все это	10	5
87	жизни и	3	5
88	того времени	1	5
89	так же	5	5
90	как это	1	4
91	это и	1	4
92	в которой	2	4
93	в основу	1	4
94	в новом	1	4
95	что это	4	4
96	по словам	1	4
97	но все	4	4
98	том как	2	4
99	представление о	1	4
100	времени не	1	4
101	дело не	2	4
102	не имеет	3	4
103	же время	9	4
104	это слово	1	4
105	за что	2	4
106	в ее	1	4
107	что у	3	4
108	и что	1	4
109	во втором	1	4
110	этот вопрос	1	4
111	в качестве	9	4
112	никто не	10	4
113	мы находим	1	4
114	не было	3	4
115	к которому	1	4
116	в частности	1	4
117	как бы	7	4
118	тем более	1	4
119	еще более	2	4
120	это в	3	4
121	я уже	1	3
122	того же	3	3
123	и без	1	3
124	должна быть	1	3
125	эпохи в	1	3
126	конечно и	1	3
127	в ней	5	3
128	еще не	2	3
129	он был	3	3
130	в чем	2	3
131	своего рода	2	3
132	но не	1	3
133	по отношению	2	3
134	в истории	1	3
135	общего с	1	3
136	с этим	2	3
137	так называемая	1	3
138	как к	1	3
139	говорит что	2	3
140	не являются	1	3
141	ведь и	1	3
142	же это	1	3
143	поцелуй в	1	3
144	в каждом	1	3
145	связанные с	3	3
146	за то	3	3
147	в другом	1	3
148	и с	4	3
149	и тем	1	3
150	даже в	1	3
151	ни в	6	3
152	чем в	1	3
153	о которой	1	3
154	в изд	1	3
155	во время	3	3
156	в конце	8	3
157	а на	2	3
158	не по	1	3
159	в основе	1	3
160	в каком	1	3
161	обстоятельство что	1	3
162	в остальных	1	3
163	очень часто	3	3
164	в применении	1	3
165	должен быть	2	3
166	не трудно	1	3
167	об этом	1	3
168	поэтому в	1	3
169	его жизни	1	3
170	между тем	1	3
171	в двух	1	3
172	и так	2	3
173	по этому	3	3
174	в виде	1	3
175	в начале	1	3
176	возможно что	1	3
177	говорит о	1	3
178	на этот	1	3
179	применении к	1	3
180	в тех	1	3
181	с этой	1	3
182	и для	5	3
183	в результате	2	3
184	отношению к	2	3
185	в таком	1	3
186	ничего общего	1	3
187	отношения к	1	2
188	в первом	1	2
189	по его	1	2
190	зрения их	1	2
191	а как	1	2
192	мы имеем	2	2
193	мы не	2	2
194	не была	1	2
195	оба эти	1	2
196	в сущности	4	2
197	время как	1	2
198	подчеркнуть что	1	2
199	быть в	1	2
200	и большинство	1	2
201	совсем не	3	2
202	отношение к	2	2
203	иногда и	1	2
204	за пределы	1	2
205	в своем	9	2
206	есть в	6	2
207	целый ряд	4	2
208	в каком-то	1	2
209	от этого	3	2
210	думать что	1	2
211	то обстоятельство	1	2
212	в себе	11	2
213	но он	4	2
214	и те	3	2
215	но на	1	2
216	не могла	1	2
217	при этом	3	2
218	но именно	3	2
219	он не	4	2
220	чем у	1	2
221	на совершенно	1	2
222	свое время	2	2
223	что все	2	2
224	эта книга	1	2
225	при помощи	1	2
226	его в	3	2
227	в свой	1	2
228	и уже	1	2
229	места в	2	2
230	имеет ничего	1	2
231	никаких оснований	1	2
232	в такой	1	2
233	знает и	1	2
234	которые в	1	2
235	их в	2	2
236	части этого	1	2
237	тем самым	3	2
238	а иногда	1	2
239	она не	1	2
240	как о	3	2
241	на него	1	2
242	было не	1	2
243	ничего не	4	2
244	к концу	1	2
245	в сознании	1	2
246	что на	1	2
247	нет даже	1	2
248	начиная с	1	2
249	есть только	1	2
250	числе и	2	2
251	и это	5	2
252	на свой	1	2
253	в эпоху	7	2
254	то есть	20	2
255	материала и	1	2
256	а также	2	2
257	и все	14	2
258	все в	1	2
259	этому поводу	1	2
260	и во	2	2
261	то место	1	2
262	также в	1	2
263	более что	1	2
264	к нему	5	2
265	на которой	2	2
266	по своей	1	2
267	со всеми	2	2
268	с которыми	1	2
269	и у	5	2
270	уже в	5	2
271	свидетельствует о	2	2
272	раз я	2	2
273	который как	1	2
274	одно из	1	2
275	это место	1	2
276	у него	6	2
