N	3gram	Losev_Dial_1	Analitik
1	не может быть	3	16
2	в том что	7	9
3	в то же	4	8
4	в том чтобы	1	7
5	то же время	4	6
6	той или иной	3	6
7	что иное как	1	5
8	мы имеем дело	1	4
9	с точки зрения	12	4
10	и не в	1	4
11	не что иное	1	4
12	к тому же	1	4
13	о том что	2	3
14	в той или	1	3
15	из того что	1	3
16	и т п	2	3
17	для того чтобы	1	3
18	с одной стороны	2	3
19	не в том	1	3
20	есть не что	1	3
21	в полной мере	1	3
22	том или ином	1	3
23	в самом деле	1	2
24	то же самое	1	2
25	сами по себе	1	2
26	ни в коем	1	2
27	в этом отношении	2	2
28	того и другого	1	2
29	вместе с ним	1	2
30	в коем случае	1	2
31	далеко не всегда	1	2
32	но в то	1	2
33	с другой стороны	4	2
34	внутреннего и внешнего	6	2
35	коем случае не	1	2
36	тех или иных	1	2
37	ни с какой	4	1
38	или хотя бы	2	1
39	не может меня	1	1
40	я никогда не	2	1
41	и той же	1	1
42	более или менее	3	1
43	что для науки	1	1
44	как раз и	1	1
45	на том или	1	1
46	только в том	1	1
47	до сих пор	2	1
48	на точку зрения	2	1
49	сам по себе	6	1
50	и быть может	1	1
51	как мы увидим	1	1
52	и та же	2	1
53	а не с	1	1
54	на самом же	1	1
55	самим по себе	1	1
56	том что именно	1	1
57	по себе в	1	1
58	есть встреча двух	1	1
59	по крайней мере	4	1
60	то или иное	2	1
61	и дело не	1	1
62	говоря не в	1	1
63	имеем дело уже	1	1
64	одно и то	4	1
65	и в частности	2	1
66	что не есть	2	1
67	не есть в	1	1
68	или ином отношении	1	1
69	в данный момент	1	1
70	к своему собственному	1	1
71	на первый взгляд	1	1
72	и то же	4	1
73	и должно быть	1	1
74	с ним и	1	1
75	ни на что	2	1
76	она может быть	1	1
77	во всяком случае	2	1
78	одна и та	2	1
79	я не могу	1	1
80	перед нами два	1	1
81	случае не есть	2	1
82	что же касается	1	1
83	на что не	2	1
84	самом же деле	1	1
85	или не будет	1	1
86	а не ее	1	1
87	содержат в себе	2	1
88	между тем в	1	1
89	никогда не бывает	1	1
90	или иное логическое	1	1
91	в этом смысле	3	1
92	в связи с	1	1
93	к тому что	2	1
94	одной и той	1	1
95	друг с другом	1	1
96	дело не в	1	1
97	с той или	2	1
98	ничто не может	1	1
