N	3gram	Vinokur_Vv_1	Istorich
1	и т д	37	22
2	не может быть	8	7
3	тем не менее	8	6
4	с другой стороны	5	5
5	до сих пор	5	5
6	с одной стороны	4	4
7	в том что	12	4
8	дело в том	2	3
9	по отношению к	4	3
10	то же самое	2	3
11	точно так же	2	3
12	в связи с	2	3
13	т д все	2	3
14	о том что	12	3
15	но все же	3	3
16	можно было бы	3	3
17	этот вопрос мы	1	2
18	в зависимости от	1	2
19	в этих случаях	2	2
20	бы то ни	1	2
21	но и в	1	2
22	на этот вопрос	3	2
23	вместе с тем	3	2
24	и тем не	3	2
25	в конечном итоге	1	2
26	так же как	1	2
27	то ни было	1	2
28	же самое что	2	2
29	только в одном	1	2
30	как будто бы	2	2
31	в отличие от	3	2
32	в одном месте	1	2
33	большей или меньшей	2	2
34	само по себе	3	2
35	с самого начала	1	2
36	вопрос о том	5	2
37	по этому поводу	2	2
38	и в конце	1	1
39	здесь идет речь	1	1
40	до наших дней	1	1
41	что в этом	2	1
42	в другом месте	2	1
43	в прямом смысле	2	1
44	очевидно для всякого	1	1
45	не только по	1	1
46	нами не как	1	1
47	мы имеем дело	1	1
48	на котором он	2	1
49	какой бы то	1	1
50	прежде всего в	1	1
51	о природе и	1	1
52	не говоря уже	2	1
53	т е то	1	1
54	не только с	1	1
55	и в особенности	4	1
56	подобно тому как	1	1
57	в этом смысле	10	1
58	во многих случаях	1	1
59	никак не может	1	1
60	в соответствии с	2	1
61	в средние века	1	1
62	влечет за собой	2	1
63	в этом случае	6	1
64	одной стороны и	3	1
65	только тогда когда	1	1
66	представляет собой одно	1	1
67	так чтобы не	1	1
68	как один из	1	1
69	как раз наоборот	1	1
70	можно говорить о	1	1
71	исследования но в	1	1
72	т д мы	1	1
73	быта и т	2	1
74	так как если	1	1
75	а так как	2	1
76	только то что	1	1
77	не представляют собой	1	1
78	и т п	5	1
79	только на том	1	1
80	только одна сторона	1	1
81	говоря уже о	1	1
82	д все это	1	1
83	и что это	1	1
84	или объяснить свой	1	1
85	в значительной степени	1	1
86	пример показывает что	1	1
87	уже о том	1	1
88	а не только	1	1
89	это может быть	1	1
90	в том чтобы	5	1
91	дело не с	1	1
92	но в то	3	1
93	не только в	4	1
94	ответ на этот	1	1
95	один из крупнейших	1	1
96	нечто целое и	1	1
97	а есть только	1	1
98	о том какие	1	1
99	в том как	1	1
100	т е с	1	1
101	именно на этом	2	1
102	в большей или	1	1
103	в одном случае	1	1
104	не в том	2	1
105	не могут быть	2	1
106	тем или иным	1	1
107	т е при	1	1
108	должен был быть	1	1
109	может быть названо	4	1
110	в том отношении	3	1
111	на этом пути	1	1
112	соответствии с этим	1	1
113	д все эти	1	1
114	по себе не	1	1
115	другой стороны как	1	1
116	стоять на позиции	1	1
117	есть не что	2	1
118	до тех пор	1	1
119	что наряду с	1	1
120	и что такое	1	1
121	в первом случае	2	1
122	того или иного	1	1
123	что иное как	4	1
124	том отношении что	3	1
125	может вызвать сомнения	1	1
126	смысле этого слова	2	1
127	после того как	2	1
128	только в начале	1	1
129	уже не только	1	1
130	с течением времени	6	1
131	к тому что	1	1
132	не значит что	1	1
133	не что иное	4	1
134	не входят в	1	1
135	тех или иных	3	1
136	в реальной действительности	1	1
137	дело не в	1	1
138	и в этом	3	1
139	для того чтобы	21	1
140	при помощи которого	1	1
141	а именно в	1	1
142	все это не	1	1
143	т д а	2	1
144	или меньшей степенью	1	1
145	в этом отношении	3	1
