N	3gram	Propp_Isto_4	Problema
1	о том что	2	9
2	в связи с	2	7
3	тем не менее	2	5
4	с другой стороны	4	5
5	что иное как	3	3
6	и то что	5	3
7	точно так же	5	3
8	может быть только	1	3
9	вместе с тем	1	3
10	то время как	1	3
11	как будто бы	1	3
12	в то время	1	3
13	можно сказать что	1	3
14	после того как	2	3
15	не что иное	3	3
16	только тогда когда	1	3
17	потому что он	1	2
18	в том числе	1	2
19	до нас в	1	2
20	до сих пор	5	2
21	но и в	1	2
22	в данном случае	3	2
23	не может быть	4	2
24	и знает что	1	2
25	но все же	4	2
26	на то что	3	2
27	между небом и	1	1
28	то здесь мы	1	1
29	было то что	1	1
30	не только по	1	1
31	там где нет	1	1
32	здесь перед нами	1	1
33	как это мы	1	1
34	на небо и	1	1
35	во всем мире	1	1
36	со своим конем	1	1
37	о том как	1	1
38	имеется в виду	1	1
39	в своей работе	1	1
40	он все же	1	1
41	тому что в	1	1
42	но для нас	1	1
43	потому что у	1	1
44	о том чтобы	1	1
45	как мы увидим	1	1
46	речи о том	1	1
47	на вершину горы	1	1
48	то что этот	1	1
49	с этой стороны	2	1
50	этот мотив не	1	1
51	по всему миру	1	1
52	чем перейти к	1	1
53	вовсе не в	1	1
54	не потому что	1	1
55	таким образом мы	1	1
56	не только в	2	1
57	на задний план	2	1
58	в виду не	1	1
59	друг на друга	1	1
60	не только как	1	1
61	мы имеем у	1	1
62	указывает на то	1	1
63	содержит в себе	2	1
64	у древних греков	1	1
65	таким же образом	1	1
66	хотя бы на	1	1
67	и при помощи	1	1
68	что у него	1	1
69	хотя и в	1	1
70	входить в этот	1	1
71	путем трения двух	1	1
72	и тут же	1	1
73	мы увидим ниже	1	1
74	так и в	2	1
75	и вместе с	1	1
76	это и есть	1	1
77	у него есть	1	1
78	в большинстве случаев	1	1
79	то что и	1	1
80	отправляется на небо	1	1
81	небом и землей	1	1
82	и т д	24	1
83	на земле в	1	1
84	указывает на его	1	1
