N	3gram	Vinokur_Ku_3	Psycholo
1	для того чтобы	11	19
2	в том что	8	14
3	с одной стороны	4	12
4	в зависимости от	7	6
5	о том что	3	6
6	заключается в том	1	6
7	к тому что	1	6
8	мы увидим что	1	6
9	в самом деле	11	5
10	до сих пор	8	5
11	совершенно ясно что	2	5
12	с другой стороны	3	5
13	а с другой	3	4
14	не только не	1	4
15	по этому поводу	1	4
16	одним и тем	2	3
17	то же самое	1	3
18	сам по себе	3	3
19	вместе с тем	1	3
20	из того что	1	3
21	с тем что	1	3
22	на этот вопрос	1	3
23	то что он	1	3
24	и тем же	2	3
25	и т п	41	3
26	можно было бы	10	3
27	и т д	8	3
28	и того же	2	2
29	тех пор пока	4	2
30	потому что в	2	2
31	и той же	1	2
32	одного и того	2	2
33	в этом случае	4	2
34	может быть и	1	2
35	с точки зрения	16	2
36	принять во внимание	2	2
37	в отличие от	2	2
38	обратить внимание на	1	2
39	бы сказать что	3	2
40	потому что он	1	2
41	одной и той	1	2
42	так же как	1	2
43	в данном случае	4	2
44	в том чтобы	3	2
45	не только в	3	2
46	зависимости от того	3	2
47	ясно что в	1	2
48	именно в том	1	2
49	то что мы	1	2
50	само по себе	1	2
51	не может быть	3	2
52	и в самом	4	2
53	той или иной	5	2
54	до тех пор	4	2
55	друг от друга	1	2
56	это действительно так	1	2
57	на самом деле	3	2
58	именно потому что	1	2
59	всякий раз когда	1	1
60	что слово это	1	1
61	одному тому что	1	1
62	по одному тому	1	1
63	что сказано выше	2	1
64	с тем как	1	1
65	чуть ли не	1	1
66	мы имеем в	1	1
67	очевидно потому что	1	1
68	по отношению к	2	1
69	более или менее	2	1
70	в этом смысле	1	1
71	которое на самом	1	1
72	а в том	1	1
73	в силу того	1	1
74	и в этом	4	1
75	в одной из	1	1
76	именно на этом	1	1
77	в другом месте	1	1
78	для этого нам	1	1
79	эта заключается в	1	1
80	что он не	1	1
81	которые делают его	1	1
82	мы находим в	1	1
83	только то что	2	1
84	дело и в	1	1
85	в английском языке	1	1
86	этому поводу но	1	1
87	в противоположность этому	1	1
88	от нас и	1	1
89	с этой точки	1	1
90	по крайней мере	1	1
91	то или иное	2	1
92	не то что	1	1
93	в том случае	4	1
94	но все они	1	1
95	здесь могут быть	1	1
96	если же мы	1	1
97	мы не можем	1	1
98	в этом слове	1	1
99	к другому и	1	1
100	если мы возьмем	1	1
101	и обратиться к	1	1
102	и тот же	2	1
103	смысле этого слова	2	1
104	так как они	1	1
105	и при этом	1	1
106	бы для этого	1	1
107	не могут быть	2	1
108	и пространственные формы	2	1
109	как раз из	1	1
110	перенести и в	1	1
111	а не как	1	1
112	в такой мере	1	1
113	должно составить предмет	1	1
114	я имею в	2	1
115	и так как	1	1
116	от той или	1	1
117	один и тот	2	1
118	этой точки зрения	1	1
119	которое заключается в	1	1
120	того или иного	3	1
121	в русском языке	2	1
122	собственном смысле слова	1	1
123	имею в виду	2	1
124	когда мы говорим	1	1
125	из которых каждый	1	1
126	указывает нам на	1	1
127	самом деле есть	1	1
128	то обстоятельство что	3	1
129	вкладывал в него	1	1
130	в то время	1	1
131	зависимости от той	1	1
132	в свою очередь	1	1
133	в собственном смысле	1	1
134	после того как	4	1
135	те или иные	1	1
136	что в зависимости	2	1
137	в конечном счете	1	1
138	в целом ряде	1	1
139	один из самых	1	1
140	рядом с ними	1	1
141	в том смысле	1	1
142	что если мы	1	1
143	заключается в умении	1	1
144	силу того что	1	1
145	доказательство того что	1	1
146	формы и содержания	2	1
147	они как бы	1	1
