N	2gram	Propp_Isto_1	Formalny
1	т е	10	34
2	и в	28	24
3	художественного произведения	1	23
4	в его	5	23
5	прежде всего	10	22
6	и не	9	20
7	так и	9	18
8	и пр	4	17
9	не может	15	16
10	в этом	8	15
11	в нем	2	14
12	может быть	25	14
13	таким образом	8	13
14	и т	25	12
15	в своем	5	11
16	как и	4	11
17	в своей	1	11
18	в их	3	11
19	не менее	6	11
20	должно быть	2	11
21	социальной жизни	4	11
22	в ней	7	10
23	то же	12	10
24	вовсе не	2	10
25	и ее	1	10
26	и его	3	10
27	и их	3	10
28	а не	15	10
29	в то	3	9
30	и потому	2	9
31	все это	4	9
32	и на	4	8
33	как в	2	8
34	т д	22	8
35	и с	4	8
36	не в	9	8
37	в ее	2	8
38	именно в	3	8
39	то что	9	8
40	на самом	1	7
41	должна быть	5	7
42	не только	12	7
43	и от	2	7
44	но и	10	7
45	отношения к	2	6
46	еще не	7	6
47	отнюдь не	1	6
48	более или	5	6
49	в целом	2	6
50	все эти	4	6
51	в этой	6	6
52	как бы	2	6
53	или менее	5	6
54	она не	1	6
55	на основе	5	6
56	в пределах	4	6
57	и здесь	7	6
58	до сих	5	6
59	в том	9	6
60	было бы	7	6
61	как это	3	6
62	сих пор	5	6
63	и все	1	6
64	а в	7	6
65	хотя бы	4	5
66	во всех	2	5
67	одним словом	4	5
68	но в	8	5
69	при этом	3	5
70	в понимании	1	5
71	по себе	3	5
72	у нас	1	5
73	должны быть	4	5
74	должен быть	3	5
75	как мы	3	5
76	непосредственно в	2	5
77	того что	4	5
78	только на	1	5
79	со стороны	2	5
80	с другой	6	5
81	и др	7	5
82	по отношению	3	4
83	в истории	1	4
84	независимо от	1	4
85	и к	1	4
86	в которой	1	4
87	главным образом	1	4
88	не как	3	4
89	не из	1	4
90	задачи и	1	4
91	как о	2	4
92	друг друга	1	4
93	оно не	1	4
94	при таком	1	4
95	никогда не	14	4
96	если бы	8	4
97	для этого	3	4
98	в формах	1	4
99	мы увидим	10	4
100	с одной	4	4
101	конечно не	2	4
102	т п	1	4
103	одной стороны	4	4
104	в связи	4	4
105	в частности	2	4
106	отношению к	3	4
107	стороны и	1	4
108	что в	12	4
109	к этой	1	4
110	так же	7	4
111	во всяком	1	4
112	это и	1	3
113	мы не	10	3
114	зависимости от	2	3
115	связи со	1	3
116	время в	1	3
117	бы то	2	3
118	но не	5	3
119	и закономерности	1	3
120	значение и	2	3
121	метод и	1	3
122	все же	10	3
123	когда он	6	3
124	целый ряд	1	3
125	и как	2	3
126	в себе	2	3
127	так сказать	1	3
128	он не	2	3
129	всех этих	2	3
130	он должен	2	3
131	так например	6	3
132	то ни	2	3
133	материала и	2	3
134	его в	6	3
135	подходит к	1	3
136	в жизни	1	3
137	в них	1	3
138	они не	4	3
139	в отношении	1	3
140	в основе	4	3
141	связи с	4	3
142	сводится к	1	3
143	не по	2	3
144	материала в	1	3
145	всего в	2	3
146	к тому	6	3
147	здесь не	4	3
148	ясно что	2	3
149	воздействия на	1	3
150	бы в	2	3
151	и история	1	3
152	один из	4	3
153	или же	1	3
154	в большинстве	4	3
155	для него	2	3
156	в особенности	2	3
157	и даже	4	3
158	в области	2	3
159	не было	1	3
160	его как	2	3
161	смысле этого	1	3
162	или иного	1	3
163	ничем не	1	3
164	этого слова	1	3
165	дело идет	1	3
166	в основном	2	3
167	но это	4	3
168	каждой из	1	3
169	у них	1	3
170	между ними	2	3
171	что он	10	3
172	различны и	1	3
173	же как	2	2
174	чтобы не	3	2
175	и это	1	2
176	тех же	1	2
177	в зависимости	2	2
178	и должен	3	2
179	в году	1	2
180	его не	1	2
181	а как	1	2
182	вопрос о	5	2
183	всем этим	1	2
184	не найдем	1	2
185	как если	1	2
186	а только	2	2
187	уже как	1	2
188	эта связь	1	2
189	из возможных	1	2
190	с этим	4	2
191	однако не	2	2
192	в действительности	2	2
193	от этого	2	2
194	впечатление что	1	2
195	он в	2	2
196	в нашем	1	2
197	и если	2	2
198	и вот	2	2
199	том чтобы	2	2
200	и более	1	2
201	но ведь	1	2
202	но все	4	2
203	могла бы	1	2
204	того или	1	2
205	каждого элемента	1	2
206	в работе	1	2
207	это не	7	2
208	действительности в	1	2
209	с начала	1	2
210	действий и	1	2
211	в художественную	1	2
212	с тем	4	2
213	мы видели	2	2
214	фигурирует в	1	2
215	нисколько не	2	2
216	в эту	1	2
217	не так	2	2
218	таким же	1	2
219	почти не	3	2
220	войти в	1	2
221	на всю	1	2
222	бы быть	3	2
223	раз и	3	2
224	на него	4	2
225	к другим	1	2
226	ничего не	2	2
227	одна из	2	2
228	в самой	1	2
229	к ней	1	2
230	во всем	3	2
231	нам важно	1	2
232	от их	1	2
233	своей книге	1	2
234	еще одна	2	2
235	от нее	1	2
236	не есть	2	2
237	происходит и	1	2
238	или для	1	2
239	приводит к	2	2
240	как с	1	2
241	на нее	2	2
242	не с	3	2
243	для всякого	1	2
244	еще в	2	2
245	с ним	2	2
246	и должно	3	2
247	исследования и	1	2
248	и что	10	2
249	или на	3	2
250	и художественная	1	2
251	не выходит	2	2
252	все в	1	2
253	между тем	2	2
254	что и	6	2
255	во всей	2	2
256	в другой	1	2
257	нем и	1	2
258	действительности не	1	2
259	производства и	1	2
260	только в	11	2
261	несколько подробнее	1	2
262	уже не	3	2
263	не можем	3	2
264	если мы	3	2
265	не дает	2	2
266	большинстве случаев	4	2
267	его и	2	2
268	точка зрения	2	2
269	в одном	5	2
270	иначе как	1	2
271	сами по	1	2
272	и со	1	2
273	как раз	2	2
274	и глубже	1	2
275	здесь в	2	2
276	не на	2	2
277	была бы	2	2
278	но есть	1	2
279	все более	1	2
280	вступает в	2	2
281	вместе с	6	2
282	по существу	5	2
283	к которому	5	2
284	для этой	1	2
285	таком положении	1	2
286	в результате	1	2
287	ни было	2	2
288	одной из	2	2
289	только как	1	2
290	в системе	1	2
291	материала как	1	2
292	на своем	1	2
293	что такое	2	2
294	как таковое	1	2
295	нас не	3	2
296	лежащую в	1	1
297	с природой	2	1
298	ту же	1	1
299	можно говорить	1	1
300	но кроме	1	1
301	также и	3	1
302	например в	5	1
303	ложные представления	1	1
304	начинается с	3	1
305	мы здесь	3	1
306	он может	1	1
307	и есть	1	1
308	в первом	1	1
309	и чрезвычайно	1	1
310	также что	1	1
311	из его	1	1
312	едва ли	1	1
313	и этот	1	1
314	мы уже	1	1
315	в и	1	1
316	которую мы	1	1
317	и наш	1	1
318	это делали	1	1
319	а для	2	1
320	ему в	3	1
321	сюжет или	2	1
322	это время	2	1
323	xix века	2	1
324	говоря уже	1	1
325	как таковая	2	1
326	действиях в	1	1
327	и всего	1	1
328	чем это	4	1
329	совсем не	1	1
330	к которой	1	1
331	мешает ему	1	1
332	иногда и	1	1
333	иначе не	1	1
334	или иное	1	1
335	связи и	2	1
336	мы дадим	1	1
337	без другого	2	1
338	вот как	1	1
339	за этим	1	1
340	очень трудно	1	1
341	не хватает	1	1
342	ней в	1	1
343	словом в	1	1
344	как нам	1	1
345	перед нами	3	1
346	глубже чем	1	1
347	в единый	1	1
348	хотя и	1	1
349	реальной действительности	1	1
350	и прочно	1	1
351	увидим что	5	1
352	для исследователя	2	1
353	в этот	1	1
354	то в	1	1
355	та же	1	1
356	ни один	6	1
357	мы получаем	1	1
358	из этих	1	1
359	так в	4	1
360	может считаться	1	1
361	своей теории	1	1
362	детали и	1	1
363	как он	2	1
364	на то	4	1
365	быть только	1	1
366	этого отражения	1	1
367	противном случае	1	1
368	как оно	2	1
369	тем не	6	1
370	чтобы установить	1	1
371	и легко	1	1
372	они в	1	1
373	не значит	1	1
374	этого нельзя	1	1
375	области как	1	1
376	этой книге	1	1
377	что нужно	2	1
378	так часто	2	1
379	это значение	2	1
380	какой бы	1	1
381	на наш	1	1
382	и по	3	1
383	на этом	3	1
384	или иных	1	1
385	это конечно	3	1
386	непосредственно а	1	1
387	ей в	1	1
388	некоторые элементы	1	1
389	связанных с	1	1
390	и определить	1	1
391	свои специфические	1	1
392	при которой	1	1
393	этом смысле	1	1
394	мы постараемся	2	1
395	должен был	3	1
396	лучше чем	1	1
397	и тем	2	1
398	за ней	1	1
399	который сам	1	1
400	но уже	2	1
401	нет в	2	1
402	это положение	2	1
403	ни одной	2	1
404	этого не	1	1
405	и уже	1	1
406	и тогда	3	1
407	не мог	1	1
408	этот материал	3	1
409	исторической действительности	7	1
410	в этих	7	1
411	подготовки и	1	1
412	и другие	4	1
413	все элементы	1	1
414	что если	2	1
415	к тем	1	1
416	какого-нибудь элемента	1	1
417	еще менее	1	1
418	соприкосновение с	1	1
419	на данный	1	1
420	в такой	2	1
421	в котором	3	1
422	бы к	1	1
423	почва для	1	1
424	в отличие	2	1
425	знаем что	1	1
426	бы мы	2	1
427	своего рода	1	1
428	от его	1	1
429	но здесь	1	1
430	пр каждый	1	1
431	в силу	5	1
432	но он	1	1
433	друг другу	1	1
434	и эти	3	1
435	есть еще	2	1
436	тому чтобы	1	1
437	не знает	5	1
438	и вся	1	1
439	тому что	1	1
440	а отсюда	1	1
441	и развивается	1	1
442	можно указать	1	1
443	самого начала	2	1
444	в русской	2	1
445	эти формы	3	1
446	мышления и	1	1
447	на котором	3	1
448	и притом	1	1
449	у этой	1	1
450	говорить о	1	1
451	организацией и	1	1
452	того чтобы	1	1
453	его от	1	1
454	не лучше	1	1
455	на себя	1	1
456	он хочет	1	1
457	по своей	2	1
458	на природу	2	1
459	потому что	4	1
460	иногда не	4	1
461	на которой	1	1
462	только с	2	1
463	этом отношении	1	1
464	эту сторону	1	1
465	однако это	3	1
466	том отношении	1	1
467	уже о	1	1
468	в мифе	2	1
469	не могут	2	1
470	относиться к	1	1
471	есть только	3	1
472	могут быть	4	1
473	лежит в	1	1
474	же что	1	1
475	сверху и	1	1
476	вопрос и	1	1
477	по возможности	1	1
478	этом они	1	1
479	науки в	1	1
480	и материал	1	1
481	значение это	1	1
482	этого целого	1	1
483	как один	1	1
484	необходимо еще	1	1
485	последнее время	1	1
486	с самого	2	1
487	слова а	1	1
488	если они	1	1
489	что у	1	1
490	поэтому мы	1	1
491	в образе	3	1
492	только через	3	1
493	здесь он	1	1
494	оно все	1	1
495	не должны	1	1
496	каждый исследователь	1	1
497	пройти мимо	2	1
498	по сравнению	1	1
499	что от	2	1
500	за этими	1	1
501	в способах	1	1
502	в головах	1	1
503	о ней	1	1
504	не теряя	1	1
505	мы всегда	1	1
506	в другом	3	1
507	и зависит	1	1
508	другими словами	4	1
509	а также	1	1
510	может не	1	1
511	с соответствующими	1	1
512	происходит не	1	1
513	второй половины	1	1
514	и социальной	1	1
515	отражением в	2	1
516	связь между	3	1
517	переворот во	1	1
518	или мотив	1	1
519	должно было	1	1
520	и хорошо	1	1
521	быть ограничен	1	1
522	в языке	1	1
523	и стала	1	1
524	в форме	3	1
525	приводит и	1	1
526	вслед за	6	1
527	иногда очень	1	1
528	в свете	2	1
529	стороны как	1	1
530	видим что	9	1
531	в современной	3	1
532	как из	1	1
533	она дает	2	1
534	мысли не	1	1
535	не непосредственно	3	1
536	не решается	1	1
537	мы видим	11	1
538	через которую	2	1
539	к высшей	2	1
540	проникнуть в	1	1
541	в стороне	3	1
542	такая работа	1	1
543	очень много	3	1
544	страх перед	1	1
545	который в	1	1
546	и требует	1	1
547	не мешает	1	1
548	в предисловии	1	1
549	именно на	2	1
550	так что	4	1
551	всего мы	1	1
552	для всех	2	1
553	он их	1	1
554	в сторону	1	1
555	себя в	2	1
556	борьбы с	2	1
557	слова в	1	1
558	в виде	2	1
559	не исчерпывает	1	1
560	два звена	1	1
561	в понятие	2	1
562	от других	1	1
563	оно всегда	1	1
564	или даже	3	1
565	в данной	2	1
566	из них	3	1
567	мы знаем	4	1
568	был бы	2	1
569	мы рассматривали	1	1
570	отражает в	1	1
571	никто не	2	1
572	у нее	1	1
573	с этими	1	1
574	так как	6	1
575	нужно знать	1	1
576	как его	1	1
577	но что	1	1
578	у него	1	1
579	отличие от	2	1
580	не выходя	1	1
581	связи в	1	1
582	этим же	1	1
583	явлений в	2	1
584	отношении что	1	1
585	в руки	3	1
586	явно не	1	1
587	того она	1	1
588	но из	1	1
589	же деле	1	1
590	исходили из	1	1
591	связан с	1	1
592	ней и	1	1
593	даже не	2	1
594	одном месте	2	1
595	их разрешения	1	1
596	основная задача	1	1
597	литературу и	1	1
598	что они	5	1
599	а именно	4	1
