N	3gram	Bakhtin_sl_1	Myshleni
1	в том что	1	21
2	с точки зрения	8	18
3	для того чтобы	1	10
4	с одной стороны	4	7
5	во всяком случае	5	6
6	в зависимости от	3	6
7	не может быть	1	6
8	можно было бы	2	5
9	о том что	1	4
10	лежит в основе	1	3
11	в отличие от	1	3
12	как мы уже	2	3
13	в этом отношении	1	3
14	в данном случае	3	3
15	на протяжении всего	1	2
16	друг с другом	2	2
17	с таким же	1	2
18	хотя бы и	3	2
19	более или менее	3	2
20	или во всяком	2	2
21	и самый язык	1	2
22	если бы мы	1	2
23	пробным камнем для	1	2
24	поставить в один	1	1
25	на предмет если	1	1
26	с самого начала	1	1
27	мы все время	1	1
28	данном случае не	1	1
29	включает в себя	1	1
30	бы то ни	1	1
31	могла бы быть	1	1
32	и в частности	1	1
33	в сущности и	1	1
34	именно потому что	1	1
35	рано или поздно	1	1
36	как и в	1	1
37	можно сказать что	1	1
38	не только не	1	1
39	в один ряд	1	1
40	точка зрения в	1	1
41	до сих пор	2	1
42	то ни было	1	1
43	у нас в	1	1
44	прежде всего как	1	1
45	имеем в виду	1	1
46	в своей книге	1	1
47	с другой стороны	4	1
48	оно не может	1	1
49	было бы невозможно	1	1
50	с помощью которых	1	1
51	этой точки зрения	1	1
52	там где нет	1	1
53	мы не знаем	1	1
54	и не могут	1	1
55	генетическом родстве с	1	1
56	на самом же	1	1
57	одной из них	1	1
58	отличается от того	1	1
59	в процессе своего	1	1
60	в том и	2	1
61	вне поля зрения	1	1
62	той или иной	9	1
63	мы имеем в	1	1
64	между словом и	1	1
65	не могут быть	2	1
66	на одной из	1	1
67	которые играют в	1	1
68	как мы видели	1	1
69	в той или	9	1
70	направленность на предмет	1	1
71	на ту же	2	1
72	в свое время	1	1
73	самом же деле	1	1
74	в известном смысле	2	1
75	к действительности и	1	1
76	не может не	5	1
77	перед нами в	1	1
78	как бы ни	2	1
79	это не только	1	1
80	дело в том	1	1
81	не входит в	1	1
82	как в отношении	1	1
83	свою точку зрения	1	1
84	эта точка зрения	1	1
85	никогда не может	1	1
86	рядом друг с	1	1
87	и с точки	1	1
88	это было бы	1	1
89	что для нас	1	1
90	все же и	1	1
