N	4gram	Bakhtin_Pr_4	Formalny
1	в то же время	5	7
2	с точки зрения его	1	3
3	и не может быть	5	3
4	и в то же	1	2
5	на самом же деле	1	2
6	нет и не может	2	2
7	одним и тем же	1	2
8	в одной плоскости с	1	1
9	которые сами по себе	1	1
10	в том числе и	3	1
11	в собственном смысле слова	1	1
12	в значительной степени определяется	1	1
13	по мере того как	1	1
14	с точки зрения своей	1	1
15	моментом которого оно является	1	1
16	мы имеем в виду	3	1
17	мы уже указывали на	1	1
18	иметь в виду что	1	1
19	нужно иметь в виду	1	1
20	сами по себе лишены	1	1
21	с другой стороны и	1	1
22	дело в том что	1	1
23	не забывает своего пути	1	1
24	увидеть и показать такие	1	1
