N	3gram	Bakhtin_Fr_8	Literetu
1	то же время	10	7
2	в то же	10	7
3	в этом отношении	1	5
4	в отличие от	1	5
5	к тому же	1	5
6	по отношению к	1	4
7	в данном случае	2	4
8	с одной стороны	2	4
9	о том что	2	4
10	в том что	6	4
11	в том числе	3	3
12	с точки зрения	2	3
13	не может быть	2	3
14	состоит в том	1	2
15	в самом деле	1	2
16	подобно тому как	1	2
17	то же самое	1	2
18	одной стороны и	1	2
19	бы то ни	2	2
20	но и в	1	2
21	том числе и	2	2
22	и в частности	1	2
23	в первой половине	1	2
24	то ни было	1	2
25	с другой стороны	2	2
26	и вместе с	1	2
27	и в самом	1	2
28	той или иной	1	2
29	мира в слове	1	2
30	в другом месте	3	1
31	это уже не	1	1
32	в той или	1	1
33	в этом контексте	1	1
34	на самом деле	1	1
35	о том как	1	1
36	и там где	1	1
37	же время в	1	1
38	вместе с тем	1	1
39	в те годы	1	1
40	несмотря на его	1	1
41	и то что	1	1
42	в самом начале	1	1
43	и еще раз	1	1
44	в действительности же	1	1
45	но при этом	1	1
46	и только в	1	1
47	и при этом	1	1
48	в связи с	3	1
49	автора и его	1	1
50	вопрос о том	1	1
51	по своей сущности	1	1
52	и наконец в	1	1
53	как бы в	1	1
54	для того чтобы	2	1
55	сказать и о	1	1
56	при этом как	1	1
57	более или менее	2	1
58	но одновременно он	1	1
59	не только не	2	1
60	в этой системе	1	1
61	может и не	1	1
62	с жизнью и	1	1
63	мы уже не	1	1
64	книге о рабле	1	1
65	это как бы	1	1
66	никогда не бывает	1	1
67	которой нет в	1	1
68	в какой-то мере	1	1
69	и не имеет	1	1
70	в глубине души	1	1
