N	4gram	Vinokur_Ku_1	Dialekti
1	одно и то же	1	4
2	не потому что она	1	3
3	не что иное как	1	3
4	в том смысле что	1	3
5	в то же время	2	3
6	т д и т	2	2
7	по крайней мере в	1	2
8	д и т д	2	2
9	и т д и	2	2
10	и т д не	1	2
11	т д все это	1	1
12	в одно и то	1	1
13	в том что он	3	1
14	и с точки зрения	1	1
15	до сих пор я	1	1
16	потому что он есть	1	1
17	точно так же как	1	1
18	и в то же	1	1
19	и т д все	1	1
20	уже само по себе	1	1
21	и вместе с тем	1	1
22	по мере того как	3	1
23	не в том что	1	1
24	в том что она	1	1
25	заключается в том что	2	1
26	но дело не в	1	1
27	вовсе не в том	1	1
