N	3gram	Vinokur_St_1	Hudozhes
1	по отношению к	3	10
2	то же время	4	6
3	в то же	4	6
4	с другой стороны	6	5
5	той или иной	1	5
6	в том что	17	5
7	с точки зрения	8	3
8	тем не менее	2	3
9	того или иного	4	3
10	в этом смысле	1	3
11	в той или	1	2
12	мы имеем дело	1	2
13	в том и	1	2
14	и в то	1	2
15	с одной стороны	2	2
16	в стилистическом отношении	1	2
17	а с другой	1	2
18	так или иначе	2	2
19	для того чтобы	10	2
20	тем или иным	3	2
21	том числе и	2	2
22	в том числе	2	2
23	к тому что	1	2
24	однако и в	1	1
25	я думаю что	4	1
26	том отношении что	2	1
27	одним и тем	2	1
28	в настоящее время	1	1
29	в этом случае	2	1
30	в одной из	1	1
31	в зависимости от	1	1
32	в таких случаях	1	1
33	в иных случаях	2	1
34	что он не	1	1
35	бы то ни	1	1
36	ведь это не	1	1
37	только то что	1	1
38	с которыми он	1	1
39	говорит что он	1	1
40	точно так же	1	1
41	для него не	1	1
42	по крайней мере	2	1
43	из этих двух	2	1
44	то или иное	3	1
45	в том случае	1	1
46	может быть и	2	1
47	как раз в	2	1
48	содержит в себе	1	1
49	можно даже сказать	1	1
50	в той мере	1	1
51	и по отношению	1	1
52	во втором случае	2	1
53	имеем дело с	2	1
54	же время оно	1	1
55	и не могла	1	1
56	в первую очередь	2	1
57	в том отношении	4	1
58	так же как	3	1
59	и в том	2	1
60	в свое время	2	1
61	в то время	2	1
62	а в том	1	1
63	имеем перед собой	1	1
64	даже сказать что	1	1
65	к особенностям его	1	1
66	о том что	11	1
67	можно сказать не	1	1
68	и в самом	3	1
69	в статье о	2	1
70	речь идет о	2	1
71	ту или иную	1	1
72	бы они ни	1	1
73	они ни были	1	1
74	мере в какой	2	1
75	в данном отношении	5	1
76	друг от друга	1	1
77	той мере в	1	1
78	и тем же	2	1
79	дело не в	2	1
80	он не только	1	1
81	быть не может	1	1
82	по тем или	1	1
83	в соответствии с	1	1
84	том что он	1	1
85	не может быть	5	1
86	как и в	2	1
