N	3gram	Berdyaev_M_1	FransuaR
1	в том что	1	6
2	до сих пор	2	4
3	в отличие от	1	4
4	нужно сказать что	1	4
5	даже и в	1	3
6	так и не	1	3
7	выходит за пределы	1	3
8	в своей книге	1	2
9	но и в	4	2
10	и у других	1	2
11	ни к какому	1	2
12	во всех этих	1	2
13	и в том	1	2
14	в значительной степени	1	2
15	всего того что	1	2
16	на протяжении всего	1	2
17	не знает и	1	2
18	особый род его	1	1
19	между людьми и	1	1
20	для него не	1	1
21	потому что он	1	1
22	нет и не	1	1
23	не только художественная	1	1
24	по отношению к	2	1
25	имеем в виду	1	1
26	одно из самых	2	1
27	нет всего того	1	1
28	в самом деле	1	1
29	мир к человеку	1	1
30	и не может	2	1
31	в нем все	1	1
32	и он не	1	1
33	он знает только	1	1
34	к человеку и	1	1
35	к тому чтобы	2	1
36	для нас в	1	1
37	и ничего не	1	1
38	в самых глубинах	1	1
39	писателей мировой литературы	1	1
40	до конца и	1	1
41	xix века в	2	1
42	это прежде всего	1	1
43	века в эпоху	1	1
44	и связанной с	1	1
45	это характерно для	1	1
46	не могут быть	2	1
47	все более и	1	1
48	во всяком случае	1	1
49	в самой глубине	4	1
50	он не знает	2	1
51	мира и человека	1	1
52	но не только	1	1
53	как бы в	1	1
54	не может быть	17	1
55	как и всякая	1	1
56	нем нет ничего	1	1
57	бросается в глаза	1	1
58	в нем нет	1	1
59	никогда не может	2	1
60	более и более	1	1
61	мы имеем в	1	1
62	для того чтобы	2	1
63	в вопросе о	1	1
64	но это не	1	1
65	быть отнесена к	1	1
66	в отношении к	1	1
67	и в нем	3	1
68	не только в	2	1
69	во многих отношениях	1	1
70	и шекспира он	1	1
