N	3gram	Vygotskiy__1	Tvorches
1	в том что	9	6
2	о том что	7	5
3	в конечном счете	3	4
4	дело в том	1	3
5	с самого начала	1	3
6	та же самая	2	2
7	с там же	1	2
8	на самом деле	2	2
9	при этом он	1	2
10	и т п	15	2
11	точно так же	3	2
12	не только в	1	2
13	можно сказать что	1	2
14	в этом романе	1	2
15	тем не менее	2	2
16	что иное как	1	1
17	не может не	1	1
18	хотя и не	2	1
19	еще далеко не	1	1
20	в основе всех	1	1
21	но она не	1	1
22	в прямом смысле	1	1
23	и того же	1	1
24	мы никогда не	4	1
25	в настоящее время	2	1
26	то же самое	2	1
27	в том же	1	1
28	до сих пор	3	1
29	сами по себе	1	1
30	в отличие от	3	1
31	а может быть	1	1
32	только то что	1	1
33	не могут быть	1	1
34	то что в	1	1
35	а вместе с	1	1
36	заключает в себе	1	1
37	война и мир	1	1
38	и по самому	1	1
39	вместе с тем	2	1
40	традиционное представление о	1	1
41	не то что	1	1
42	и тем не	1	1
43	полном согласии с	1	1
44	ту или иную	1	1
45	как к объекту	1	1
46	бы и в	1	1
47	в этой области	1	1
48	в его произведении	1	1
49	могут быть названы	1	1
50	с одной стороны	5	1
51	в конце концов	3	1
52	в известном смысле	1	1
53	это имеет место	1	1
54	в связи с	1	1
55	что у него	3	1
56	мы все время	1	1
57	бросается в глаза	1	1
58	у него в	1	1
59	по себе а	2	1
60	имел в виду	1	1
61	заключается в том	6	1
62	не означает что	2	1
63	в свою очередь	1	1
64	у него есть	1	1
65	и в самом	2	1
66	но даже в	1	1
67	формы в то	1	1
68	он не может	1	1
69	один из самых	1	1
70	с другой стороны	5	1
71	и вследствие этого	1	1
72	одного и того	1	1
73	что в каждом	1	1
74	в полном согласии	1	1
75	и учение о	1	1
76	не что иное	1	1
77	он создает себе	1	1
78	из внешних условий	1	1
79	в согласии с	1	1
80	как и в	4	1
81	дело не в	1	1
82	к тому же	1	1
83	отметить что в	1	1
84	при этом она	1	1
85	и т д	8	1
