N	3gram	Tiupa_Anal_2	Myshleni
1	в том что	6	31
2	заключается в том	1	14
3	с точки зрения	2	11
4	с одной стороны	4	9
5	в этом смысле	2	8
6	с другой стороны	2	8
7	то же самое	1	7
8	в этом отношении	3	7
9	и тот же	1	7
10	друг с другом	1	7
11	в самом деле	1	6
12	одно и то	1	6
13	и то же	1	6
14	можно было бы	2	5
15	не только не	2	5
16	в первую очередь	1	4
17	с этой точки	1	4
18	и то что	2	4
19	этой точки зрения	1	4
20	и тем самым	2	4
21	на то что	2	4
22	в обоих случаях	2	3
23	состоит в том	4	3
24	в этом случае	4	3
25	между тем как	1	3
26	точно так же	1	3
27	в равной мере	1	3
28	одним и тем	1	3
29	и тем же	1	3
30	в связи с	1	3
31	о том что	6	3
32	и те же	1	3
33	речь идет о	1	3
34	одни и те	1	3
35	в отличие от	2	2
36	но и в	1	2
37	к тому или	1	2
38	те же слова	1	2
39	содержит в себе	3	2
40	в данном случае	5	2
41	в противоречие с	1	2
42	и тогда когда	1	2
43	как и на	1	2
44	в целом ряде	1	2
45	в свое время	1	2
46	в свою очередь	1	2
47	подобно тому как	3	2
48	тому или иному	1	2
49	на всем протяжении	1	2
50	в том смысле	1	2
51	если бы он	1	1
52	не в состоянии	1	1
53	что иное как	1	1
54	одних и тех	1	1
55	уже содержит в	1	1
56	включающий в себя	1	1
57	прежде всего в	1	1
58	как бы не	1	1
59	имеет место в	1	1
60	и даже не	1	1
61	внимание на то	1	1
62	то что с	1	1
63	в поле зрения	2	1
64	и во всех	1	1
65	как это ни	1	1
66	вступает в противоречие	1	1
67	как это свойственно	1	1
68	мы узнаем из	1	1
69	в игре на	1	1
70	и тех же	1	1
71	этом случае в	1	1
72	значении этого слова	1	1
73	предполагает не только	2	1
74	то и другое	1	1
75	и тем что	1	1
76	которые могут быть	1	1
77	к тому что	1	1
78	они относятся к	1	1
79	не только в	2	1
80	на этот раз	1	1
81	возвращает нас к	1	1
82	так и на	1	1
83	как один из	1	1
84	мы имеем дело	3	1
85	в действительности и	1	1
86	имеем дело с	1	1
87	как в этом	1	1
88	как мы это	1	1
89	к тому же	4	1
90	не может быть	1	1
91	едва ли не	2	1
92	только то что	1	1
93	по отношению к	4	1
94	том смысле что	1	1
95	с другом в	1	1
96	можно сказать что	1	1
97	в этих случаях	1	1
98	не только на	1	1
99	они могут быть	1	1
100	не что иное	1	1
101	тех или иных	2	1
102	тем не менее	3	1
103	том что одно	1	1
104	как и в	3	1
105	не может остаться	1	1
