N	3gram	Propp_Russ_1	Myshleni
1	в том что	15	31
2	с точки зрения	3	11
3	в этом отношении	1	7
4	в собственном смысле	1	7
5	друг с другом	1	7
6	что в основе	1	6
7	и того же	1	5
8	можно было бы	1	5
9	так же как	1	5
10	одного и того	1	5
11	же как и	1	4
12	на то что	1	4
13	состоит в том	8	3
14	в этом случае	5	3
15	вместе с тем	6	3
16	в себе и	1	3
17	с тем что	1	3
18	точно так же	1	3
19	во всяком случае	1	3
20	в связи с	4	3
21	о том что	4	3
22	и те же	1	3
23	как мы уже	1	3
24	одни и те	1	3
25	так как в	1	2
26	в настоящее время	3	2
27	состояла в том	1	2
28	и не только	1	2
29	в отличие от	1	2
30	в данном случае	1	2
31	мы видим что	1	2
32	в какой степени	2	2
33	но вместе с	1	2
34	в целом ряде	1	2
35	в свою очередь	2	2
36	к выводу что	2	2
37	подобно тому как	1	2
38	как мы видели	1	2
39	том что в	6	1
40	что иное как	2	1
41	что в истории	1	1
42	что в этом	2	1
43	так как это	1	1
44	по этому вопросу	1	1
45	это означает что	1	1
46	на самом деле	1	1
47	не совсем так	1	1
48	том что это	1	1
49	и в нашем	1	1
50	как это ни	1	1
51	и та же	1	1
52	при этом не	1	1
53	что и те	1	1
54	одном и том	1	1
55	значении этого слова	1	1
56	так как он	1	1
57	к тому что	4	1
58	имеет совершенно другой	1	1
59	здесь мы имеем	1	1
60	не только в	1	1
61	по своему происхождению	1	1
62	и том же	1	1
63	так как они	2	1
64	не во всей	1	1
65	приходит к выводу	1	1
66	и как бы	1	1
67	самом деле как	1	1
68	свое внимание на	1	1
69	друг к другу	2	1
70	одна и та	1	1
71	сомнения в том	1	1
72	не только у	2	1
73	это слово к	1	1
74	не имеет ничего	1	1
75	этого вопроса в	1	1
76	в то время	1	1
77	по отношению к	1	1
78	в русском языке	1	1
79	так например в	1	1
80	в своем значении	1	1
81	ничего общего с	1	1
82	и что следовательно	1	1
83	в чем именно	1	1
84	вопрос о том	1	1
85	но все же	2	1
86	она показывает что	1	1
87	можно сказать что	1	1
88	в этих случаях	1	1
89	не только на	2	1
90	после того как	2	1
91	собой не что	1	1
92	все же не	2	1
93	не что иное	2	1
94	тем не менее	3	1
95	приводит нас к	1	1
96	как и в	1	1
97	что и в	1	1
98	только тогда когда	1	1
99	мы увидим что	1	1
100	приводят нас к	1	1
101	этого слова в	1	1
