N	2gram	Tiupa_Narr_2	RusskieA
1	и в	13	36
2	не только	26	22
3	том что	13	19
4	что в	4	19
5	в том	14	17
6	но и	15	16
7	во время	2	14
8	xix в	2	13
9	в этом	13	12
10	в других	2	11
11	и т	2	10
12	в xix	1	10
13	это не	3	10
14	как и	4	10
15	как мы	1	10
16	вместе с	1	10
17	потому что	2	10
18	об этом	4	9
19	а в	9	9
20	состоит в	12	8
21	и по	3	8
22	у нас	2	8
23	о том	5	8
24	на могилах	1	8
25	один из	3	8
26	может быть	10	8
27	как это	4	8
28	что они	3	7
29	так и	9	7
30	между тем	3	7
31	что и	2	7
32	представляют собой	2	7
33	мы не	2	6
34	в виде	2	6
35	таким образом	5	6
36	при этом	14	6
37	видно что	2	6
38	не имеет	2	6
39	уже не	4	6
40	и не	14	6
41	все это	1	6
42	для нас	2	6
43	будто бы	1	6
44	то что	8	6
45	как в	5	5
46	все же	6	5
47	в которых	1	5
48	как будто	1	5
49	с ними	3	5
50	и у	4	5
51	одно из	2	5
52	в течение	2	5
53	как бы	6	5
54	мы имеем	3	4
55	еще не	2	4
56	во всех	1	4
57	представляет собой	16	4
58	после этого	1	4
59	с собой	1	4
60	входит в	1	4
61	из этих	2	4
62	тому что	3	4
63	вплоть до	1	4
64	на кладбище	1	4
65	одна из	3	4
66	связи с	1	4
67	к тому	9	4
68	еще в	1	4
69	и что	2	4
70	и их	1	4
71	тем что	1	4
72	а с	2	4
73	того что	6	4
74	но это	2	4
75	в связи	1	4
76	как уже	2	4
77	не может	8	4
78	только в	11	4
79	к этому	1	4
80	как правило	3	3
81	своего рода	9	3
82	в своем	6	3
83	не можем	1	3
84	что это	4	3
85	на этом	1	3
86	то же	4	3
87	далеко не	5	3
88	несмотря на	2	3
89	в этих	1	3
90	точки зрения	5	3
91	таким же	1	3
92	с точки	2	3
93	она в	1	3
94	тем не	5	3
95	но они	1	3
96	их в	1	3
97	не менее	4	3
98	этого обряда	1	3
99	ничего не	6	3
100	на дворе	1	3
101	приводит к	1	3
102	к жизни	1	3
103	не с	1	3
104	то есть	9	3
105	или на	1	3
106	а также	6	3
107	также в	1	3
108	в качестве	14	3
109	только на	2	3
110	в одном	1	3
111	в области	2	3
112	на этот	1	3
113	о чем	2	3
114	так же	2	3
115	по содержанию	1	3
116	в это	1	3
117	на других	1	3
118	и к	6	3
119	в свою	2	3
120	но эти	1	3
121	например в	1	2
122	которого в	1	2
123	е годы	1	2
124	между двумя	1	2
125	к другому	2	2
126	но она	1	2
127	что иное	1	2
128	на себя	1	2
129	это время	1	2
130	в ней	2	2
131	иное как	1	2
132	на самом	2	2
133	но не	3	2
134	тогда как	15	2
135	не просто	1	2
136	в е	1	2
137	отнюдь не	4	2
138	как по	3	2
139	что именно	1	2
140	хотя и	5	2
141	и как	1	2
142	его к	1	2
143	но в	6	2
144	так на	1	2
145	в целом	3	2
146	все эти	3	2
147	в нашем	2	2
148	как он	2	2
149	что она	2	2
150	в нем	5	2
151	в силу	4	2
152	чем те	1	2
153	когда на	1	2
154	и с	1	2
155	в жизни	6	2
156	как символ	1	2
157	и более	2	2
158	как можно	1	2
159	она не	1	2
160	у него	6	2
161	а мы	1	2
162	и здесь	2	2
163	сходство с	1	2
164	имеет место	2	2
165	что у	2	2
166	с ним	4	2
167	означает что	1	2
168	говорилось о	1	2
169	на что	1	2
170	в его	6	2
171	них в	1	2
172	к ней	3	2
173	не случайно	2	2
174	только у	1	2
175	этот вопрос	1	2
176	за столом	2	2
177	в какой	4	2
178	так что	1	2
179	в большинстве	1	2
180	не означает	1	2
181	в прошлом	1	2
182	но что	1	2
183	равной степени	2	2
184	только по	2	2
185	не на	1	2
186	а не	17	2
187	его как	1	2
188	большинстве случаев	1	2
189	в частности	11	2
190	в равной	2	2
191	и потому	1	2
192	только часть	1	2
193	предположить что	1	2
194	быть и	1	2
195	между собой	3	2
196	находящиеся в	1	2
197	и для	3	2
198	тем и	1	2
199	не объясняет	2	2
200	или в	1	2
201	когда он	1	2
202	интерес к	2	2
203	и н	1	2
204	мы должны	1	2
205	в дом	1	2
206	не что	1	2
207	в своих	2	2
208	границы между	1	1
209	говоря о	1	1
210	также и	1	1
211	же как	2	1
212	таком случае	1	1
213	рассматривается как	1	1
214	самом деле	3	1
215	зависимости от	1	1
216	которое могло	1	1
217	по преимуществу	1	1
218	противном случае	1	1
219	должна быть	2	1
220	видеть в	1	1
221	с таким	2	1
222	по его	2	1
223	собой как	1	1
224	изложения и	1	1
225	вопрос о	1	1
226	к новой	1	1
227	вторая часть	1	1
228	говорить о	2	1
229	не вполне	2	1
230	и многочисленные	1	1
231	ему в	2	1
232	похожи на	1	1
233	так а	3	1
234	жизни это	1	1
235	того же	1	1
236	и он	2	1
237	в каждой	2	1
238	в отличие	5	1
239	его словам	1	1
240	в чем	2	1
241	истории в	4	1
242	с его	3	1
243	собой очень	1	1
244	в до	1	1
245	же она	2	1
246	не все	2	1
247	ответ на	5	1
248	по отношению	5	1
249	в общем	1	1
250	с совершенно	1	1
251	очевидно что	1	1
252	себе и	2	1
253	отличие от	5	1
254	относится к	1	1
255	же с	1	1
256	это был	2	1
257	что касается	1	1
