N	2gram	Losev_Vlad_3	formyVre
1	и в	40	50
2	то есть	24	33
3	в этом	16	25
4	в нем	3	24
5	и его	10	16
6	в литературе	1	16
7	прежде всего	10	15
8	как мы	8	14
9	и не	25	14
10	в его	14	13
11	вовсе не	13	13
12	как раз	10	13
13	по существу	4	12
14	так и	6	12
15	человека и	3	11
16	то же	4	11
17	мы уже	5	11
18	таким образом	11	11
19	может быть	8	11
20	и как	7	10
21	но в	4	10
22	с его	2	9
23	все эти	5	9
24	роль в	2	9
25	не только	25	9
26	в то	7	9
27	ничего не	5	9
28	же время	2	9
29	в том	18	9
30	в конце	12	9
31	и др	1	9
32	того же	2	8
33	и на	6	8
34	в самом	4	8
35	ни в	10	8
36	но и	18	8
37	и их	1	8
38	как и	7	8
39	жизни и	1	8
40	это время	2	7
41	так сказать	1	7
42	для себя	5	7
43	и во	1	7
44	не было	5	7
45	например в	1	6
46	во всех	1	6
47	как в	1	6
48	с этим	2	6
49	все же	4	6
50	лишь в	1	6
51	это не	3	6
52	в их	2	6
53	так как	7	6
54	с ее	1	6
55	в ее	1	6
56	в дальнейшем	4	6
57	связи с	2	6
58	в жизни	2	6
59	у него	24	6
60	то что	28	6
61	человеческой жизни	1	6
62	в частности	1	6
63	не может	14	6
64	так же	8	6
65	в результате	4	6
66	и все	4	6
67	время как	2	5
68	еще не	4	5
69	но не	4	5
70	и речи	2	5
71	отнюдь не	5	5
72	и у	3	5
73	не в	3	5
74	он не	8	5
75	с самим	1	5
76	жизни но	1	5
77	в основе	1	5
78	того чтобы	3	5
79	точки зрения	13	5
80	не могло	1	5
81	в разных	2	5
82	только и	5	5
83	но все	3	5
84	если бы	3	5
85	для того	2	5
86	в связи	3	5
87	наряду с	2	5
88	в основном	4	5
89	что в	17	5
90	и другие	1	5
91	и то	9	4
92	и это	6	4
93	мы и	2	4
94	конечно и	1	4
95	в ней	5	4
96	в своем	8	4
97	конечно не	1	4
98	то время	4	4
99	но на	2	4
100	и с	9	4
101	в них	1	4
102	том что	18	4
103	в котором	4	4
104	в процессе	1	4
105	не имеет	4	4
106	потому что	11	4
107	в последующие	1	4
108	здесь не	3	4
109	жизнь и	3	4
110	или как	4	4
111	и следовательно	1	4
112	могло быть	2	4
113	только в	13	4
114	влияние на	1	4
115	до конца	4	4
116	на этой	1	4
117	нет ничего	2	4
118	своей жизни	1	4
119	все это	1	4
120	кроме того	6	4
121	и для	3	4
122	вполне понятно	3	4
123	том числе	1	4
124	отношения к	5	3
125	по преимуществу	2	3
126	не имеют	2	3
127	есть не	2	3
128	мы не	2	3
129	в сущности	2	3
130	в виду	3	3
131	всем этим	1	3
132	себе и	2	3
133	хотя и	7	3
134	в себе	9	3
135	его но	1	3
136	при этом	3	3
137	она становится	1	3
138	одно и	2	3
139	его в	2	3
140	и других	1	3
141	в новое	1	3
142	здесь нет	2	3
143	для них	1	3
144	между ними	1	3
145	в этих	2	3
146	в отношении	5	3
147	самого человека	3	3
148	мы говорили	1	3
149	но эта	1	3
150	их в	1	3
151	друг друга	2	3
152	этом отношении	2	3
153	не могут	2	3
154	к тому	7	3
155	человек был	1	3
156	что и	7	3
157	во всей	1	3
