N	3gram	Tiupa_Lite_2	Dialekti
1	по крайней мере	2	9
2	с точки зрения	3	8
3	в том что	5	6
4	одно и то	2	4
5	и то же	2	4
6	только то что	1	4
7	то же время	9	4
8	о том что	2	4
9	с другой стороны	4	4
10	в то же	9	3
11	не может быть	7	3
12	и т п	2	2
13	говоря уже о	2	2
14	и даже в	1	2
15	в данном случае	3	2
16	тем не менее	2	2
17	не могут быть	1	2
18	и прежде всего	1	2
19	то же самое	1	2
20	не говоря уже	2	2
21	том что в	1	1
22	и то что	1	1
23	ни с какой	1	1
24	которые не могут	1	1
25	тех пор пока	1	1
26	на самом деле	1	1
27	имея в виду	1	1
28	подобно тому как	2	1
29	одной стороны и	1	1
30	есть по преимуществу	1	1
31	и не может	1	1
32	и в то	1	1
33	бы то ни	1	1
34	все тем же	1	1
35	в себе и	1	1
36	в этом отношении	3	1
37	с тем чтобы	1	1
38	а в конце	1	1
39	вместе с тем	1	1
40	не в том	1	1
41	с одной стороны	6	1
42	в конце концов	1	1
43	так что уже	1	1
44	приводит к тому	1	1
45	я не могу	1	1
46	при всей своей	2	1
47	в свое время	2	1
48	жизни и в	1	1
49	личности с ее	1	1
50	сказать и о	1	1
51	это и не	1	1
52	во многих отношениях	1	1
53	себя в своей	1	1
54	и пространства и	1	1
55	той или иной	1	1
56	речь идет о	3	1
57	но даже и	1	1
58	за то что	2	1
59	до тех пор	1	1
60	к тому что	1	1
