N	3gram	Losev_Dial_2	Narrotol
1	в том что	6	8
2	в данном случае	2	6
3	не только в	2	6
4	с одной стороны	1	5
5	о том что	4	4
6	к тому же	1	4
7	тем не менее	2	4
8	в этом отношении	1	3
9	но при этом	1	3
10	той или иной	1	3
11	того или иного	1	3
12	то же время	4	3
13	можно сказать что	3	3
14	в то же	3	3
15	к тому что	1	3
16	с точки зрения	8	2
17	на самом деле	1	2
18	подобно тому как	1	2
19	но и в	1	2
20	и т п	2	2
21	и не может	1	2
22	точно так же	1	2
23	так же как	1	2
24	не зависит от	1	2
25	в том как	1	2
26	при всей своей	1	2
27	не может быть	3	2
28	времени и пространства	2	2
29	что иное как	3	1
30	не может не	3	1
31	сомневаться в том	2	1
32	одной стороны и	1	1
33	в обоих случаях	1	1
34	в той или	2	1
35	можно представить себе	1	1
36	сказать что он	1	1
37	иметь в виду	2	1
38	да и не	1	1
39	более или менее	2	1
40	в самом деле	3	1
41	в этом смысле	1	1
42	то же самое	2	1
43	никогда не будет	1	1
44	по сравнению с	1	1
45	в таком случае	3	1
46	и в то	1	1
47	в зависимости от	2	1
48	того и другого	1	1
49	для данной сферы	1	1
50	том смысле как	1	1
51	может быть только	2	1
52	до сих пор	2	1
53	так или иначе	2	1
54	о чем говорить	1	1
55	как раз в	1	1
56	то время как	3	1
57	что это за	2	1
58	а не только	1	1
59	и с точки	1	1
60	на первый взгляд	1	1
61	и все его	1	1
62	том как он	1	1
63	содержащий в себе	1	1
64	не в том	1	1
65	в связи с	4	1
66	в нем не	1	1
67	во всяком случае	2	1
68	я не могу	1	1
69	данном случае в	1	1
70	и стало быть	4	1
71	есть не что	2	1
72	о котором уже	1	1
73	пространство и время	1	1
74	в то время	3	1
75	она в самом	1	1
76	в единую и	1	1
77	в том смысле	4	1
78	в силу своей	2	1
79	не что иное	3	1
80	обратим внимание на	1	1
81	и в другом	1	1
