N	3gram	Losev_Prob_4	Marksizm
1	с точки зрения	11	13
2	в то же	2	8
3	в связи с	3	7
4	для того чтобы	2	6
5	в том что	8	6
6	то же самое	6	5
7	с самого начала	1	5
8	в свою очередь	1	5
9	бы то ни	1	4
10	то ни было	1	4
11	на самом деле	3	4
12	той или иной	11	4
13	если бы он	1	3
14	мы ни взяли	2	3
15	в той или	7	3
16	самом же деле	2	3
17	и не может	1	3
18	как мы сказали	1	3
19	в таком случае	1	3
20	на самом же	2	3
21	до сих пор	1	3
22	и не в	1	3
23	одно и то	1	3
24	с одной стороны	1	3
25	вовсе не является	2	3
26	о том что	3	3
27	к тому что	1	3
28	более или менее	2	2
29	том что он	1	2
30	того или иного	3	2
31	в зависимости от	3	2
32	ни в коем	3	2
33	по крайней мере	6	2
34	отнюдь не является	1	2
35	ни в какой	4	2
36	в коем случае	3	2
37	во всяком случае	4	2
38	в соединении с	1	2
39	является для него	2	2
40	на то что	1	2
41	и прежде всего	2	2
42	конечно не только	1	2
43	к тому же	2	2
44	и ни к	1	1
45	относится к области	1	1
46	на том что	1	1
47	что иное как	2	1
48	а следовательно и	1	1
49	чем же в	2	1
50	только в пределах	2	1
51	он как и	1	1
52	в какой мере	4	1
53	дело в том	1	1
54	не говоря уже	2	1
55	если только оно	1	1
56	в том числе	1	1
57	или в другом	1	1
58	в нем и	1	1
59	связи с той	1	1
60	дело вовсе не	1	1
61	тот или иной	2	1
62	говоря уже о	1	1
63	случае нельзя путать	1	1
64	коем случае нельзя	1	1
65	сам по себе	6	1
66	сами по себе	2	1
67	по самой своей	1	1
68	и не понимает	1	1
69	в первую очередь	1	1
70	даже вовсе не	1	1
71	а может быть	1	1
72	том числе и	1	1
73	не сам по	2	1
74	какой мере не	4	1
75	по себе в	1	1
76	не могли бы	1	1
77	жизни и в	2	1
78	и в других	2	1
79	же в таком	1	1
80	ясно также что	1	1
81	все учение о	1	1
82	только при условии	2	1
83	и не имеет	1	1
84	не только в	4	1
85	могут быть и	1	1
86	нам уже приходилось	1	1
87	может обойтись без	2	1
88	все эти категории	1	1
89	по сравнению с	1	1
90	тем не менее	10	1
91	нельзя путать с	1	1
92	в последнее время	1	1
93	как мы только	1	1
94	не относится к	1	1
95	в самой жизни	1	1
96	само по себе	1	1
97	ясно и точно	1	1
98	при этом мы	1	1
99	с другой стороны	6	1
100	здесь одно и	1	1
101	точном смысле слова	1	1
102	мере не является	1	1
103	по себе а	1	1
104	каких бы то	1	1
105	последнее время в	1	1
106	так и в	1	1
107	коем случае не	1	1
108	начало и конец	1	1
109	но отнюдь не	1	1
110	не существует и	1	1
111	и тем более	2	1
112	то перед нами	2	1
113	друг друга но	1	1
114	не что иное	2	1
115	не менее в	1	1
116	то что его	1	1
117	но все же	1	1
118	так же и	1	1
119	может быть лишь	1	1
120	конечно не в	1	1
121	не может обойтись	2	1
122	как бы оно	1	1
123	свидетельствует о том	1	1
124	мы только что	1	1
125	как и в	1	1
126	здесь как и	2	1
127	это свидетельствует о	1	1
128	в жизни и	1	1
129	мы совершенно не	2	1
130	нам кажется что	1	1
