N	3gram	Tiupa_Hudo_1	Narrotol
1	во времени и	1	6
2	в том что	7	5
3	к тому же	1	5
4	в соответствии с	1	4
5	то же время	5	4
6	и тем самым	1	4
7	той или иной	4	4
8	в то же	5	4
9	не может быть	3	4
10	по отношению к	9	3
11	подобно тому как	1	3
12	по большей части	2	3
13	для того чтобы	2	3
14	начало и конец	2	3
15	тем не менее	3	3
16	о том что	1	2
17	состоит в том	5	2
18	мы имеем дело	2	2
19	в равной степени	2	2
20	то же самое	1	2
21	так и не	4	2
22	не было и	1	2
23	в отличие от	7	2
24	дамы с собачкой	1	2
25	присутствия в мире	6	2
26	заключает в себе	1	2
27	перед нами не	1	2
28	одно и то	3	2
29	как раз в	1	2
30	войне и мире	2	2
31	в своего рода	1	2
32	не сводится к	5	2
33	и то же	3	2
34	имеем дело с	1	2
35	в связи с	1	2
36	тем или иным	1	2
37	во втором эпизоде	1	2
38	в войне и	2	2
39	в свою очередь	2	2
40	можно сказать что	3	2
41	из этих двух	1	2
42	в художественных текстах	1	2
43	в известном смысле	1	2
44	ее полные розовые	1	1
45	и того же	2	1
46	читательского восприятия в	1	1
47	состав такого кадра	1	1
48	раз в том	1	1
49	является искусством непрямого	1	1
50	что иное как	1	1
51	по сути дела	1	1
52	в е годы	1	1
53	вести речь о	1	1
54	времени в поле	1	1
55	входит в состав	1	1
56	и в жизни	1	1
57	в общеязыковом отношении	1	1
58	таков что душевная	1	1
59	каждый малый отрезок	1	1
60	в хх веке	1	1
61	здоровая порядок фокусирующих	1	1
62	жизни то есть	1	1
63	в рассказе душечка	1	1
64	следует подчеркнуть что	1	1
65	как один из	1	1
66	более или менее	5	1
67	восприятие определений таков	1	1
68	неизбежно принадлежит к	1	1
69	мягким взглядом очень	1	1
70	а не все	1	1
71	в том числе	2	1
72	себя в комнате	1	1
73	точки зрения в	1	1
74	самом начале этой	1	1
75	входит лишь поименованное	1	1
76	литература является искусством	1	1
77	мягкую белую шею	1	1
78	с другой стороны	5	1
79	розовые щеки на	1	1
80	с точки зрения	3	1
81	может или пожелает	1	1
82	задаваемый читателю ракурс	1	1
83	добродушная жалостливая барышня	1	1
84	повествования а читателем	1	1
85	том случае если	1	1
86	кадры читательского восприятия	1	1
87	и в то	1	1
88	вдруг заслоняется крупным	1	1
89	до известной степени	2	1
90	взглядом очень здоровая	1	1
91	текста так и	1	1
92	очень здоровая порядок	1	1
93	и мире толстого	1	1
94	при этом что	1	1
95	бы то ни	1	1
96	восприятия в каждый	1	1
97	читаем это была	1	1
98	душечки постепенно углубляемая	1	1
99	случае мы имеем	1	1
100	вследствие того что	1	1
