N	2gram	Ircho_Kome_2	KulturaY
1	и т	2	39
2	потому что	6	25
3	т п	2	24
4	и в	26	23
5	т е	1	22
6	не только	7	20
7	в том	11	19
8	в этом	10	18
9	и не	14	16
10	было бы	8	15
11	так как	4	15
12	может быть	11	15
13	точки зрения	4	14
14	все эти	1	12
15	если бы	9	12
16	у нас	1	12
17	в самом	4	12
18	но в	3	11
19	том что	9	11
20	того чтобы	6	11
21	в области	1	11
22	по себе	1	10
23	а не	1	10
24	что в	9	10
25	самом деле	1	9
26	вопрос о	3	9
27	в сущности	1	9
28	хотя бы	2	9
29	то что	6	9
30	можно было	4	9
31	вовсе не	2	9
32	для того	5	9
33	не может	3	9
34	только потому	2	8
35	с точки	1	8
36	не в	2	8
37	иными словами	1	8
38	и что	2	8
39	в качестве	5	8
40	прежде всего	4	8
41	с другой	2	8
42	что это	4	7
43	все же	4	7
44	в нашем	2	7
45	то обстоятельство	1	7
46	в силу	2	7
47	и с	5	7
48	не менее	4	7
49	обстоятельство что	1	7
50	но и	10	7
51	с помощью	1	7
52	другой стороны	1	7
53	то же	3	6
54	и на	7	6
55	но не	3	6
56	в этой	3	6
57	да и	3	6
58	это не	2	6
59	тем не	1	6
60	между тем	4	6
61	что не	1	6
62	мы имеем	2	5
63	еще не	6	5
64	целый ряд	2	5
65	не следует	2	5
66	по существу	1	5
67	об этом	2	5
68	несмотря на	1	5
69	и здесь	6	5
70	ясно что	8	5
71	приводит к	1	5
72	в его	4	5
73	один из	5	5
74	тот же	2	5
75	что он	5	5
76	только в	4	5
77	должен быть	1	5
78	речь в	1	5
79	всяком случае	2	5
80	само по	1	5
81	там где	1	5
82	вместе с	9	5
83	как это	4	5
84	что же	1	5
85	все это	3	5
86	этом смысле	2	5
87	таким образом	6	5
88	речи и	1	5
89	во всяком	2	5
90	говорить о	2	4
91	со стороны	2	4
92	отнюдь не	2	4
93	однако не	1	4
94	хотя и	4	4
95	бы и	2	4
96	если мы	1	4
97	в нем	6	4
98	так и	12	4
99	но все	3	4
100	свою речь	1	4
101	в то	6	4
102	на себе	1	4
103	не имеет	3	4
104	ничего не	1	4
105	что на	3	4
106	к тому	12	4
107	в пределах	1	4
108	от того	2	4
109	или в	3	4
110	это слово	4	4
111	для нас	3	4
112	мы знаем	3	4
113	ни в	5	4
114	в конце	2	4
