N	3gram	Ircho_Kome_3	Dialekti
1	и т д	1	19
2	с точки зрения	3	12
3	в том что	9	7
4	то же время	4	4
5	по крайней мере	1	4
6	с другой стороны	2	4
7	на то что	1	4
8	в то же	4	4
9	потому что он	1	3
10	более или менее	1	3
11	имеет ничего общего	1	3
12	не нуждается в	1	3
13	в конце концов	2	3
14	и в этом	1	3
15	ничего общего с	1	3
16	можно сказать что	1	3
17	не имеет ничего	1	3
18	я мог бы	1	2
19	в себе самом	1	2
20	т е о	1	2
21	одной стороны и	1	2
22	до сих пор	9	2
23	не с точки	1	2
24	и в то	1	2
25	что он не	2	2
26	в этом отношении	2	2
27	и т п	3	2
28	несмотря на то	1	2
29	так как он	1	2
30	и в частности	1	2
31	с одной стороны	3	2
32	по сравнению с	2	2
33	во всяком случае	3	2
34	о том что	4	2
35	точки зрения самого	1	2
36	к тому что	1	2
37	в каждом из	1	2
38	а с точки	1	2
39	но и все	1	1
40	хотя и не	2	1
41	и не требует	1	1
42	в какой мере	2	1
43	и в своей	1	1
44	то время как	2	1
45	в виду что	1	1
46	об этом не	1	1
47	и чаще всего	1	1
48	в самом деле	6	1
49	так или иначе	2	1
50	и тому же	1	1
51	с которым они	1	1
52	вместе с ним	2	1
53	если бы не	1	1
54	каждом из них	1	1
55	из них есть	1	1
56	отнюдь не является	1	1
57	об этом уже	1	1
58	даже если бы	1	1
59	и не дает	1	1
60	в том чтобы	1	1
61	далеко не всегда	1	1
62	в то время	2	1
63	в отношении к	1	1
64	и в отношении	1	1
65	собственного дома и	1	1
66	в связи с	3	1
67	то что он	1	1
68	в первую очередь	1	1
69	в разной степени	1	1
70	таким образом и	1	1
71	сих пор не	1	1
72	точки зрения одного	1	1
73	и не должен	1	1
74	с самого начала	4	1
75	к одному и	1	1
76	но все же	2	1
77	друг от друга	1	1
78	тем не менее	3	1
79	друг с другом	1	1
80	для того чтобы	6	1
81	к тому же	4	1
82	и о том	1	1
83	одному и тому	1	1
84	то же самое	3	1
