N	3gram	Bakhtin_Pr_4	Vladivir
1	в том что	2	10
2	о том что	2	8
3	с точки зрения	9	6
4	не может быть	8	6
5	более или менее	3	5
6	как раз и	3	5
7	в конце концов	1	5
8	дело в том	2	5
9	к тому же	1	5
10	у него в	1	4
11	в этом смысле	2	3
12	хотя бы и	1	3
13	во всяком случае	1	3
14	с одной стороны	1	3
15	в то же	5	3
16	в отличие от	3	3
17	мы бы сказали	1	3
18	иметь в виду	1	2
19	из этих трех	2	2
20	у него как	1	2
21	также и в	1	2
22	есть прежде всего	1	2
23	одной стороны и	1	2
24	оно должно быть	2	2
25	сам по себе	3	2
26	на самом же	1	2
27	и в то	1	2
28	он никогда не	1	2
29	даже и не	1	2
30	так же как	1	2
31	в данном случае	1	2
32	мы знаем в	1	2
33	так или иначе	1	2
34	в связи с	1	2
35	на себя внимание	2	2
36	с другой стороны	3	2
37	самом же деле	1	2
38	как мы знаем	1	2
39	в себе и	1	2
40	то же время	5	2
41	и вместе с	1	2
42	к тому что	1	2
43	не может не	1	1
44	а не к	1	1
45	но как раз	1	1
46	а следовательно и	2	1
47	как то что	1	1
48	него как бы	1	1
49	не с точки	1	1
50	ровно ничего не	1	1
51	в виду что	1	1
52	здесь перед нами	1	1
53	раз и не	1	1
54	в этом последнем	1	1
55	в котором он	1	1
56	и так сказать	1	1
57	том что он	1	1
58	в том же	1	1
59	в этом случае	1	1
60	же как и	1	1
61	то есть предполагает	1	1
62	и если мы	1	1
63	до сих пор	8	1
64	мы не будем	1	1
65	сама по себе	2	1
66	в строгом смысле	2	1
67	сих пор не	2	1
68	что в нем	1	1
69	как бы на	1	1
70	и в тех	1	1
71	можно было бы	2	1
72	это вовсе не	2	1
73	и не в	2	1
74	может быть никаких	2	1
75	одно и то	1	1
76	возникает вопрос о	2	1
77	и в жизни	1	1
78	может быть и	1	1
79	не могло быть	1	1
80	ни в одном	2	1
81	не только в	1	1
82	к своему собственному	1	1
83	но и она	1	1
84	и то же	1	1
85	и не вполне	1	1
86	он уже не	1	1
87	такой же как	1	1
88	все же не	1	1
89	если бы не	1	1
90	о которых мы	1	1
91	он во многом	1	1
92	мы и в	1	1
93	и только на	1	1
94	почему же и	2	1
95	с самого начала	1	1
96	между ними нет	1	1
97	строгом смысле слова	1	1
98	в самом деле	4	1
99	выходит за пределы	1	1
100	той или иной	2	1
101	резко отличается от	1	1
102	в том числе	4	1
103	в письме к	1	1
104	точки зрения того	1	1
105	и не могло	1	1
106	те же самые	1	1
