N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	32
2	и в	38	31
3	в том	8	30
4	и т	14	26
5	то есть	46	26
6	что в	7	23
7	может быть	26	22
8	таким образом	10	20
9	при этом	5	19
10	ясно что	3	19
11	художественного произведения	11	17
12	не может	27	17
13	как и	7	16
14	том что	3	16
15	т п	13	16
16	и не	42	16
17	точки зрения	8	15
18	искусства и	3	15
19	только в	13	14
20	не только	9	13
21	что и	2	13
22	а не	5	13
23	так же	1	12
24	в этом	15	12
25	в самом	7	11
26	не в	7	11
27	в области	11	11
28	могут быть	5	11
29	на то	2	10
30	того что	2	10
31	художественное произведение	8	10
32	самом деле	6	9
33	искусства в	2	9
34	по себе	1	9
35	ни в	11	9
36	как в	4	9
37	показать что	2	8
38	т д	1	8
39	и что	2	8
40	никогда не	5	8
41	что мы	1	8
42	вместе с	1	8
43	все это	3	8
44	сказать что	4	7
45	того чтобы	2	7
46	и его	16	7
47	о том	4	7
48	есть в	1	7
49	тому как	1	7
50	что он	2	7
51	что это	2	6
52	отнюдь не	19	6
53	целый ряд	1	6
54	для того	2	6
55	было бы	8	6
56	если бы	3	6
57	в его	43	6
58	вовсе не	2	6
59	и даже	3	6
60	одной стороны	3	6
61	до конца	1	6
62	а в	6	6
63	художественного творчества	12	6
64	в эстетике	2	5
65	и есть	2	5
66	то же	5	5
67	время как	1	5
68	в ее	4	5
69	с одной	3	5
70	в целом	3	5
71	подобно тому	1	5
72	несмотря на	3	5
73	искусства не	3	5
74	теории искусства	2	5
75	она не	2	5
76	в то	4	5
77	в процессе	1	5
78	не является	3	5
79	то время	1	5
80	для нас	1	5
81	с другой	7	5
82	в какой	2	5
83	к психологии	1	5
84	был бы	1	5
85	художественной формы	9	5
86	совершенно не	7	5
87	как бы	22	5
88	все же	6	5
89	и для	11	5
90	для выражения	1	5
91	формы и	5	5
92	и все	3	5
93	другой стороны	4	5
94	в котором	2	4
95	мы имеем	2	4
96	в которой	1	4
97	совпадает с	2	4
98	в виду	4	4
99	искусства есть	1	4
100	столь же	2	4
101	точка зрения	3	4
102	со всеми	3	4
103	отличие от	5	4
104	мы различаем	1	4
105	формы в	1	4
106	в себе	4	4
107	и если	1	4
108	по существу	2	4
109	в совершенно	1	4
110	тому что	1	4
111	одна из	2	4
112	у нас	2	4
113	очень часто	1	4
114	искусства от	1	4
115	к тому	1	4
116	прежде всего	13	4
117	между тем	7	4
118	все время	1	4
119	мы увидим	3	4
120	для всех	1	4
121	и у	2	4
122	мы можем	6	4
123	там где	6	4
124	как это	2	4
125	этого слова	1	4
126	и о	5	4
127	искусства как	2	4
128	в результате	1	4
129	в этих	2	4
130	в искусстве	12	4
131	и другие	2	4
132	в своих	2	4
133	к этому	2	4
134	художественном произведении	5	3
135	смысле слова	2	3
136	например в	3	3
137	это и	1	3
138	должна быть	4	3
139	с теорией	1	3
140	социальной и	1	3
141	нуждаются в	1	3
142	вопрос о	1	3
143	из которых	2	3
144	себе а	1	3
145	в которых	1	3
146	но не	12	3
147	конечном счете	4	3
148	стороны и	1	3
149	в художественном	20	3
150	в своем	5	3
151	хотя и	3	3
152	что по	1	3
153	и к	3	3
154	себе не	2	3
155	но в	4	3
156	психологии и	1	3
157	в произведении	4	3
158	в этой	1	3
159	им в	1	3
160	его и	1	3
161	и вот	1	3
162	в каждом	2	3
163	может стать	3	3
164	с тем	1	3
165	в слове	3	3
166	в своей	7	3
167	в отличие	5	3
168	искусства на	1	3
169	задачи и	2	3
170	что эта	2	3
171	во всем	2	3
172	все то	3	3
173	не могут	2	3
174	что оно	2	3
175	не есть	6	3
176	и это	3	3
177	что все	2	3
178	только при	2	3
179	так и	5	3
180	что у	1	3
181	он не	3	3
182	ее от	1	3
183	в конечном	4	3
184	нуждается в	2	3
185	в частности	2	3
186	дело с	6	3
187	который в	1	3
188	нашего исследования	1	3
189	не можем	2	3
190	только на	1	3
191	и других	2	3
192	мышления и	1	3
193	слова в	7	3
194	и только	4	3
195	точек зрения	1	3
196	до сих	1	3
197	не было	2	3
198	какой мере	2	3
199	из его	1	3
200	сих пор	1	3
201	но это	3	3
202	должны быть	4	3
203	и другими	3	3
204	от всех	4	3
205	жизни и	1	3
206	все что	3	3
207	в таком	3	3
208	то на	1	2
209	произведения но	2	2
210	зависимость от	1	2
211	и без	1	2
212	на самом	4	2
213	тех же	1	2
214	идет о	1	2
215	оно было	2	2
216	которое может	1	2
217	из всех	1	2
218	есть не	2	2
219	как мы	7	2
220	бы что	1	2
221	человека и	1	2
222	почти все	1	2
223	эстетики и	3	2
224	это отношение	2	2
225	в чем	2	2
226	в область	3	2
227	на основе	6	2
228	но как	2	2
229	а только	2	2
230	искусство в	1	2
231	с совершенно	2	2
232	отношение к	10	2
233	художественная форма	10	2
234	или иное	2	2
235	на искусство	1	2
236	независимо от	13	2
237	как к	2	2
238	она как	1	2
239	в полном	1	2
240	и художественного	3	2
241	как таковое	1	2
242	есть ли	1	2
243	в себя	2	2
244	к чему	2	2
245	действия и	1	2
246	бы и	1	2
247	есть для	1	2
248	как он	1	2
249	в нем	15	2
250	этого вопроса	1	2
251	понятий и	2	2
252	имеем все	1	2
253	поскольку она	1	2
254	и дальше	1	2
255	произведения с	1	2
256	и с	17	2
257	не дает	2	2
258	его в	9	2
259	но совершенно	2	2
260	с так	1	2
261	на почве	3	2
262	форму и	2	2
263	этом смысле	3	2
264	и тем	3	2
265	произведение как	4	2
266	в них	5	2
267	далеко не	5	2
268	не всегда	6	2
269	нигде не	1	2
270	к чему-то	2	2
271	с точки	6	2
272	мысли и	1	2
273	бы мы	1	2
274	как одна	1	2
275	каждое из	1	2
276	тем не	3	2
277	том и	1	2
278	том же	2	2
279	этой области	2	2
280	что есть	1	2
281	можно ли	1	2
282	не менее	4	2
283	тем самым	4	2
284	в основе	5	2
285	мы все	1	2
286	эта внутренняя	1	2
287	ничего не	6	2
288	таким путем	1	2
289	с достаточной	1	2
290	и теперь	1	2
291	отношение и	1	2
292	в сознании	1	2
293	уже и	1	2
294	этом отношении	2	2
295	ли это	1	2
296	есть к	1	2
297	проблемы мы	1	2
298	есть только	2	2
299	же самое	2	2
300	в применении	3	2
301	приходит к	1	2
302	связи со	1	2
303	без всякого	1	2
304	то или	2	2
305	приводит к	3	2
306	материала для	2	2
307	это только	1	2
308	формы то	1	2
309	с ним	5	2
310	в настоящее	1	2
311	при восприятии	2	2
312	и здесь	2	2
313	зрения на	1	2
314	настоящее время	1	2
315	но и	9	2
316	случае не	2	2
317	нас в	1	2
318	этих двух	1	2
319	и во	2	2
320	в музыке	5	2
321	что с	1	2
322	или как	3	2
323	тем или	1	2
324	это имеет	1	2
325	отметить что	7	2
326	направлений в	1	2
327	и следовательно	1	2
328	в него	2	2
329	к нему	10	2
330	что здесь	1	2
331	как например	1	2
332	и потому	4	2
333	бы ни	1	2
334	уже не	1	2
335	в поэзии	9	2
336	из них	1	2
337	что содержание	2	2
338	в одном	1	2
339	к ним	1	2
340	но что	1	2
341	как психология	1	2
342	себя и	3	2
343	от эстетики	1	2
344	для эстетики	2	2
345	о чем	1	2
346	в связи	2	2
347	выражения и	1	2
348	согласии с	1	2
349	искусства но	4	2
350	смысле этого	1	2
351	применении к	3	2
352	образ и	1	2
353	критики и	1	2
354	отличается от	2	2
355	познания что	1	2
356	основных понятий	2	2
357	и может	1	2
358	не существует	1	2
359	и от	3	2
360	это можно	1	2
361	его не	2	2
362	об искусстве	3	2
363	или иным	1	2
364	ее и	1	2
365	от него	3	2
366	бы в	1	2
367	к этой	1	2
368	и как	8	2
369	в одинаковой	1	2
370	только что	1	2
371	обратиться к	1	2
372	на один	1	2
373	имеет место	5	2
374	всех других	1	2
375	из этого	1	2
376	искусства является	1	2
377	изобразительных искусств	1	2
378	имеет в	1	2
379	и слов	1	2
380	по поводу	2	2
381	это в	1	2
382	не иначе	1	1
383	для построения	1	1
384	есть форма	3	1
385	непосредственно не	1	1
386	определить как	2	1
387	в первом	1	1
388	принципиальное различие	1	1
389	критическому рассмотрению	1	1
390	в нашу	1	1
391	все те	1	1
392	едва ли	3	1
393	к созданию	1	1
394	и могут	1	1
395	и значение	2	1
396	и критике	1	1
397	готовом виде	1	1
398	которую мы	3	1
399	содержания в	4	1
400	единство и	2	1
401	быть определены	1	1
402	который был	1	1
403	но она	2	1
