N	2gram	Bakhtin_Fr_1	Freidism
1	и не	22	23
2	не может	3	20
3	точки зрения	7	19
4	прежде всего	11	18
5	в этом	15	15
6	в его	9	15
7	и пр	5	15
8	может быть	6	13
9	и его	10	12
10	все эти	10	11
11	как и	5	11
12	с точки	3	11
13	как бы	22	11
14	то что	3	11
15	самом деле	3	10
16	но в	14	10
17	его в	7	10
18	с ним	3	10
19	как мы	6	10
20	так и	10	10
21	и потому	10	10
22	с его	5	9
23	во всех	9	9
24	по отношению	1	9
25	и в	65	9
26	то же	1	8
27	не только	10	8
28	он не	2	8
29	в своей	5	8
30	еще не	6	8
31	что он	3	8
32	только в	7	8
33	так как	6	8
34	все это	9	8
35	и все	5	8
36	отношению к	1	8
37	все что	1	8
38	в самом	4	7
39	мы уже	12	7
40	отношение к	4	7
41	и наконец	2	7
42	те же	1	7
43	к нему	3	7
44	один из	1	7
45	всяком случае	1	7
46	сказать что	6	7
47	во всяком	1	7
48	в ней	6	6
49	за пределы	8	6
50	к смерти	1	6
51	так сказать	4	6
52	и с	3	6
53	на протяжении	5	6
54	и ее	1	6
55	точку зрения	1	6
56	того что	2	6
57	для него	5	6
58	вовсе не	18	6
59	никогда не	6	6
60	хотя бы	1	6
61	совершенно не	4	6
62	на самом	6	5
63	и на	11	5
64	в чем	2	5
65	и к	4	5
66	в этой	4	5
67	что такое	1	5
68	не в	4	5
69	в то	1	5
70	могут быть	2	5
71	в себя	3	5
72	его ученики	1	5
73	можно сказать	2	5
74	для того	1	5
75	во внешнем	1	5
76	в большинстве	2	5
77	большинстве случаев	2	5
78	и прежде	3	5
79	но и	10	5
80	связь с	5	5
81	с этим	1	5
82	его жизни	1	5
83	что в	3	5
84	связанных с	1	4
85	мы не	1	4
86	в которой	1	4
87	говорить о	1	4
88	но не	2	4
89	в собственном	1	4
90	все же	6	4
91	не было	1	4
92	из этих	2	4
93	в пределах	1	4
94	с их	5	4
95	в нем	13	4
96	всех этих	8	4
97	на этом	1	4
98	связанные с	1	4
99	при этом	6	4
100	об этом	1	4
101	в жизни	4	4
102	нигде не	1	4
103	во время	4	4
104	не менее	1	4
105	в основе	8	4
106	же время	1	4
107	всей жизни	1	4
108	потому что	5	4
109	и для	2	4
110	материнское лоно	1	4
111	к тому	2	4
112	т.е в	1	4
113	того чтобы	1	4
114	сводится к	1	4
115	характер и	1	4
116	это только	1	4
117	которой мы	1	4
118	и образы	2	4
119	с ними	1	4
120	конечно не	1	4
121	уже не	3	4
122	как раз	3	4
123	от того	2	4
124	и др	24	4
125	себя и	1	4
126	в мир	2	4
127	в более	3	4
128	в этих	2	4
129	этот вопрос	2	4
130	между ними	4	4
131	в таком	2	4
132	человека и	1	3
133	собственном смысле	1	3
134	он был	2	3
135	в общем	4	3
136	как в	5	3
137	и как	1	3
138	между двумя	1	3
139	материнского лона	1	3
140	в себе	3	3
141	этот процесс	1	3
142	главным образом	6	3
143	о которой	1	3
144	в узком	4	3
145	и вот	2	3
146	и по	2	3
147	что все	1	3
148	и может	1	3
149	конечно в	2	3
150	где оно	1	3
151	зрения на	1	3
152	может стать	1	3
153	было бы	1	3
154	мы имеем	1	3
155	такой же	1	3
