N	3gram	Ircho_Kome_3	RusskieA
1	в том что	9	18
2	состоит в том	2	13
3	в этом случае	2	6
4	для того чтобы	6	6
5	т е в	2	5
6	и т д	1	5
7	вместе с тем	3	4
8	о том что	4	4
9	в отличие от	1	3
10	подобно тому как	1	3
11	тем не менее	3	2
12	может быть только	1	2
13	в том чтобы	1	2
14	но вместе с	1	2
15	в то время	2	2
16	после того как	1	2
17	по этому поводу	1	2
18	с одной стороны	3	2
19	для нас важно	1	1
20	потому что он	1	1
21	не могла быть	1	1
22	чем в других	1	1
23	к этому же	1	1
24	на себя внимание	1	1
25	в виду что	1	1
26	более или менее	1	1
27	в настоящее время	1	1
28	это в свою	1	1
29	в том же	1	1
30	о том как	3	1
31	как нет и	1	1
32	не отличаются от	1	1
33	и должен был	1	1
34	по существу не	1	1
35	но в этот	1	1
36	ироническое отношение к	2	1
37	с тем он	1	1
38	в первую очередь	1	1
39	в этом отношении	2	1
40	что в некоторых	1	1
41	как это не	1	1
42	вызвать к жизни	1	1
43	об этом не	1	1
44	и несмотря на	1	1
45	в этой связи	2	1
46	и после этого	1	1
47	все то же	1	1
48	т е из	1	1
49	во всяком случае	3	1
50	по своему происхождению	1	1
51	взад и вперед	1	1
52	в некоторых случаях	1	1
53	и в этом	1	1
54	то время как	2	1
55	с другой стороны	2	1
56	от людей и	1	1
57	и представляют собой	1	1
58	к себе в	1	1
59	он был бы	1	1
60	в свою очередь	6	1
61	к этому времени	1	1
62	за ним следует	1	1
63	один из них	1	1
64	можно сказать что	1	1
65	на то что	1	1
66	был уверен что	1	1
67	вопрос о том	1	1
