N	2gram	Vygotskiy__7	formyVre
1	и в	26	50
2	в этом	29	25
3	в нем	2	24
4	и его	12	16
5	в литературе	1	16
6	прежде всего	7	15
7	как мы	14	14
8	и не	18	14
9	в его	4	13
10	вовсе не	2	13
11	как раз	3	13
12	по существу	1	12
13	так и	3	12
14	то же	8	11
15	мы уже	3	11
16	таким образом	23	11
17	может быть	7	11
18	и как	1	10
19	но в	4	10
20	времени и	1	10
21	все эти	6	9
22	не только	24	9
23	в то	3	9
24	ничего не	2	9
25	в том	18	9
26	в конце	4	9
27	в других	1	9
28	и т	1	8
29	того же	1	8
30	в самом	9	8
31	ни в	2	8
32	но и	11	8
33	и их	5	8
34	как и	15	8
35	так сказать	1	7
36	для себя	24	7
37	и во	4	7
38	не было	1	7
39	например в	1	6
40	между двумя	3	6
41	время в	2	6
42	во всех	6	6
43	как в	4	6
44	с этим	2	6
45	все же	6	6
46	не оставляет	1	6
47	лишь в	2	6
48	это не	3	6
49	в их	2	6
50	так как	14	6
51	с ее	2	6
52	в ее	6	6
53	связи с	4	6
54	у него	1	6
55	то что	24	6
56	в частности	1	6
57	не может	11	6
58	так же	14	6
59	в результате	1	6
60	и все	1	6
61	отношению к	5	5
62	и до	2	5
63	время как	2	5
64	еще не	4	5
65	но не	3	5
66	и речи	19	5
67	отнюдь не	1	5
68	не в	4	5
69	этот процесс	1	5
70	он не	3	5
71	всех этих	1	5
72	значение в	2	5
73	в основе	3	5
74	того чтобы	19	5
75	точки зрения	28	5
76	не могло	1	5
77	в разных	1	5
78	только и	3	5
79	могут быть	2	5
80	но все	1	5
81	если бы	5	5
82	для того	18	5
83	в связи	1	5
84	наряду с	2	5
85	в основном	3	5
86	что в	12	5
87	и другие	1	5
88	и то	7	4
89	и это	1	4
90	мы и	2	4
91	в ней	3	4
92	для других	15	4
93	в своем	1	4
94	конечно не	1	4
95	то время	2	4
96	раз в	2	4
97	но на	1	4
98	время и	1	4
99	и с	5	4
100	в них	1	4
101	том что	17	4
102	в котором	4	4
103	в процессе	5	4
104	не имеет	2	4
105	потому что	16	4
106	здесь не	1	4
107	понятно что	1	4
108	или как	1	4
109	и следовательно	5	4
110	только в	8	4
111	до конца	5	4
112	на этой	1	4
113	в той	4	4
114	все это	3	4
115	между собой	6	4
116	кроме того	1	4
117	и для	5	4
118	том числе	1	4
119	отношения к	2	3
120	а как	1	3
121	есть не	3	3
122	мы не	7	3
123	в сущности	9	3
124	в виду	5	3
125	всем этим	1	3
126	значение и	2	3
127	по отношению	6	3
128	хотя и	1	3
129	в себе	9	3
130	и те	1	3
131	вследствие этого	1	3
132	все ее	1	3
133	в определенном	2	3
134	при этом	1	3
135	она становится	1	3
136	одно и	3	3
137	в основу	1	3
138	его в	2	3
139	входит в	2	3
140	и других	2	3
141	с другими	3	3
142	для них	1	3
143	и уже	1	3
144	и вне	1	3
145	между ними	3	3
146	в этих	2	3
147	в отношении	2	3
148	мы говорили	2	3
149	но эта	2	3
150	что было	2	3
151	их в	1	3
152	друг друга	4	3
153	уже говорили	1	3
154	этом отношении	3	3
155	не могут	4	3
156	к тому	7	3
157	формы и	1	3
158	и внутреннее	1	3
159	нас в	2	3
160	что и	3	3
161	во всей	2	3
162	в форме	1	3
163	один из	2	3
164	мы видим	3	3
165	одной из	4	3
166	и ее	2	3
167	с одной	5	3
168	со всеми	2	3
169	в качестве	5	3
170	только на	3	3
171	же в	1	3
172	в начале	5	3
173	одно из	5	3
174	в одном	1	3
175	до сих	3	3
176	именно в	6	3
177	себя и	2	3
178	что не	2	3
179	только к	2	3
180	с тем	5	3
181	а не	6	3
182	в одно	1	3
183	вместе с	12	3
184	и потому	3	3
185	сих пор	3	3
186	или в	2	3
187	своей собственной	1	3
188	проходит через	1	3
189	еще более	1	3
190	ни к	1	3
191	а в	2	3
192	сказать что	8	3
193	имеет место	4	3
194	они не	1	3
195	к этому	2	3
196	в таком	1	3
197	во всяком	2	3
198	также и	2	2
199	же как	8	2
200	к своей	1	2
201	к другому	3	2
202	значение но	1	2
203	которыми он	1	2
204	той же	8	2
205	вопрос о	6	2
206	но она	1	2
207	они были	1	2
208	момент в	3	2
209	в чем	3	2
210	друг к	1	2
211	совсем не	1	2
212	мы будем	1	2
213	а только	1	2
214	друг на	1	2
215	происходит в	1	2
216	нет и	3	2
217	в центре	1	2
218	стороны и	4	2
219	с их	1	2
220	и к	7	2
221	имеет в	3	2
222	от этого	1	2
223	в этот	3	2
224	в целом	5	2
225	момент его	1	2
226	тому же	1	2
227	в нашем	4	2
228	выражение в	6	2
229	как бы	6	2
230	удельный вес	1	2
231	не как	1	2
232	по всем	1	2
233	новое и	1	2
234	его от	2	2
235	и по	3	2
