N	2gram	Potebnia_M_3	Formalny
1	и в	30	38
2	в этом	10	27
3	может быть	28	23
4	и его	4	21
5	таким образом	14	20
6	и не	15	20
7	в самом	8	16
8	не в	15	15
9	прежде всего	3	15
10	и т	5	14
11	не может	6	14
12	в нем	9	13
13	связи с	2	13
14	но и	19	13
15	языка и	2	12
16	в поэзии	1	12
17	с его	1	11
18	с тем	7	11
19	в том	32	11
20	вовсе не	7	11
21	с другими	5	10
22	в его	4	10
23	не только	21	9
24	при этом	3	9
25	и с	2	9
26	как и	10	9
27	языка в	5	9
28	т п	2	9
29	в процессе	1	9
30	самом деле	2	8
31	все же	2	8
32	точки зрения	2	8
33	поэтического произведения	2	8
34	так и	11	8
35	что и	13	8
36	тем что	7	8
37	в первом	3	7
38	как мы	7	7
39	в корне	1	7
40	лишь в	1	7
41	по себе	16	7
42	для него	9	7
43	в своей	2	7
44	с точки	1	7
45	в поэтическом	2	7
46	уже не	6	7
47	этом отношении	2	7
48	в других	2	7
49	не могут	5	7
50	слова и	5	7
51	что в	17	7
52	художественного произведения	5	6
53	и ее	1	6
54	в ней	8	6
55	в истории	1	6
56	все эти	1	6
57	в этой	2	6
58	то же	23	6
59	было бы	9	6
60	он не	4	6
61	в их	2	6
62	могут быть	3	6
63	для понимания	4	6
64	в языке	7	6
65	только в	21	6
66	то что	18	6
67	не было	4	6
68	вместе с	12	6
69	а не	15	6
70	в результате	1	6
71	а в	12	6
72	это и	2	5
73	по преимуществу	1	5
74	должна быть	1	5
75	в первый	1	5
76	говорить о	3	5
77	во всех	1	5
78	звука и	2	5
79	т д	3	5
80	в слове	32	5
81	звуком и	3	5
82	между звуком	1	5
83	в то	10	5
84	же время	5	5
85	ни о	3	5
86	если бы	12	5
87	сводится к	1	5
88	что он	6	5
89	если мы	1	5
90	именно в	3	5
91	с этим	6	5
92	что же	2	5
93	бы в	2	5
94	во всяком	1	5
95	все остальное	1	4
96	в сущности	1	4
97	одним словом	2	4
98	что оно	11	4
99	что они	2	4
100	независимо от	5	4
101	как в	10	4
102	и наконец	2	4
103	не следует	5	4
104	не как	2	4
105	от нее	2	4
106	входит в	2	4
107	и поэтического	1	4
108	мы видели	4	4
109	не столько	2	4
110	раз и	1	4
111	как о	2	4
112	ничего не	1	4
113	на выражение	1	4
114	к тому	7	4
115	здесь не	1	4
116	но в	1	4
117	чем он	1	4
118	и теперь	6	4
119	что не	8	4
120	из них	6	4
121	так как	13	4
122	лишь для	1	4
123	и даже	2	4
124	другой стороны	4	4
125	там где	3	4
126	как бы	3	4
127	оно не	4	4
128	к этому	3	4
129	например в	6	3
130	сам по	5	3
131	тем же	4	3
132	и до	2	3
133	а как	2	3
134	из всего	1	3
135	мы не	9	3
136	между этими	1	3
137	то это	6	3
138	и на	3	3
139	бы она	1	3
140	не входит	1	3
141	если в	1	3
142	чем же	1	3
143	хотя и	1	3
144	и как	5	3
145	от этого	2	3
146	что это	4	3
147	в целом	3	3
148	из этих	9	3
149	языка к	1	3
150	только на	3	3
151	так сказать	2	3
152	время и	2	3
153	но именно	1	3
154	главным образом	1	3
155	и может	3	3
156	его в	3	3
157	это было	3	3
158	без нее	2	3
159	место в	3	3
160	произведения и	1	3
161	не является	1	3
162	в области	2	3
163	но все	2	3
164	его с	2	3
165	не есть	17	3
166	своего развития	1	3
167	того чтобы	3	3
168	так в	2	3
169	особенно в	1	3
170	произведения не	2	3
171	и здесь	1	3
172	одного из	1	3
173	должно было	2	3
174	к нему	3	3
175	как ее	2	3
176	того что	18	3
177	и значением	2	3
178	в какой	2	3
179	то и	6	3
180	мы знаем	1	3
181	слова в	7	3
182	каждый из	1	3
183	для того	4	3
184	чтобы показать	1	3
185	с другой	7	3
186	не то	3	3
187	том смысле	3	3
188	все это	4	3
189	на самом	1	3
190	или в	3	3
191	поэзии в	1	3
192	и все	3	3
193	была бы	4	3
194	жизни и	2	3
195	формы и	1	2
196	вряд ли	1	2
197	в такой	1	2
198	и то	8	2
199	самый предмет	2	2
200	явления и	1	2
201	едва ли	1	2
202	его не	1	2
203	предмета в	2	2
204	исследования в	1	2
205	он был	1	2
206	столь же	4	2
207	совсем не	1	2
208	но не	7	2
209	но как	2	2
210	а только	3	2
211	очевидно что	5	2
212	отношение к	2	2
213	отличие от	1	2
214	самое понятие	1	2
215	в одной	1	2
216	что именно	4	2
217	в художественном	1	2
218	все остальные	3	2
219	перед нами	2	2
220	то в	1	2
221	со своей	2	2
222	та же	2	2
223	в которой	3	2
224	уже в	5	2
225	действительности а	1	2
226	основная задача	1	2
227	в единстве	1	2
228	в понимании	1	2
229	как увидим	1	2
230	не к	4	2
231	именно из	1	2
232	в понятии	2	2
233	и более	1	2
234	языком и	1	2
235	или вовсе	3	2
236	из него	2	2
237	и по	4	2
238	том случае	1	2
239	разница между	3	2
240	говорить не	1	2
241	но совершенно	1	2
242	от одного	1	2
243	должен был	1	2
244	и тем	5	2
245	бы совершенно	1	2
246	ни в	2	2
247	само собою	1	2
248	от него	2	2
249	нигде не	1	2
250	должно быть	5	2
251	том что	18	2
252	на первый	1	2
253	нужно было	1	2
254	в этих	1	2
255	другим как	1	2
256	себе а	4	2
257	от его	1	2
258	и звук	2	2
259	их в	2	2
260	для этого	1	2
261	даже в	2	2
262	тому что	3	2
263	она не	2	2
264	значение слова	5	2
265	тем самым	7	2
266	что эта	2	2
267	и другое	1	2
268	не имеет	6	2
269	ее с	1	2
270	в систему	1	2
271	находится в	1	2
272	на котором	2	2
273	слово и	3	2
274	на язык	1	2
275	есть только	5	2
276	что на	1	2
277	и это	4	2
278	тем и	3	2
279	и о	2	2
280	значения и	1	2
281	в ее	2	2
282	и от	4	2
283	с самого	1	2
284	слово есть	9	2
285	времени и	1	2
286	было в	1	2
287	не ради	1	2
288	с ним	6	2
289	и восприятия	1	2
290	в виду	1	2
291	единства и	1	2
292	между тем	9	2
293	это не	1	2
294	если это	1	2
295	общем смысле	1	2
296	языка мы	2	2
297	один из	4	2
298	с ними	1	2
299	или же	4	2
300	по этому	1	2
301	звук и	3	2
302	не будет	3	2
303	потому что	46	2
304	же и	3	2
305	принадлежат не	1	2
306	с нею	2	2
307	еще одну	1	2
308	или даже	1	2
309	при помощи	1	2
310	языка но	1	2
311	в известной	1	2
312	в котором	4	2
313	сами по	1	2
314	слово как	5	2
315	как его	1	2
316	слове не	2	2
317	имеет значение	6	2
318	со стороны	3	2
319	даже не	1	2
320	язык в	1	2
321	значения в	1	2
322	между ними	1	2
323	что для	4	2
324	превращается в	1	2
325	его как	1	2
326	и многие	1	2
327	произведения искусства	2	2
328	перехода от	1	2
329	как например	1	2
330	художественное произведение	6	2
331	как предмет	1	2
332	но это	6	2
333	в чем	3	2
334	а все	1	2
335	а к	3	2
336	все содержание	1	2
337	слово в	4	2
338	сказать что	5	2
339	равно как	1	2
340	ее в	1	2
341	в искусстве	3	2
342	в таком	3	2
343	смысле что	1	2
344	и наиболее	1	1
345	это неверно	1	1
346	и а	1	1
347	говоря о	4	1
348	слова которые	1	1
349	до него	1	1
350	таком случае	2	1
351	художественном произведении	3	1
352	того же	1	1
