N	2gram	Bakhtin_Pr_3	DiskursI
1	не только	10	28
2	в том	3	23
3	а не	9	22
4	то есть	1	20
5	том что	3	19
6	может быть	19	17
7	как и	18	16
8	и в	34	16
9	в этом	16	15
10	еще не	4	14
11	но и	12	14
12	при этом	4	13
13	по своей	1	11
14	но не	4	11
15	прежде всего	15	11
16	и не	29	11
17	как в	4	10
18	далеко не	3	10
19	с другой	4	10
20	по отношению	5	9
21	в нем	19	9
22	не может	19	9
23	с одной	1	9
24	отношению к	6	9
25	отнюдь не	2	8
26	но в	16	8
27	своего рода	2	8
28	о том	2	8
29	так и	6	8
30	не было	2	7
31	в себе	6	7
32	то же	14	7
33	не в	9	7
34	в основе	1	7
35	роль в	1	7
36	в его	22	7
37	только в	6	7
38	в своем	2	6
39	пока еще	2	6
40	и как	3	6
41	и на	6	5
42	во всех	2	5
43	отличие от	2	5
44	тому же	2	5
45	в котором	3	5
46	в их	1	5
47	в отличие	2	5
48	в процессе	1	5
49	в себя	1	5
50	сводится к	3	5
51	или иной	2	5
52	можно сказать	1	5
53	а с	3	5
54	в данном	1	5
55	как бы	27	5
56	к тому	5	5
57	а в	5	5
58	то что	11	5
59	в своей	3	5
60	и о	1	4
61	в которых	2	4
62	с его	6	4
63	в сторону	2	4
64	отношение к	6	4
65	и к	12	4
66	уже не	2	4
67	в целом	5	4
68	на его	4	4
69	не как	3	4
70	лишь в	5	4
71	в них	2	4
72	потому что	12	4
73	для себя	6	4
74	внимание на	1	4
75	же время	12	4
76	между тем	3	4
77	одной из	1	4
78	что он	23	4
79	для него	13	4
80	в особенности	1	4
81	что не	7	4
82	связи с	1	4
83	не является	2	4
84	что в	7	4
85	также и	1	3
86	того же	2	3
87	и потому	2	3
88	в первом	1	3
89	в каждой	1	3
90	столь же	2	3
91	той или	2	3
92	в одной	3	3
93	с этим	2	3
94	перед нами	1	3
95	в самом	8	3
96	вследствие этого	2	3
97	зрения на	1	3
98	это не	5	3
99	общения с	1	3
100	и того	2	3
101	точки зрения	8	3
102	в своих	1	3
103	однако в	2	3
104	бы быть	1	3
105	по себе	3	3
106	в то	12	3
107	он мог	1	3
108	к той	1	3
109	таким образом	5	3
110	они и	1	3
111	в строгом	1	3
112	как не	1	3
113	свою очередь	1	3
114	но при	1	3
115	в ее	3	3
116	в произведении	1	3
117	времени и	1	3
118	не с	2	3
119	еще в	3	3
120	и даже	7	3
121	или на	1	3
122	что и	5	3
123	хотя бы	5	3
124	из них	5	3
125	тем что	4	3
126	при всей	2	3
127	себе не	1	3
128	по своему	3	3
129	тому как	2	3
130	того что	5	3
131	один из	2	3
132	все же	7	3
133	в свою	1	3
134	сказать что	2	3
135	другой стороны	3	3
136	отношения к	1	2
137	одним из	1	2
138	например в	2	2
139	к другому	20	2
140	в сущности	11	2
141	совпадает с	2	2
142	на себя	1	2
143	в виду	3	2
144	слово не	2	2
145	между собой	1	2
146	служит для	1	2
147	сказать и	1	2
148	но как	4	2
149	за пределы	2	2
150	себя в	1	2
151	определяется не	2	2
152	как к	4	2
153	что касается	1	2
154	хотя и	3	2
155	когда он	2	2
156	исторические корни	1	2
157	в этой	1	2
158	так сказать	2	2
159	он ни	3	2
160	подобно тому	2	2
161	и по	1	2
162	на этом	4	2
163	так например	1	2
164	человека в	1	2
165	в каждом	3	2
166	об этом	1	2
167	того или	2	2
168	с человеком	2	2
169	одного и	1	2
170	в г	1	2
171	и без	2	2
172	однако уже	1	2
173	по крайней	3	2
174	не менее	3	2
175	что с	3	2
176	внутренней речи	4	2
177	к такому	1	2
178	и его	16	2
179	крайней мере	3	2
180	к себе	17	2
181	отличается от	2	2
182	значительной степени	1	2
183	мысли о	2	2
184	оно не	1	2
185	и он	2	2
186	как мы	7	2
187	с ее	3	2
188	говорит и	1	2
189	данном случае	1	2
190	характер и	3	2
191	в пределах	6	2
192	приводит к	1	2
193	же касается	1	2
194	но зато	3	2
195	в другом	8	2
196	было в	2	2
197	кого и	1	2
198	и вообще	2	2
199	в построении	1	2
200	о нем	2	2
201	во всяком	5	2
