N	3gram	Nazirov_Tv_2	StatiiOP
1	в том что	2	11
2	и т п	2	6
3	не может быть	3	5
4	по крайней мере	2	4
5	во всяком случае	2	4
6	с другой стороны	2	4
7	о том что	2	4
8	в то время	1	4
9	это связано с	1	3
10	в г в	1	3
11	начале xix века	1	3
12	в начале xix	1	3
13	в связи с	1	3
14	то же время	7	3
15	в то же	7	3
16	но это не	1	3
17	может быть назван	1	2
18	до сих пор	3	2
19	что он был	1	2
20	тем что он	1	2
21	и в этом	1	2
22	с самого начала	1	2
23	в его работе	1	2
24	а с другой	1	2
25	в том смысле	1	2
26	в предисловии к	1	2
27	к борису годунову	1	2
28	и т д	11	2
29	потому что в	1	1
30	в самом деле	2	1
31	в одной из	2	1
32	то это означало	1	1
33	является одним из	1	1
34	в наше время	2	1
35	не может жить	1	1
36	и если бы	1	1
37	в конце х	1	1
38	можно было бы	1	1
39	что в них	1	1
40	об этом не	1	1
41	в году он	1	1
42	скромное место в	1	1
43	в применении к	1	1
44	в этой сцене	2	1
45	в поле зрения	1	1
46	в том же	2	1
47	в году в	1	1
48	если не считать	2	1
49	в чем же	1	1
50	в известном смысле	1	1
51	в первом из	1	1
52	он говорит что	1	1
53	с первого взгляда	1	1
54	с м бонди	1	1
55	конце х годов	1	1
56	одном из писем	1	1
57	но уже в	1	1
58	том смысле что	1	1
59	какое место занимает	1	1
60	не означает что	1	1
61	в свою очередь	1	1
62	и народ в	1	1
63	в одном из	2	1
64	том что этот	1	1
65	что у него	1	1
66	была для него	1	1
67	той или иной	1	1
68	у нас не	1	1
69	у пушкина этот	1	1
70	в русской литературе	1	1
71	и в другом	1	1
