N	2gram	Bakhtin_Fr_2	Poddanst
1	не только	17	17
2	и в	49	14
3	и не	15	12
4	в области	4	11
5	в этом	15	10
6	в отношении	2	10
7	в качестве	2	9
8	но в	4	9
9	то же	7	9
10	в том	3	9
11	в пределах	2	8
12	хотя бы	1	8
13	только в	13	7
14	в то	6	7
15	же время	6	7
16	в ней	2	6
17	xix века	2	6
18	было бы	3	6
19	но и	13	6
20	в смысле	2	6
21	с другой	4	5
22	может быть	5	5
23	не в	1	5
24	и о	4	5
25	если бы	1	4
26	в своем	5	4
27	и к	4	4
28	как бы	11	4
29	но также	1	4
30	том что	4	4
31	не может	7	4
32	и потому	5	4
33	в котором	1	4
34	что в	2	4
35	мы должны	2	4
36	же в	3	4
37	а в	4	4
38	то что	6	4
39	это не	1	3
40	хотя и	2	3
41	и как	1	3
42	тот же	5	3
43	с ними	1	3
44	с одной	3	3
45	в себе	4	3
46	в нем	9	3
47	для того	1	3
48	прежде всего	19	3
49	одной стороны	3	3
50	с тем	1	3
51	и без	2	3
52	с точки	5	3
53	но не	5	3
54	могут быть	2	3
55	потому что	1	3
56	точки зрения	6	3
57	и это	3	2
58	отношения к	4	2
59	например в	1	2
60	значительной мере	1	2
61	в ее	3	2
62	и есть	1	2
63	в мире	2	2
64	есть не	1	2
65	которую мы	1	2
66	по сравнению	2	2
67	в xix	3	2
68	время в	1	2
69	в значительной	3	2
70	во всех	6	2
71	в общем	1	2
72	во всей	1	2
73	пути в	1	2
74	того что	1	2
75	стороны и	1	2
76	духа и	3	2
77	и весьма	1	2
78	к чему	1	2
79	теперь в	1	2
80	думать что	2	2
81	есть в	2	2
82	в начале	5	2
83	главным образом	1	2
84	и других	3	2
85	в его	18	2
86	из них	3	2
87	в виде	1	2
88	в силу	1	2
89	и вот	3	2
90	как раз	1	2
91	где в	1	2
92	и с	6	2
93	именно в	6	2
94	мира с	1	2
95	в жизни	4	2
96	xix веке	3	2
97	для них	2	2
98	в них	13	2
99	не было	4	2
100	а не	1	2
101	в эту	5	2
102	не будем	1	2
103	творчества и	1	2
104	культуры в	1	2
105	что из	1	2
106	не менее	1	2
107	все это	9	2
108	не о	1	2
109	одна из	4	2
110	да и	3	2
111	еще более	1	2
112	для нас	1	2
113	исключительно в	1	2
114	и мучеников	1	2
115	в частности	1	2
116	как на	4	2
117	также и	3	1
118	с другом	1	1
119	связана с	3	1
120	и то	1	1
121	века но	2	1
122	как известно	2	1
123	на основе	2	1
124	тем же	1	1
125	во времена	1	1
126	в себя	6	1
127	культуры и	3	1
128	по преимуществу	2	1
129	культуры на	1	1
130	первой половине	1	1
131	должна быть	1	1
132	собственном смысле	2	1
133	был и	3	1
134	можно определять	1	1
135	особенно в	2	1
136	в борьбе	1	1
137	еще в	2	1
138	бы что	1	1
139	что уже	1	1
140	библейские темы	1	1
141	в эпоху	13	1
142	для этого	1	1
143	в собственном	3	1
144	не вполне	1	1
145	почти исключительно	1	1
146	с ее	3	1
147	и ее	1	1
148	мы и	1	1
149	эти явления	2	1
150	и здесь	1	1
151	использовать эти	1	1
152	настоящее время	1	1
153	литературы и	2	1
154	государство и	1	1
155	притом в	2	1
156	еще не	2	1
157	и на	17	1
158	он был	2	1
159	и который	1	1
160	ответа на	1	1
161	в различных	1	1
162	с его	5	1
163	опиралась на	1	1
164	бы она	1	1
165	глаза на	1	1
166	жить и	4	1
167	некоторые же	1	1
168	его сущность	1	1
169	борьбе с	1	1
170	что и	1	1
171	в стадии	1	1
172	них в	1	1
173	ее представители	1	1
174	перед тем	1	1
175	интеллигенции и	1	1
176	в истории	6	1
177	что во	1	1
178	все же	7	1
179	и где	1	1
180	власть и	1	1
181	основном и	2	1
182	сочетаются с	1	1
183	это область	1	1
184	мы видим	1	1
185	xv веку	1	1
186	в какой	1	1
187	в народе	1	1
188	должен быть	1	1
189	именно во	1	1
190	в самом	3	1
191	только то	2	1
192	в условиях	2	1
193	в которой	1	1
194	и первой	1	1
195	формы в	1	1
196	есть для	2	1
197	из этих	5	1
198	именно на	2	1
199	в эти	1	1
200	история и	1	1
201	отчасти и	2	1
202	теорий и	1	1
203	и будущее	1	1
204	этого творчества	1	1
205	только один	1	1
206	наша задача	1	1
207	мира но	1	1
208	уже в	5	1
209	в большинстве	1	1
210	только на	1	1
211	же период	1	1
212	на то	2	1
213	новую и	1	1
214	не могла	1	1
215	этого процесса	3	1
216	было с	1	1
217	к миру	1	1
218	мы знаем	1	1
219	есть как	1	1
220	одно из	1	1
221	и иерархии	1	1
222	исторических эпох	1	1
223	к первой	2	1
224	к ним	1	1
225	мы можем	2	1
226	широко и	1	1
227	и по	1	1
228	основные черты	1	1
229	догматов и	1	1
230	культуры ее	1	1
231	бы это	1	1
232	и приближаются	1	1
233	а затем	3	1
234	связанные с	2	1
235	без того	1	1
