N	3gram	Tiupa_Anal_1	Formalny
1	не может быть	16	10
2	в связи с	1	10
3	и т п	3	9
4	с точки зрения	4	7
5	в этом отношении	2	7
6	в самом деле	2	5
7	то же время	6	5
8	в то же	8	5
9	во всяком случае	1	5
10	вместе с тем	1	4
11	не могут быть	2	4
12	того или иного	3	4
13	как раз и	1	3
14	и не может	4	3
15	в зависимости от	1	3
16	сам по себе	1	3
17	но и в	2	3
18	не в том	3	3
19	с другой стороны	2	3
20	для того чтобы	3	3
21	прежде всего в	1	2
22	в этом смысле	1	2
23	не было и	1	2
24	сами по себе	2	2
25	в отличие от	6	2
26	в том случае	1	2
27	говорить не приходится	1	2
28	все без исключения	1	2
29	том что искусство	1	2
30	к тому что	1	2
31	в том что	9	2
32	и не в	4	2
33	что иное как	5	1
34	что же касается	1	1
35	произведение не только	1	1
36	а вовсе не	1	1
37	как бы не	1	1
38	более или менее	1	1
39	равно как и	1	1
40	не говоря уже	1	1
41	в этом последнем	1	1
42	значение лишь в	1	1
43	в области гуманитарных	1	1
44	в отрыве от	2	1
45	с одной стороны	3	1
46	только в том	1	1
47	до сих пор	1	1
48	говоря уже о	1	1
49	в таком случае	3	1
50	как мы увидим	1	1
51	из того что	3	1
52	в собственном смысле	1	1
53	не сам по	1	1
54	в той мере	2	1
55	том или ином	3	1
56	как и от	1	1
57	в противном случае	1	1
58	по крайней мере	1	1
59	то или иное	1	1
60	именно в этом	2	1
61	том случае если	1	1
62	иного рода в	1	1
63	что не есть	1	1
64	в самом объекте	1	1
65	в художественном творчестве	1	1
66	в том или	2	1
67	в данном случае	2	1
68	в том чтобы	7	1
69	но в то	2	1
70	и тот же	1	1
71	смысле этого слова	1	1
72	в той же	1	1
73	одним из первых	1	1
74	бы столь же	1	1
75	вещи но и	1	1
76	между тем в	1	1
77	в большей или	1	1
78	или меньшей степени	1	1
79	в такой же	1	1
80	все же не	1	1
81	бы то ни	3	1
82	которое не может	1	1
83	между двумя полюсами	1	1
84	лишь в том	3	1
85	мере в какой	2	1
86	один и тот	1	1
87	в широком смысле	2	1
88	во всех своих	1	1
89	есть не что	3	1
90	только в качестве	1	1
91	один из возможных	1	1
92	уже потому что	1	1
93	первой из них	1	1
94	может быть понят	1	1
95	имеем в виду	1	1
96	большей или меньшей	4	1
97	и тем самым	1	1
98	в свою очередь	1	1
99	времени и пространстве	4	1
100	в литературном произведении	1	1
101	он не есть	1	1
102	в художественном произведении	1	1
103	или во всяком	1	1
104	мы имеем в	1	1
105	науки о литературе	2	1
106	иметь место в	1	1
107	по аналогии с	1	1
108	истории литературы как	1	1
109	оно не является	1	1
110	об отсутствии в	1	1
111	не что иное	4	1
112	противном случае мы	1	1
113	всего может быть	1	1
114	той мере в	2	1
115	а не в	3	1
116	как и в	1	1
117	на фоне этой	1	1
118	не изолированно а	1	1
119	таким образом с	1	1
