N	3gram	Voloshinov_1	Stilisti
1	в то же	1	9
2	в зависимости от	2	7
3	то же время	1	7
4	мы никогда не	2	5
5	с точки зрения	2	5
6	и то же	2	4
7	то же самое	2	4
8	одно и то	2	4
9	то что мы	1	4
10	в свою очередь	1	4
11	с самого начала	1	4
12	на самом деле	2	3
13	но и в	1	3
14	бы мы ни	3	3
15	во внутренней речи	1	3
16	внутренней и внешней	1	3
17	но все же	1	3
18	как мы уже	1	3
19	в так называемой	1	2
20	само собой разумеющееся	1	2
21	или хотя бы	1	2
22	равно как и	1	2
23	без внутренней речи	1	2
24	и точек зрения	1	2
25	в этом отношении	1	2
26	его внутренней речи	1	2
27	может быть понято	1	2
28	в значительной степени	1	2
29	но в то	1	2
30	зависимости от того	1	2
31	не должно быть	1	2
32	не может быть	7	2
33	мы убедились что	1	2
34	и тем же	1	2
35	о том что	1	2
36	можно сказать что	5	2
37	тех или иных	1	2
38	двух частей из	1	1
39	связь высказывания с	1	1
40	если бы даже	1	1
41	и тому же	1	1
42	по себе не	1	1
43	которого и является	1	1
44	одним и тем	1	1
45	хотя бы только	1	1
46	по отношению к	11	1
47	более или менее	1	1
48	так как в	1	1
49	в самом деле	1	1
50	общей для них	1	1
51	свое выражение в	1	1
52	и внешней речи	1	1
53	только одна сторона	1	1
54	сколько бы мы	3	1
55	в нем и	1	1
56	ней как бы	1	1
57	разными точками зрения	1	1
58	до сих пор	3	1
59	мы в нем	1	1
60	если же он	1	1
61	в ней как	2	1
62	и та же	1	1
63	от того в	1	1
64	только на интонации	1	1
65	и третье лицо	1	1
66	несмотря на это	1	1
67	в каком направлении	1	1
68	можно было бы	1	1
69	и его социальная	1	1
70	и здесь мы	1	1
71	в жизненной речи	1	1
72	в обществе в	1	1
73	зрения как не	1	1
74	здесь же мы	1	1
75	второе и третье	1	1
76	по крайней мере	1	1
77	но что собственно	1	1
78	в плоть и	1	1
79	и в каком	1	1
80	отнюдь не является	1	1
81	того чтобы не	1	1
82	но мы можем	1	1
83	еще раз что	1	1
84	заметим в ней	1	1
85	ни на один	2	1
86	из двух частей	1	1
87	это прежде всего	1	1
88	данной социальной группы	1	1
89	акт сознания не	1	1
90	жизненное высказывание как	1	1
91	нельзя было говорить	1	1
92	с другими формами	1	1
93	той социальной группы	1	1
94	таким образом каждое	1	1
95	и является задачей	1	1
96	выбор слова и	1	1
97	и в этом	1	1
98	социальной группы к	1	1
99	тем не менее	3	1
100	на это мы	1	1
101	в нашем случае	1	1
102	из общей для	2	1
103	согласие или несогласие	2	1
104	чтобы убедиться в	1	1
105	группы к которой	1	1
106	бытия данной группы	1	1
107	одна и та	1	1
108	не поймем в	1	1
109	ничего не поймем	1	1
110	это только одна	1	1
111	степени зависит от	1	1
112	здесь таким образом	1	1
113	мы должны различать	1	1
114	неизбежно утратит свою	1	1
115	не только его	1	1
116	таким образом мы	1	1
117	плоть и кровь	1	1
118	в конечном счете	1	1
119	как социального явления	1	1
120	уже в ней	1	1
121	и не может	3	1
122	ни в какой	1	1
123	в русской литературе	1	1
124	миру и к	1	1
125	мы имеем в	1	1
126	с другой стороны	2	1
127	они как бы	1	1
128	уж конечно не	1	1
129	та же социальная	1	1
130	это как бы	3	1
131	никогда не сможем	2	1
132	в том что	4	1
133	не может получить	1	1
134	как и в	1	1
135	но если бы	1	1
136	одному и тому	1	1
137	мы увидим что	1	1
138	в жизни и	2	1
