N	2gram	Berdyaev_M_2	Myshleni
1	и в	46	28
2	в том	3	28
3	то что	5	28
4	в этом	20	27
5	в развитии	1	24
6	того что	6	24
7	потому что	12	22
8	том что	4	19
9	не может	15	19
10	что он	7	18
11	только в	3	18
12	что в	4	17
13	не только	18	16
14	по сравнению	1	15
15	так же	6	15
16	сравнению с	1	14
17	точки зрения	2	13
18	может быть	21	13
19	сказать что	3	13
20	в сфере	2	12
21	тому что	4	11
22	и не	18	11
23	как бы	8	11
24	по отношению	2	10
25	отношений между	1	10
26	с точки	1	10
27	в отношении	5	10
28	того чтобы	4	10
29	к тому	5	10
30	так как	8	10
31	от того	3	10
32	но и	15	10
33	отношению к	2	10
34	могли бы	1	9
35	было бы	1	9
36	в самом	5	8
37	никогда не	18	8
38	тем что	3	8
39	для того	5	8
40	того же	1	7
41	то же	5	7
42	в сущности	2	7
43	отношение к	8	7
44	в своем	8	7
45	в которой	2	7
46	он не	10	7
47	в нем	22	7
48	можно было	2	7
49	если бы	3	7
50	мы видим	2	7
51	и других	2	7
52	вместе с	2	7
53	между ними	1	7
54	же как	3	6
55	мы не	1	6
56	в чем	3	6
57	и как	1	6
58	и к	7	6
59	как и	13	6
60	для него	18	6
61	не имеет	4	6
62	тогда когда	2	6
63	приводит к	1	6
64	так и	4	6
65	и что	2	6
66	его в	3	6
67	так что	2	6
68	вопрос о	6	5
69	и на	3	5
70	но в	10	5
71	то в	2	5
72	в этой	7	5
73	что все	5	5
74	и тем	1	5
75	с тем	1	5
76	не могли	1	5
77	того как	3	5
78	в разных	2	5
79	не могут	1	5
80	в пределах	1	5
81	это не	5	5
82	и все	5	5
83	не иначе	1	4
84	и то	1	4
85	к другому	3	4
86	той же	3	4
87	если я	2	4
88	я не	5	4
89	во всех	2	4
90	только тогда	1	4
91	в той	1	4
92	с этим	1	4
93	в мысли	2	4
94	целый ряд	1	4
95	в себе	10	4
96	в нашем	7	4
97	на то	1	4
98	на этом	2	4
99	к другу	5	4
100	но если	1	4
101	он должен	1	4
102	не в	9	4
103	нас к	1	4
104	своей природе	1	4
105	в сознании	1	4
106	что на	1	4
107	оно не	2	4
108	что и	4	4
109	которые в	2	4
110	друг друга	12	4
111	но что	1	4
112	они не	4	4
113	отношения к	2	3
114	на высшую	2	3
115	это и	3	3
116	с его	4	3
117	друг к	5	3
118	значение для	1	3
119	независимо от	1	3
120	как в	7	3
121	хотя и	2	3
122	от этого	2	3
123	отношение между	1	3
124	на его	2	3
125	с ней	1	3
126	раз в	1	3
127	в плане	1	3
128	одной и	2	3
129	в каждом	3	3
130	вызывает к	1	3
131	в них	3	3
132	что такое	1	3
133	его отношение	4	3
134	всякий раз	1	3
135	и той	2	3
136	движение в	1	3
137	по себе	2	3
138	до известной	1	3
139	в основе	2	3
140	по своей	3	3
141	связи с	2	3
142	не по	1	3
143	до того	1	3
144	этом отношении	1	3
145	лежит в	1	3
146	отличается от	1	3
147	те же	5	3
148	мог бы	1	3
149	и здесь	6	3
150	до сих	3	3
151	во втором	1	3
152	в его	5	3
153	и только	1	3
154	все время	2	3
155	один из	5	3
156	это означает	2	3
157	и его	5	3
158	есть в	3	3
159	до конца	4	3
160	на примере	1	3
161	связано с	3	3
162	а не	13	3
163	требует от	1	3
164	это есть	2	3
165	сих пор	3	3
166	в целом	1	3
167	бы в	2	3
168	мы должны	1	3
169	отношении к	3	3
170	не знает	9	3
171	в своих	3	3
172	как на	1	3
173	самом деле	1	2
174	он может	1	2
175	принадлежит к	2	2
176	для нашей	2	2
177	он сам	6	2
178	мысль что	4	2
179	к которой	3	2
180	себе и	2	2
181	что они	3	2
182	прежде всего	12	2
183	когда он	1	2
184	между двумя	1	2
185	поэтому он	2	2
186	все эти	1	2
187	если он	2	2
188	но на	2	2
189	к одному	1	2
190	этого вопроса	2	2
191	раньше чем	1	2
192	другу как	1	2
193	с этой	1	2
194	в другом	1	2
195	была в	1	2
196	начала что	1	2
197	всю свою	1	2
198	чем в	2	2
199	в высшей	3	2
200	остается в	1	2
201	в этих	2	2
202	что если	1	2
203	в своей	5	2
204	в такой	3	2
205	в котором	1	2
206	что всякий	3	2
207	в которых	1	2
208	втором случае	1	2
209	вниз в	1	2
210	но это	8	2
211	но он	11	2
212	и более	1	2
213	она не	8	2
214	для каждого	1	2
215	уже из	1	2
216	о природе	1	2
217	может существовать	1	2
218	мыслей и	1	2
219	идет путем	1	2
220	именно потому	1	2
221	у нас	11	2
222	приходит к	2	2
223	и от	3	2
224	он с	1	2
225	как с	1	2
226	не с	1	2
227	что у	4	2
228	о связи	1	2
229	еще в	2	2
230	начинается в	1	2
231	для этого	4	2
232	новых и	1	2
233	с ним	3	2
234	означает что	4	2
235	высшую ступень	1	2
236	вот почему	2	2
237	на вопрос	1	2
238	в значительной	1	2
239	нас в	2	2
240	но с	2	2
