N	2gram	Bakhtin_KF_1	Dialekti
1	не есть	20	40
2	и не	26	30
3	и есть	9	19
4	а не	17	18
5	ничего не	3	17
6	может быть	45	17
7	то что	7	16
8	и в	24	15
9	как бы	9	14
10	точки зрения	12	14
11	не имеет	5	14
12	так как	1	14
13	что это	3	13
14	по себе	2	13
15	это есть	2	13
16	того что	3	13
17	это не	10	12
18	в этом	14	11
19	говорить о	2	11
20	ясно что	3	11
21	в том	6	11
22	прежде всего	2	11
23	не может	27	11
24	и все	7	11
25	том что	4	10
26	в основе	5	10
27	потому что	2	10
28	с ее	2	10
29	это и	2	9
30	то же	5	9
31	мы не	3	9
32	было бы	8	9
33	с точки	9	9
34	в виду	3	9
35	уже не	7	9
36	и пр	3	9
37	значит что	1	9
38	все это	10	9
39	в чем	4	8
40	не в	12	8
41	в себе	21	8
42	не только	5	8
43	ни в	12	8
44	и это	12	8
45	и о	1	8
46	и ее	2	8
47	это значит	1	8
48	должна быть	4	7
49	не просто	1	7
50	что именно	1	7
51	и мы	2	7
52	он есть	1	7
53	как и	5	7
54	ровно ничего	1	7
55	и его	17	7
56	только в	16	7
57	что мы	1	7
58	или в	1	7
59	что он	2	7
60	что в	4	7
61	есть просто	1	6
62	хотя и	1	6
63	и тем	3	6
64	если бы	8	6
65	в то	3	6
66	же время	2	6
67	что и	7	6
68	вовсе не	7	6
69	и даже	1	6
70	а именно	1	6
71	нет ничего	1	6
72	в результате	1	6
73	ни на	1	6
74	той же	1	5
75	мы имеем	5	5
76	и на	3	5
77	быть в	4	5
78	с его	1	5
79	только тогда	1	5
80	субъекта и	1	5
81	в своем	16	5
82	на то	1	5
83	что она	1	5
84	в нем	28	5
85	в жизни	2	5
86	что я	5	5
87	в ней	3	5
88	но только	1	5
89	того чтобы	2	5
90	тогда когда	3	5
91	как таковой	1	5
92	я не	6	5
93	в каком	4	5
94	о том	3	5
95	в себя	7	5
96	так и	2	5
97	другими словами	1	5
98	можно сказать	1	5
99	и можно	1	5
100	именно в	5	5
101	если мы	1	5
102	и чисто	1	5
103	для того	3	5
104	в смысле	6	5
105	и для	9	5
106	также и	1	4
107	я утверждаю	1	4
108	хотя бы	4	4
109	в этой	2	4
110	и как	2	4
111	бы только	1	4
112	не как	4	4
113	то ни	2	4
114	и с	1	4
115	этом смысле	3	4
116	с тем	2	4
117	и уже	1	4
118	бытия и	10	4
119	мир и	1	4
120	она не	1	4
121	той или	3	4
122	ничего общего	2	4
123	что все	1	4
124	еще не	4	4
125	только так	1	4
126	она всегда	1	4
127	в его	40	4
128	мы должны	1	4
129	мы видим	1	4
130	с ними	3	4
131	в одном	4	4
132	не о	2	4
133	само по	1	4
134	как раз	1	4
135	отнюдь не	6	4
136	и эстетической	1	4
137	но это	6	4
138	один из	2	4
139	лишь как	2	4
140	или не	1	4
141	жизни и	8	4
142	но и	9	4
143	должны быть	1	4
144	себя как	2	3
145	отношения к	1	3
146	и то	2	3
147	чего не	2	3
148	едва ли	2	3
149	и тут	1	3
150	так чтобы	1	3
151	со стороны	7	3
152	в истории	1	3
153	как в	2	3
154	с этим	1	3
155	когда он	1	3
156	и наконец	1	3
157	но в	5	3
158	от этого	2	3
159	та же	2	3
160	бы и	3	3
161	все эти	10	3
162	на этом	1	3
163	об этом	1	3
164	мы уже	1	3
165	в данном	2	3
166	в один	1	3
167	смысл и	6	3
168	можно только	1	3
169	бытии и	2	3
170	в своей	10	3
171	в их	8	3
172	она в	1	3
173	в предыдущем	1	3
174	есть всегда	1	3
175	только для	1	3
176	мы можем	1	3
177	есть только	1	3
178	могут быть	3	3
179	лежит в	1	3
180	более не	1	3
181	то или	2	3
182	и религии	1	3
183	сознания и	3	3
184	и та	2	3
185	этот момент	6	3
186	быть и	3	3
187	в виде	2	3
188	бытия но	4	3
189	уже нет	1	3
190	это будет	1	3
191	или иное	2	3
192	в области	2	3
193	себя и	2	3
194	что не	3	3
195	смысла и	2	3
196	ни о	1	3
197	я уже	2	3
198	и потому	2	3
199	из которых	2	3
200	или другой	1	3
201	от него	3	3
202	или нет	1	3
203	с ним	5	3
204	в свою	3	3
205	совершенно не	6	3
206	будет ли	2	3
207	только не	1	3
208	это понятие	1	3
209	тем самым	4	3
210	к этому	2	3
211	можно говорить	1	2
212	мы говорим	1	2
213	ведь и	1	2
214	и само	1	2
215	мир не	1	2
216	что уже	1	2
217	вопрос о	2	2
218	науки и	1	2
219	совпадает с	1	2
220	бы ни	1	2
221	может дать	3	2
222	на нем	2	2
223	не нужно	2	2
224	во всех	11	2
225	как таковая	1	2
226	бы не	3	2
227	мы будем	1	2
228	но как	5	2
229	вообще как	1	2
230	себе и	3	2
231	и будет	1	2
232	нет и	3	2
233	данный момент	3	2
234	все же	5	2
235	в этот	1	2
236	или иную	1	2
237	в самом	1	2
238	в которой	1	2
239	это утверждение	1	2
240	ни один	1	2
241	думать что	2	2
242	ни одна	2	2
243	всей его	2	2
244	при этом	4	2
245	тем не	2	2
246	в понятии	1	2
247	а это	2	2
248	но все	5	2
249	не будет	2	2
250	на все	1	2
251	лишь в	8	2
252	это было	2	2
253	время и	5	2
254	весь мир	2	2
255	все равно	1	2
256	нашего исследования	1	2
257	осуществляется в	1	2
258	должно быть	6	2
259	нисколько не	4	2
260	нет ибо	1	2
261	в котором	24	2
262	от себя	10	2
263	при условии	2	2
264	есть еще	1	2
265	общего не	2	2
266	для нее	7	2
267	что есть	2	2
268	в отношении	1	2
269	не менее	3	2
270	не раз	1	2
271	что эта	2	2
272	как о	1	2
273	и именно	2	2
274	никогда не	5	2
275	и по	1	2
276	во всем	7	2
277	как не	1	2
278	не по	4	2
279	это-то и	1	2
280	можно и	2	2
281	свою очередь	1	2
282	в ее	16	2
283	своей истории	2	2
284	и может	3	2
285	и когда	2	2
286	не значит	6	2
287	мог бы	1	2
288	жизнь и	2	2
289	для этого	2	2
290	никогда и	1	2
291	о нем	4	2
292	познания и	4	2
293	ее в	1	2
294	но мы	1	2
295	не имеем	3	2
296	и во	1	2
297	или более	1	2
298	тем или	1	2
299	и требует	1	2
300	говорить об	1	2
301	во всей	4	2
302	и только	6	2
303	одной из	1	2
304	и так	1	2
305	в качестве	2	2
306	себя в	8	2
307	же и	1	2
308	реальное и	1	2
309	конечно не	7	2
310	но о	1	2
311	не дает	3	2
312	ту или	1	2
313	был бы	3	2
314	и их	6	2
315	никто не	1	2
316	для меня	20	2
317	тем что	3	2
318	от того	3	2
319	не было	8	2
320	в данный	3	2
321	и из	1	2
322	она является	1	2
323	его как	5	2
324	понятие о	1	2
325	вместе с	1	2
326	как это	1	2
327	как одно	1	2
328	и жизни	4	2
329	в человеке	1	2
330	поскольку он	2	2
331	быть не	2	2
332	время есть	1	2
333	но для	2	2
334	не мог	1	2
335	за его	1	2
336	при таком	1	2
337	мы только	1	2
338	и ни	3	2
339	главным образом	1	2
340	только что	1	2
341	отражается и	1	2
342	а как	2	2
343	отношении к	2	2
344	что этот	3	2
345	равно как	1	2
346	день и	1	2
347	оно не	2	2
348	самое что	1	2
349	того или	3	2
350	я могу	5	2
351	во всяком	1	2
352	все что	1	2
353	становления не	1	2
354	смысле слова	1	1
355	говоря о	1	1
356	о каких	1	1
357	и волевой	1	1
358	чтобы не	2	1
359	все остальное	2	1
360	утверждение что	1	1
361	на самом	3	1
362	он может	2	1
363	же будет	1	1
364	выражено в	1	1
365	эти момента	3	1
366	из другого	1	1
367	дело не	2	1
368	имеем и	1	1
369	исходит из	1	1
370	видеть в	1	1
371	действительности и	1	1
372	его что	1	1
373	в зависимости	1	1
374	и этот	3	1
375	и индивидуального	1	1
376	его не	1	1
377	их и	1	1
378	это что	1	1
379	положения в	3	1
380	каждый отдельный	2	1
381	он как	1	1
382	оба эти	2	1
383	только это	2	1
384	конечно и	1	1
385	жизни это	1	1
386	и он	1	1
387	и говорить	1	1
388	и иначе	1	1
389	в религии	1	1
390	может не	2	1
391	себя до	1	1
392	и объект	1	1
393	утвердить его	1	1
394	где же	1	1
395	жить и	2	1
396	и всякий	1	1
397	отношение к	5	1
398	рождение и	1	1
399	в едином	9	1
400	самым уже	1	1
401	никого и	1	1
402	и я	5	1
403	его я	1	1
404	и противопоставления	1	1
405	как к	2	1
406	помнить что	1	1
407	виду и	1	1
408	и жить	1	1
409	тот же	1	1
410	эстетический разум	1	1
411	выражает и	1	1
412	где все	1	1
413	не можем	1	1
414	истины и	2	1
415	можно выйти	1	1
416	в нашем	1	1
417	в час	3	1
418	для мира	1	1
419	вообще а	1	1
420	и тот	1	1
421	ибо если	1	1
422	имеем в	2	1
423	в философии	1	1
424	но ведь	5	1
425	если он	1	1
426	делает не	1	1
427	но прежде	1	1
428	с чем	1	1
429	видит и	2	1
430	и одна	1	1
431	к миру	1	1
432	она становится	1	1
433	человек не	2	1
434	он не	6	1
435	всех этих	3	1
436	момента в	1	1
437	нее и	1	1
438	и совершенно	3	1
439	содержит в	1	1
440	бытия я	1	1
441	я с	1	1
442	его от	1	1
443	будем говорить	1	1
444	людей и	2	1
445	чтобы дать	2	1
446	канта и	1	1
447	как оно	2	1
448	закон но	1	1
449	этом последнем	1	1
450	этим самым	1	1
451	же не	1	1
452	что мир	1	1
453	конечно в	2	1
454	том случае	1	1
455	что мне	1	1
456	и чтобы	1	1
457	причем все	1	1
458	его в	5	1
459	входит в	3	1
460	или просто	1	1
461	этот человек	1	1
462	единая и	3	1
463	науки а	1	1
464	новое и	1	1
465	только одно	1	1
466	бытие и	3	1
467	всю жизнь	1	1
468	и очень	1	1
469	одна и	1	1
470	меня но	4	1
471	все моменты	1	1
472	признать его	1	1
473	этому бытию	1	1
474	такой же	1	1
475	же я	1	1
476	одного и	1	1
477	но я	2	1
478	и иное	1	1
479	и факт	3	1
480	которую я	1	1
481	что значит	2	1
482	категория сознания	1	1
483	мысль и	2	1
484	не зависит	1	1
485	как все	1	1
486	но поскольку	1	1
487	он должен	1	1
488	на месте	1	1
489	оно принципиально	1	1
490	знает и	2	1
491	место в	5	1
492	бытие в	3	1
493	себе а	2	1
494	понятием и	1	1
495	бы что	1	1
496	не от	1	1
497	бытие как	4	1
498	этих моментов	2	1
499	но он	1	1
500	имеем не	1	1
501	действительно есть	1	1
502	их в	1	1
503	том же	1	1
504	жизни а	1	1
505	и смысловую	1	1
506	принципов и	1	1
507	при всех	1	1
508	с которой	1	1
509	и ясно	2	1
510	она могла	2	1
511	и сама	1	1
512	в процессе	2	1
513	это нисколько	1	1
514	веков и	1	1
515	и имеет	1	1
516	можно ли	1	1
517	субъекта но	1	1
518	следовательно и	1	1
519	слово и	1	1
520	одна из	1	1
521	бессознательно и	1	1
522	до их	1	1
523	и весь	2	1
524	или как	2	1
525	и вечность	1	1
526	относиться к	1	1
527	всех своих	4	1
528	такая же	1	1
529	и чувство	2	1
530	есть это	1	1
531	и теперь	1	1
532	ибо все	3	1
533	здесь же	1	1
534	меня с	1	1
535	это уже	2	1
536	в некотором	3	1
537	есть исторически	1	1
538	или бессознательно	1	1
539	у меня	1	1
540	а в	4	1
541	бытия как	5	1
542	нет даже	1	1
543	именно оно	1	1
544	деятельности и	2	1
545	в специальном	1	1
546	к себе	2	1
547	в духе	1	1
548	когда мы	1	1
549	к событию	1	1
550	зависимости от	1	1
551	жизнью и	1	1
552	всего в	1	1
553	всего что	1	1
554	так она	1	1
555	этот акт	6	1
556	и c	1	1
557	из их	1	1
558	приближения к	1	1
559	предмету но	1	1
560	чем не	4	1
561	самого по	1	1
562	иным это	1	1
563	определенной цели	1	1
564	всего этого	1	1
565	не могу	3	1
566	только при	1	1
567	чтобы быть	2	1
568	можно сделать	1	1
569	он мне	1	1
570	на том	1	1
571	его самого	1	1
572	только логическое	1	1
573	что может	1	1
574	и себе	2	1
575	здесь как	1	1
576	познания науки	1	1
577	как таковую	1	1
578	момент во	1	1
579	мыслится и	1	1
580	это только	2	1
581	в последней	1	1
582	просто с	1	1
583	образом в	1	1
584	основе своей	2	1
585	действительность и	1	1
586	и смерть	1	1
587	существе это	1	1
588	имеет с	1	1
589	и здесь	7	1
590	и должно	1	1
591	возможна только	1	1
592	сознание вообще	1	1
593	нашей работы	1	1
594	картина мира	1	1
595	не содержит	1	1
596	его жизни	3	1
597	были бы	2	1
598	с целью	1	1
599	и цели	1	1
600	практический разум	2	1
601	и новое	1	1
602	к нему	12	1
603	не могло	1	1
604	это дерево	1	1
605	нем не	1	1
606	смысле не	2	1
607	от них	1	1
608	во втором	1	1
609	когда оно	1	1
610	вне меня	1	1
611	есть действительно	2	1
612	все в	1	1
613	но внутри	1	1
614	этих последних	1	1
615	не знаю	1	1
616	и всякое	1	1
617	человека как	1	1
618	в лучшем	1	1
619	а эти	1	1
620	и она	2	1
621	вся жизнь	1	1
622	в него	2	1
623	это приводит	1	1
624	осуществления и	1	1
625	содержится в	1	1
626	но с	1	1
627	что только	2	1
628	не само	1	1
629	то для	1	1
630	субъекта в	1	1
631	эстетическое бытие	1	1
632	с другим	1	1
633	ее смысл	1	1
634	было и	2	1
635	их не	1	1
636	на низшую	1	1
637	именно на	2	1
638	века или	1	1
639	момент не	1	1
640	отрешенный от	1	1
641	мы получим	2	1
642	ее самой	1	1
643	основе самого	1	1
644	а то	1	1
645	в душе	1	1
646	и других	2	1
647	его и	2	1
648	предмет и	2	1
649	он имеет	2	1
650	процесс и	2	1
651	одно из	1	1
652	и насквозь	1	1
653	можно конечно	1	1
654	себе в	1	1
655	цели и	1	1
656	и также	1	1
657	свой смысл	1	1
658	не для	1	1
659	себя от	1	1
660	ее не	1	1
661	как его	4	1
662	которые могут	1	1
663	поэтому и	1	1
664	не из	2	1
665	они будут	1	1
666	себе свою	1	1
667	быть все	4	1
668	вне ее	3	1
669	имеет только	1	1
670	именно как	1	1
671	она и	1	1
672	что тем	1	1
673	или иной	2	1
674	каждая отдельная	1	1
675	и превращает	1	1
676	говорим о	1	1
677	область которая	1	1
678	моменты и	3	1
679	индивидуума и	1	1
680	и эстетическая	2	1
681	дело в	2	1
682	сознания для	1	1
683	по всей	1	1
684	говорят об	1	1
685	но есть	2	1
686	только к	1	1
687	слиты в	1	1
688	неотделим от	1	1
689	к определенной	1	1
690	нельзя выйти	1	1
691	к человеку	1	1
