N	2gram	Tiupa_Disk_2	RusskieA
1	и в	16	36
2	не только	10	22
3	том что	10	19
4	что в	5	19
5	в том	8	17
6	но и	11	16
7	в этом	16	12
8	в других	1	11
9	и на	5	10
10	в этот	1	10
11	это не	3	10
12	как и	16	10
13	вместе с	2	10
14	потому что	4	10
15	об этом	1	9
16	а в	2	9
17	состоит в	16	8
18	о том	4	8
19	один из	1	8
20	из них	3	8
21	может быть	16	8
22	как это	1	8
23	так и	9	7
24	между тем	2	7
25	что и	2	7
26	представляют собой	1	7
27	мы не	1	6
28	таким образом	1	6
29	при этом	17	6
30	видно что	1	6
31	уже не	3	6
32	в них	3	6
33	и не	15	6
34	все это	2	6
35	будто бы	1	6
36	в новый	1	6
37	то что	5	6
38	как в	8	5
39	все же	6	5
40	при изучении	1	5
41	в которых	1	5
42	того как	1	5
43	как будто	3	5
44	там же	2	5
45	одно из	4	5
46	как бы	4	5
47	этом случае	2	5
48	мы имеем	2	4
49	еще не	6	4
50	во всех	1	4
51	представляет собой	11	4
52	входит в	2	4
53	из этих	3	4
54	что этот	1	4
55	вплоть до	1	4
56	одна из	1	4
57	что на	2	4
58	к тому	1	4
59	его с	1	4
60	так в	1	4
61	еще в	3	4
62	и что	1	4
63	и их	1	4
64	тем что	1	4
65	а с	5	4
66	и др	1	4
67	в некоторых	1	4
68	того что	1	4
69	но это	3	4
70	как уже	2	4
71	не может	9	4
72	только в	3	4
73	к этому	4	4
74	на каждом	1	3
75	как правило	1	3
76	своего рода	10	3
77	если в	1	3
78	в своем	5	3
79	на этом	1	3
80	то же	6	3
81	но все	1	3
82	совпадают с	1	3
83	далеко не	2	3
84	несмотря на	1	3
85	в этих	3	3
86	точки зрения	4	3
87	с точки	2	3
88	тем не	1	3
89	но они	1	3
90	их в	2	3
91	не менее	7	3
92	этого момента	1	3
93	в разных	1	3
94	ничего не	1	3
95	и другой	1	3
96	говорится что	1	3
97	приводит к	3	3
98	к жизни	3	3
99	не с	2	3
100	начиная с	1	3
101	то есть	12	3
102	а также	8	3
103	от них	1	3
104	в качестве	16	3
105	только на	1	3
106	в одном	4	3
107	в области	2	3
108	на этот	1	3
109	о чем	2	3
110	в это	1	3
111	можно говорить	1	2
112	например в	3	2
113	переход от	1	2
114	к другому	1	2
115	но она	3	2
116	они были	1	2
117	это время	1	2
118	в ней	2	2
119	он был	1	2
120	но не	7	2
121	тогда как	11	2
122	не просто	1	2
123	в е	1	2
124	отнюдь не	6	2
125	хотя и	1	2
126	и как	3	2
127	в круг	1	2
128	состояло в	1	2
129	но в	11	2
130	в целом	2	2
131	все эти	3	2
132	в нашем	1	2
133	и до	1	2
134	для обозначения	1	2
135	к выводу	1	2
136	в нем	7	2
137	чем у	1	2
138	в силу	1	2
139	его от	1	2
140	когда на	1	2
141	в году	1	2
142	встречается и	1	2
143	и с	2	2
144	в жизни	1	2
145	такой же	2	2
146	и более	1	2
147	том же	1	2
148	для этого	1	2
149	она не	1	2
150	или другие	1	2
151	они же	1	2
152	в москву	1	2
153	но даже	1	2
154	и здесь	1	2
155	могут быть	3	2
156	имеет место	1	2
157	сцены из	1	2
158	ни одно	2	2
159	в в	1	2
160	в образе	1	2
161	с ним	1	2
